iteration,episode,person,action,reward,alice_help_bob,alice_decline_bob,alice_delay_bob,alice_help_carol,alice_decline_carol,alice_teach_carol,alice_help_dave,alice_decline_dave,alice_suggest_dave
66,3,bob,alice_delay_bob,0.5060,-9.9116,6.3578,5.4933,-2.6941,-0.2059,2.4216,3.1519,-9.9804,-3.9970
67,3,bob,alice_help_bob,-0.3440,-9.9116,6.8849,6.1923,-2.6941,-0.2059,2.4216,3.1519,-9.9804,-3.9970
68,3,bob,alice_delay_bob,-0.2840,-10.5066,6.8169,6.1923,-2.6941,-0.2059,2.4216,3.1519,-9.9804,-3.9970
69,3,bob,alice_delay_bob,0.5160,-11.1417,6.7089,6.1923,-2.6941,-0.2059,2.4216,3.1519,-9.9804,-3.9970
70,3,bob,alice_delay_bob,0.5160,-11.8067,6.5709,6.1923,-2.6941,-0.2059,2.4216,3.1519,-9.9804,-3.9970
71,3,carol,alice_teach_carol,-0.0400,-11.8067,6.5709,6.1923,-2.9304,-0.1142,2.4216,3.1519,-9.9804,-3.9970
72,3,carol,alice_decline_carol,0.5600,-11.8067,6.5709,6.1923,-3.3292,-0.1142,2.2591,3.1519,-9.9804,-3.9970
73,3,carol,alice_teach_carol,-0.0400,-11.8067,6.5709,6.1923,-3.5462,0.0676,2.2591,3.1519,-9.9804,-3.9970
74,3,carol,alice_teach_carol,0.4600,-11.8067,6.5709,6.1923,-3.8037,0.2089,2.2591,3.1519,-9.9804,-3.9970
75,3,carol,alice_help_carol,-0.3440,-11.8067,6.5709,6.1923,-3.8037,0.6279,2.5369,3.1519,-9.9804,-3.9970
76,3,carol,alice_help_carol,0.1520,-11.8067,6.5709,6.1923,-3.8037,1.0223,2.7901,3.1519,-9.9804,-3.9970
77,3,carol,alice_decline_carol,0.5520,-11.8067,6.5709,6.1923,-4.2441,1.0223,2.6030,3.1519,-9.9804,-3.9970
78,3,carol,alice_teach_carol,-0.0480,-11.8067,6.5709,6.1923,-4.4789,1.2278,2.6030,3.1519,-9.9804,-3.9970
79,3,carol,alice_teach_carol,0.4520,-11.8067,6.5709,6.1923,-4.7442,1.4028,2.6030,3.1519,-9.9804,-3.9970
80,3,carol,alice_help_carol,-0.2918,-11.8067,6.5709,6.1923,-4.7442,1.8565,2.8817,3.1519,-9.9804,-3.9970
81,3,dave,alice_decline_dave,0.0920,-11.8067,6.5709,6.1923,-4.7442,1.8565,2.8817,3.7398,-9.9804,-3.6583
82,3,dave,alice_suggest_dave,-0.2080,-11.8067,6.5709,6.1923,-4.7442,1.8565,2.8817,4.0867,-10.2213,-3.6583
83,3,dave,alice_decline_dave,0.0920,-11.8067,6.5709,6.1923,-4.7442,1.8565,2.8817,4.6643,-10.2213,-3.4277
84,3,dave,alice_decline_dave,0.0920,-11.8067,6.5709,6.1923,-4.7442,1.8565,2.8817,5.2349,-10.2213,-3.2041
85,3,dave,alice_decline_dave,0.0920,-11.8067,6.5709,6.1923,-4.7442,1.8565,2.8817,5.8007,-10.2213,-2.9853
86,3,dave,alice_suggest_dave,0.5920,-11.8067,6.5709,6.1923,-4.7442,1.8565,2.8817,6.1033,-10.4844,-2.9853
87,3,dave,alice_suggest_dave,0.5920,-11.8067,6.5709,6.1923,-4.7442,1.8565,2.8817,6.3726,-10.7808,-2.9853
88,3,dave,alice_help_dave,0.8077,-11.8067,6.5709,6.1923,-4.7442,1.8565,2.8817,6.3726,-11.3604,-3.2684
89,3,dave,alice_suggest_dave,0.6000,-11.8067,6.5709,6.1923,-4.7442,1.8565,2.8817,6.6289,-11.6836,-3.2684
90,3,dave,alice_help_dave,0.8143,-11.8067,6.5709,6.1923,-4.7442,1.8565,2.8817,6.6289,-12.2754,-3.5370
91,4,bob,alice_help_bob,0.4302,-11.8067,7.0262,6.7856,-4.7442,1.8565,2.8817,6.6289,-12.2754,-3.5370
92,4,bob,alice_decline_bob,0.0120,-12.2500,7.0262,6.9356,-4.7442,1.8565,2.8817,6.6289,-12.2754,-3.5370
93,4,bob,alice_delay_bob,0.5120,-12.8662,6.8533,6.9356,-4.7442,1.8565,2.8817,6.6289,-12.2754,-3.5370
94,4,bob,alice_decline_bob,0.0120,-13.2993,6.8533,7.1188,-4.7442,1.8565,2.8817,6.6289,-12.2754,-3.5370
95,4,bob,alice_delay_bob,0.5120,-13.9338,6.6518,7.1188,-4.7442,1.8565,2.8817,6.6289,-12.2754,-3.5370
96,4,bob,alice_help_bob,0.4720,-13.9338,7.0216,7.6900,-4.7442,1.8565,2.8817,6.6289,-12.2754,-3.5370
97,4,bob,alice_delay_bob,0.5220,-14.5209,6.8042,7.6900,-4.7442,1.8565,2.8817,6.6289,-12.2754,-3.5370
98,4,bob,alice_decline_bob,0.0220,-14.8824,6.8042,7.9157,-4.7442,1.8565,2.8817,6.6289,-12.2754,-3.5370
99,4,bob,alice_help_bob,0.4488,-14.8824,7.1139,8.4510,-4.7442,1.8565,2.8817,6.6289,-12.2754,-3.5370
100,4,bob,alice_delay_bob,0.5180,-15.4307,6.8754,8.4510,-4.7442,1.8565,2.8817,6.6289,-12.2754,-3.5370
101,4,carol,alice_decline_carol,0.5620,-15.4307,6.8754,8.4510,-5.2322,1.8565,2.6725,6.6289,-12.2754,-3.5370
102,4,carol,alice_help_carol,0.2577,-15.4307,6.8754,8.4510,-5.2322,2.3167,2.9234,6.6289,-12.2754,-3.5370
103,4,carol,alice_teach_carol,0.4720,-15.4307,6.8754,8.4510,-5.5101,2.4989,2.9234,6.6289,-12.2754,-3.5370
104,4,carol,alice_help_carol,-0.2520,-15.4307,6.8754,8.4510,-5.5101,2.9690,3.2113,6.6289,-12.2754,-3.5370
105,4,carol,alice_teach_carol,-0.0320,-15.4307,6.8754,8.4510,-5.7821,3.1670,3.2113,6.6289,-12.2754,-3.5370
106,4,carol,alice_teach_carol,0.4680,-15.4307,6.8754,8.4510,-6.0762,3.3430,3.2113,6.6289,-12.2754,-3.5370
107,4,carol,alice_decline_carol,0.5680,-15.4307,6.8754,8.4510,-6.5726,3.3430,3.0089,6.6289,-12.2754,-3.5370
108,4,carol,alice_teach_carol,-0.0320,-15.4307,6.8754,8.4510,-6.8525,3.5596,3.0089,6.6289,-12.2754,-3.5370
109,4,carol,alice_help_carol,0.2390,-15.4307,6.8754,8.4510,-6.8525,4.0341,3.2667,6.6289,-12.2754,-3.5370
110,4,carol,alice_decline_carol,0.5640,-15.4307,6.8754,8.4510,-7.3470,4.0341,3.0301,6.6289,-12.2754,-3.5370
111,4,dave,alice_help_dave,0.0200,-15.4307,6.8754,8.4510,-7.3470,4.0341,3.0301,6.6289,-12.8250,-3.7634
112,4,dave,alice_decline_dave,0.1000,-15.4307,6.8754,8.4510,-7.3470,4.0341,3.0301,7.1738,-12.8250,-3.4448
113,4,dave,alice_decline_dave,0.1000,-15.4307,6.8754,8.4510,-7.3470,4.0341,3.0301,7.7150,-12.8250,-3.1300
114,4,dave,alice_suggest_dave,0.6000,-15.4307,6.8754,8.4510,-7.3470,4.0341,3.0301,7.9199,-13.1613,-3.1300
115,4,dave,alice_suggest_dave,0.6000,-15.4307,6.8754,8.4510,-7.3470,4.0341,3.0301,8.1073,-13.5151,-3.1300
116,4,dave,alice_suggest_dave,0.6000,-15.4307,6.8754,8.4510,-7.3470,4.0341,3.0301,8.2801,-13.8836,-3.1300
117,4,dave,alice_suggest_dave,0.6000,-15.4307,6.8754,8.4510,-7.3470,4.0341,3.0301,8.4405,-14.2644,-3.1300
118,4,dave,alice_help_dave,0.0250,-15.4307,6.8754,8.4510,-7.3470,4.0341,3.0301,8.4405,-14.7689,-3.2537
119,4,dave,alice_decline_dave,0.1000,-15.4307,6.8754,8.4510,-7.3470,4.0341,3.0301,8.9421,-14.7689,-2.8758
120,4,dave,alice_help_dave,0.8294,-15.4307,6.8754,8.4510,-7.3470,4.0341,3.0301,8.9421,-15.2855,-3.0145
121,5,bob,alice_delay_bob,0.5180,-15.9899,6.6259,8.4510,-7.3470,4.0341,3.0301,8.9421,-15.2855,-3.0145
122,5,bob,alice_decline_bob,0.0180,-16.2922,6.6259,8.7080,-7.3470,4.0341,3.0301,8.9421,-15.2855,-3.0145
123,5,bob,alice_decline_bob,0.0180,-16.5878,6.6259,8.9715,-7.3470,4.0341,3.0301,8.9421,-15.2855,-3.0145
124,5,bob,alice_delay_bob,-0.2820,-17.0993,6.4102,8.9715,-7.3470,4.0341,3.0301,8.9421,-15.2855,-3.0145
125,5,bob,alice_help_bob,0.4851,-17.0993,6.6589,9.4359,-7.3470,4.0341,3.0301,8.9421,-15.2855,-3.0145
126,5,bob,alice_decline_bob,0.0280,-17.3427,6.6589,9.6570,-7.3470,4.0341,3.0301,8.9421,-15.2855,-3.0145
127,5,bob,alice_delay_bob,-0.2720,-17.7664,6.4787,9.6570,-7.3470,4.0341,3.0301,8.9421,-15.2855,-3.0145
128,5,bob,alice_help_bob,-0.3360,-17.7664,6.7361,10.0947,-7.3470,4.0341,3.0301,8.9421,-15.2855,-3.0145
129,5,bob,alice_delay_bob,0.5240,-18.2183,6.5417,10.0947,-7.3470,4.0341,3.0301,8.9421,-15.2855,-3.0145
130,5,bob,alice_help_bob,0.4450,-18.2183,6.7627,10.5101,-7.3470,4.0341,3.0301,8.9421,-15.2855,-3.0145
131,5,carol,alice_help_carol,0.2306,-18.2183,6.7627,10.5101,-7.3470,4.5097,3.2690,8.9421,-15.2855,-3.0145
132,5,carol,alice_help_carol,0.2227,-18.2183,6.7627,10.5101,-7.3470,4.9689,3.4916,8.9421,-15.2855,-3.0145
133,5,carol,alice_teach_carol,-0.0440,-18.2183,6.7627,10.5101,-7.5564,5.2187,3.4916,8.9421,-15.2855,-3.0145
134,5,carol,alice_help_carol,-0.2848,-18.2183,6.7627,10.5101,-7.5564,5.6900,3.7130,8.9421,-15.2855,-3.0145
135,5,carol,alice_help_carol,0.2080,-18.2183,6.7627,10.5101,-7.5564,6.1475,3.9206,8.9421,-15.2855,-3.0145
136,5,carol,alice_help_carol,0.2011,-18.2183,6.7627,10.5101,-7.5564,6.5928,4.1161,8.9421,-15.2855,-3.0145
137,5,carol,alice_decline_carol,-0.0560,-18.2183,6.7627,10.5101,-7.9558,6.5928,3.9122,8.9421,-15.2855,-3.0145
138,5,carol,alice_teach_carol,-0.0560,-18.2183,6.7627,10.5101,-8.1390,6.8090,3.9122,8.9421,-15.2855,-3.0145
139,5,carol,alice_decline_carol,0.5440,-18.2183,6.7627,10.5101,-8.5553,6.8090,3.6790,8.9421,-15.2855,-3.0145
140,5,carol,alice_teach_carol,-0.0560,-18.2183,6.7627,10.5101,-8.7275,7.0531,3.6790,8.9421,-15.2855,-3.0145
141,5,dave,alice_decline_dave,0.1000,-18.2183,6.7627,10.5101,-8.7275,7.0531,3.6790,9.4563,-15.2855,-2.6390
142,5,dave,alice_help_dave,0.7960,-18.2183,6.7627,10.5101,-8.7275,7.0531,3.6790,9.4563,-15.8111,-2.7891
143,5,dave,alice_help_dave,0.8053,-18.2183,6.7627,10.5101,-8.7275,7.0531,3.6790,9.4563,-16.3474,-2.9499
144,5,dave,alice_help_dave,0.8100,-18.2183,6.7627,10.5101,-8.7275,7.0531,3.6790,9.4563,-16.8936,-3.1205
145,5,dave,alice_suggest_dave,0.6000,-18.2183,6.7627,10.5101,-8.7275,7.0531,3.6790,9.6164,-17.2797,-3.1205
146,5,dave,alice_suggest_dave,0.6000,-18.2183,6.7627,10.5101,-8.7275,7.0531,3.6790,9.7673,-17.6750,-3.1205
147,5,dave,alice_help_dave,0.0143,-18.2183,6.7627,10.5101,-8.7275,7.0531,3.6790,9.7673,-18.1922,-3.2425
148,5,dave,alice_help_dave,0.0182,-18.2183,6.7627,10.5101,-8.7275,7.0531,3.6790,9.7673,-18.6833,-3.3383
149,5,dave,alice_help_dave,0.8217,-18.2183,6.7627,10.5101,-8.7275,7.0531,3.6790,9.7673,-19.1854,-3.4452
150,5,dave,alice_help_dave,0.8250,-18.2183,6.7627,10.5101,-8.7275,7.0531,3.6790,9.7673,-19.6979,-3.5623
151,6,bob,alice_help_bob,-0.3722,-18.2183,6.9995,10.9413,-8.7275,7.0531,3.6790,9.7673,-19.6979,-3.5623
152,6,bob,alice_decline_bob,0.0160,-18.4497,6.9995,11.1410,-8.7275,7.0531,3.6790,9.7673,-19.6979,-3.5623
153,6,bob,alice_decline_bob,0.0160,-18.6763,6.9995,11.3456,-8.7275,7.0531,3.6790,9.7673,-19.6979,-3.5623
154,6,bob,alice_delay_bob,-0.2840,-19.0724,6.8300,11.3456,-8.7275,7.0531,3.6790,9.7673,-19.6979,-3.5623
155,6,bob,alice_help_bob,0.4120,-19.0724,7.0271,11.7122,-8.7275,7.0531,3.6790,9.7673,-19.6979,-3.5623
156,6,bob,alice_delay_bob,0.5120,-19.4520,6.8445,11.7122,-8.7275,7.0531,3.6790,9.7673,-19.6979,-3.5623
157,6,bob,alice_decline_bob,0.0120,-19.6446,6.8445,11.8993,-8.7275,7.0531,3.6790,9.7673,-19.6979,-3.5623
158,6,bob,alice_delay_bob,0.5120,-20.0359,6.6458,11.8993,-8.7275,7.0531,3.6790,9.7673,-19.6979,-3.5623
159,6,bob,alice_delay_bob,0.5120,-20.4377,6.4365,11.8993,-8.7275,7.0531,3.6790,9.7673,-19.6979,-3.5623
160,6,bob,alice_decline_bob,0.0120,-20.6261,6.4365,12.1128,-8.7275,7.0531,3.6790,9.7673,-19.6979,-3.5623
161,6,carol,alice_help_carol,0.1945,-20.6261,6.4365,12.1128,-8.7275,7.4587,3.8405,9.7673,-19.6979,-3.5623
162,6,carol,alice_teach_carol,-0.0600,-20.6261,6.4365,12.1128,-8.8789,7.7129,3.8405,9.7673,-19.6979,-3.5623
163,6,carol,alice_help_carol,-0.3118,-20.6261,6.4365,12.1128,-8.8789,8.1307,4.0041,9.7673,-19.6979,-3.5623
164,6,carol,alice_decline_carol,0.5360,-20.6261,6.4365,12.1128,-9.3102,8.1307,3.7365,9.7673,-19.6979,-3.5623
165,6,carol,alice_decline_carol,0.5360,-20.6261,6.4365,12.1128,-9.7529,8.1307,3.4575,9.7673,-19.6979,-3.5623
166,6,carol,alice_help_carol,-0.2790,-20.6261,6.4365,12.1128,-9.7529,8.5831,3.6309,9.7673,-19.6979,-3.5623
167,6,carol,alice_help_carol,0.2140,-20.6261,6.4365,12.1128,-9.7529,9.0249,3.7937,9.7673,-19.6979,-3.5623
168,6,carol,alice_teach_carol,-0.0580,-20.6261,6.4365,12.1128,-9.9067,9.3129,3.7937,9.7673,-19.6979,-3.5623
169,6,carol,alice_decline_carol,-0.0580,-20.6261,6.4365,12.1128,-10.3158,9.3129,3.5384,9.7673,-19.6979,-3.5623
170,6,carol,alice_teach_carol,-0.0580,-20.6261,6.4365,12.1128,-10.4616,9.5762,3.5384,9.7673,-19.6979,-3.5623
171,6,dave,alice_help_dave,0.8280,-20.6261,6.4365,12.1128,-10.4616,9.5762,3.5384,9.7673,-20.2199,-3.6890
172,6,dave,alice_suggest_dave,-0.2000,-20.6261,6.4365,12.1128,-10.4616,9.5762,3.5384,9.9360,-20.5732,-3.6890
173,6,dave,alice_suggest_dave,0.6000,-20.6261,6.4365,12.1128,-10.4616,9.5762,3.5384,10.0947,-20.9365,-3.6890
174,6,dave,alice_help_dave,0.8308,-20.6261,6.4365,12.1128,-10.4616,9.5762,3.5384,10.0947,-21.4675,-3.8566
175,6,dave,alice_suggest_dave,0.6000,-20.6261,6.4365,12.1128,-10.4616,9.5762,3.5384,10.2533,-21.8397,-3.8566
176,6,dave,alice_suggest_dave,0.6000,-20.6261,6.4365,12.1128,-10.4616,9.5762,3.5384,10.4041,-22.2200,-3.8566
177,6,dave,alice_help_dave,0.8333,-20.6261,6.4365,12.1128,-10.4616,9.5762,3.5384,10.4041,-22.7593,-4.0157
178,6,dave,alice_decline_dave,0.1000,-20.6261,6.4365,12.1128,-10.4616,9.5762,3.5384,10.9414,-22.7593,-3.6375
179,6,dave,alice_suggest_dave,-0.2000,-20.6261,6.4365,12.1128,-10.4616,9.5762,3.5384,11.1333,-23.1047,-3.6375
180,6,dave,alice_decline_dave,0.1000,-20.6261,6.4365,12.1128,-10.4616,9.5762,3.5384,11.6690,-23.1047,-3.2937
181,7,bob,alice_help_bob,0.3975,-20.6261,6.5993,12.4890,-10.4616,9.5762,3.5384,11.6690,-23.1047,-3.2937
182,7,bob,alice_help_bob,0.4280,-20.6261,6.7375,12.8406,-10.4616,9.5762,3.5384,11.6690,-23.1047,-3.2937
183,7,bob,alice_delay_bob,-0.2820,-20.9494,6.5524,12.8406,-10.4616,9.5762,3.5384,11.6690,-23.1047,-3.2937
184,7,bob,alice_help_bob,0.4140,-20.9494,6.6690,13.1423,-10.4616,9.5762,3.5384,11.6690,-23.1047,-3.2937
185,7,bob,alice_decline_bob,0.0140,-21.0623,6.6690,13.3311,-10.4616,9.5762,3.5384,11.6690,-23.1047,-3.2937
186,7,bob,alice_help_bob,0.4009,-21.0623,6.7629,13.6138,-10.4616,9.5762,3.5384,11.6690,-23.1047,-3.2937
187,7,bob,alice_delay_bob,0.5100,-21.3553,6.5638,13.6138,-10.4616,9.5762,3.5384,11.6690,-23.1047,-3.2937
188,7,bob,alice_decline_bob,0.0100,-21.4456,6.5638,13.8164,-10.4616,9.5762,3.5384,11.6690,-23.1047,-3.2937
189,7,bob,alice_decline_bob,0.0100,-21.5327,6.5638,14.0223,-10.4616,9.5762,3.5384,11.6690,-23.1047,-3.2937
190,7,bob,alice_delay_bob,0.5100,-21.8350,6.3486,14.0223,-10.4616,9.5762,3.5384,11.6690,-23.1047,-3.2937
191,7,carol,alice_teach_carol,-0.0580,-21.8350,6.3486,14.0223,-10.6001,9.8469,3.5384,11.6690,-23.1047,-3.2937
192,7,carol,alice_help_carol,0.2072,-21.8350,6.3486,14.0223,-10.6001,10.2464,3.6673,11.6690,-23.1047,-3.2937
193,7,carol,alice_help_carol,0.2369,-21.8350,6.3486,14.0223,-10.6001,10.6359,3.7861,11.6690,-23.1047,-3.2937
194,7,carol,alice_help_carol,0.2297,-21.8350,6.3486,14.0223,-10.6001,11.0164,3.8960,11.6690,-23.1047,-3.2937
195,7,carol,alice_teach_carol,0.4440,-21.8350,6.3486,14.0223,-10.7251,11.2719,3.8960,11.6690,-23.1047,-3.2937
196,7,carol,alice_decline_carol,0.5440,-21.8350,6.3486,14.0223,-11.1174,11.2719,3.6286,11.6690,-23.1047,-3.2937
197,7,carol,alice_help_carol,0.2228,-21.8350,6.3486,14.0223,-11.1174,11.6561,3.7454,11.6690,-23.1047,-3.2937
