iteration,episode,person,action,reward,alice_help_bob,alice_decline_bob,alice_delay_bob,alice_help_carol,alice_decline_carol,alice_teach_carol,alice_help_dave,alice_decline_dave,alice_suggest_dave
45,2,carol,alice_teach_carol,-0.0240,-0.5622,-1.7948,1.6616,0.1061,1.6588,-1.5795,0.3850,-3.4083,0.5567
46,2,carol,alice_teach_carol,0.4760,-0.5622,-1.7948,1.6616,0.0819,1.7279,-1.5795,0.3850,-3.4083,0.5567
47,2,carol,alice_help_carol,0.1720,-0.5622,-1.7948,1.6616,0.0819,1.8114,-1.5652,0.3850,-3.4083,0.5567
48,2,carol,alice_decline_carol,0.5720,-0.5622,-1.7948,1.6616,-0.0955,1.8114,-1.7283,0.3850,-3.4083,0.5567
49,2,carol,alice_teach_carol,-0.0280,-0.5622,-1.7948,1.6616,-0.0904,1.9939,-1.7283,0.3850,-3.4083,0.5567
50,2,carol,alice_help_carol,-0.3320,-0.5622,-1.7948,1.6616,-0.0904,2.2269,-1.6778,0.3850,-3.4083,0.5567
51,2,dave,alice_decline_dave,0.0300,-0.5622,-1.7948,1.6616,-0.0904,2.2269,-1.6778,0.9283,-3.4083,0.7867
52,2,dave,alice_suggest_dave,-0.2700,-0.5622,-1.7948,1.6616,-0.0904,2.2269,-1.6778,1.3692,-3.5108,0.7867
53,2,dave,alice_decline_dave,0.0300,-0.5622,-1.7948,1.6616,-0.0904,2.2269,-1.6778,1.9092,-3.5108,0.8858
54,2,dave,alice_suggest_dave,-0.2700,-0.5622,-1.7948,1.6616,-0.0904,2.2269,-1.6778,2.4265,-3.5335,0.8858
55,2,dave,alice_decline_dave,0.0300,-0.5622,-1.7948,1.6616,-0.0904,2.2269,-1.6778,2.9641,-3.5335,0.9061
56,2,dave,alice_decline_dave,0.0300,-0.5622,-1.7948,1.6616,-0.0904,2.2269,-1.6778,3.5000,-3.5335,0.9246
57,2,dave,alice_decline_dave,0.0300,-0.5622,-1.7948,1.6616,-0.0904,2.2269,-1.6778,4.0344,-3.5335,0.9417
58,2,dave,alice_decline_dave,0.0300,-0.5622,-1.7948,1.6616,-0.0904,2.2269,-1.6778,4.5677,-3.5335,0.9577
59,2,dave,alice_help_dave,0.0400,-0.5622,-1.7948,1.6616,-0.0904,2.2269,-1.6778,4.5677,-3.9385,0.5687
60,2,dave,alice_help_dave,0.8500,-0.5622,-1.7948,1.6616,-0.0904,2.2269,-1.6778,4.5677,-4.4285,0.0947
61,3,bob,alice_delay_bob,0.4980,-0.5961,-1.9668,1.6616,-0.0904,2.2269,-1.6778,4.5677,-4.4285,0.0947
62,3,bob,alice_decline_bob,-0.0020,-0.4416,-1.9668,1.8501,-0.0904,2.2269,-1.6778,4.5677,-4.4285,0.0947
63,3,bob,alice_decline_bob,-0.0020,-0.2739,-1.9668,2.0517,-0.0904,2.2269,-1.6778,4.5677,-4.4285,0.0947
64,3,bob,alice_decline_bob,-0.0020,-0.0954,-1.9668,2.2641,-0.0904,2.2269,-1.6778,4.5677,-4.4285,0.0947
65,3,bob,alice_help_bob,0.3140,-0.0954,-2.1512,2.2922,-0.0904,2.2269,-1.6778,4.5677,-4.4285,0.0947
66,3,bob,alice_decline_bob,-0.0060,0.0983,-2.1512,2.5140,-0.0904,2.2269,-1.6778,4.5677,-4.4285,0.0947
67,3,bob,alice_decline_bob,-0.0060,0.2999,-2.1512,2.7436,-0.0904,2.2269,-1.6778,4.5677,-4.4285,0.0947
68,3,bob,alice_delay_bob,-0.3060,0.3343,-2.3184,2.7436,-0.0904,2.2269,-1.6778,4.5677,-4.4285,0.0947
69,3,bob,alice_delay_bob,0.4940,0.3471,-2.5073,2.7436,-0.0904,2.2269,-1.6778,4.5677,-4.4285,0.0947
70,3,bob,alice_delay_bob,0.4940,0.3418,-2.7142,2.7436,-0.0904,2.2269,-1.6778,4.5677,-4.4285,0.0947
71,3,carol,alice_teach_carol,0.4680,0.3418,-2.7142,2.7436,-0.1810,2.3693,-1.6778,4.5677,-4.4285,0.0947
72,3,carol,alice_help_carol,-0.3360,0.3418,-2.7142,2.7436,-0.1810,2.6460,-1.5436,4.5677,-4.4285,0.0947
73,3,carol,alice_teach_carol,-0.0360,0.3418,-2.7142,2.7436,-0.2968,2.8068,-1.5436,4.5677,-4.4285,0.0947
74,3,carol,alice_help_carol,0.1600,0.3418,-2.7142,2.7436,-0.2968,3.0688,-1.4424,4.5677,-4.4285,0.0947
75,3,carol,alice_decline_carol,0.5600,0.3418,-2.7142,2.7436,-0.6128,3.0688,-1.6572,4.5677,-4.4285,0.0947
76,3,carol,alice_teach_carol,0.4600,0.3418,-2.7142,2.7436,-0.7441,3.2535,-1.6572,4.5677,-4.4285,0.0947
77,3,carol,alice_teach_carol,-0.0400,0.3418,-2.7142,2.7436,-0.8588,3.4548,-1.6572,4.5677,-4.4285,0.0947
78,3,carol,alice_teach_carol,-0.0400,0.3418,-2.7142,2.7436,-0.9594,3.6702,-1.6572,4.5677,-4.4285,0.0947
79,3,carol,alice_help_carol,-0.3440,0.3418,-2.7142,2.7436,-0.9594,4.0200,-1.5228,4.5677,-4.4285,0.0947
80,3,carol,alice_help_carol,0.1520,0.3418,-2.7142,2.7436,-0.9594,4.3567,-1.4015,4.5677,-4.4285,0.0947
81,3,dave,alice_decline_dave,0.0500,0.3418,-2.7142,2.7436,-0.9594,4.3567,-1.4015,5.0550,-4.4285,0.1080
82,3,dave,alice_suggest_dave,-0.2500,0.3418,-2.7142,2.7436,-0.9594,4.3567,-1.4015,5.5767,-4.3941,0.1080
83,3,dave,alice_help_dave,0.8600,0.3418,-2.7142,2.7436,-0.9594,4.3567,-1.4015,5.5767,-4.9397,-0.4720
84,3,dave,alice_decline_dave,0.0600,0.3418,-2.7142,2.7436,-0.9594,4.3567,-1.4015,6.1192,-4.9397,-0.5095
85,3,dave,alice_decline_dave,0.0600,0.3418,-2.7142,2.7436,-0.9594,4.3567,-1.4015,6.6590,-4.9397,-0.5496
86,3,dave,alice_suggest_dave,-0.2400,0.3418,-2.7142,2.7436,-0.9594,4.3567,-1.4015,7.2717,-4.8670,-0.5496
87,3,dave,alice_decline_dave,0.0600,0.3418,-2.7142,2.7436,-0.9594,4.3567,-1.4015,7.8093,-4.8670,-0.6246
88,3,dave,alice_help_dave,0.0700,0.3418,-2.7142,2.7436,-0.9594,4.3567,-1.4015,7.8093,-5.3334,-1.1661
89,3,dave,alice_help_dave,0.8800,0.3418,-2.7142,2.7436,-0.9594,4.3567,-1.4015,7.8093,-5.8477,-1.7553
90,3,dave,alice_decline_dave,0.0800,0.3418,-2.7142,2.7436,-0.9594,4.3567,-1.4015,8.3203,-5.8477,-1.8336
91,4,bob,alice_delay_bob,0.4940,0.3213,-2.9363,2.7436,-0.9594,4.3567,-1.4015,8.3203,-5.8477,-1.8336
92,4,bob,alice_delay_bob,0.4940,0.2877,-3.1715,2.7436,-0.9594,4.3567,-1.4015,8.3203,-5.8477,-1.8336
93,4,bob,alice_decline_bob,-0.0060,0.4961,-3.1715,2.9856,-0.9594,4.3567,-1.4015,8.3203,-5.8477,-1.8336
94,4,bob,alice_decline_bob,-0.0060,0.7104,-3.1715,3.2335,-0.9594,4.3567,-1.4015,8.3203,-5.8477,-1.8336
95,4,bob,alice_decline_bob,-0.0060,0.9298,-3.1715,3.4865,-0.9594,4.3567,-1.4015,8.3203,-5.8477,-1.8336
96,4,bob,alice_delay_bob,0.4940,0.8848,-3.4359,3.4865,-0.9594,4.3567,-1.4015,8.3203,-5.8477,-1.8336
97,4,bob,alice_decline_bob,-0.0060,1.1088,-3.4359,3.7554,-0.9594,4.3567,-1.4015,8.3203,-5.8477,-1.8336
98,4,bob,alice_decline_bob,-0.0060,1.3367,-3.4359,4.0283,-0.9594,4.3567,-1.4015,8.3203,-5.8477,-1.8336
99,4,bob,alice_decline_bob,-0.0060,1.5683,-3.4359,4.3047,-0.9594,4.3567,-1.4015,8.3203,-5.8477,-1.8336
100,4,bob,alice_delay_bob,0.4940,1.5134,-3.7223,4.3047,-0.9594,4.3567,-1.4015,8.3203,-5.8477,-1.8336
101,4,carol,alice_decline_carol,0.5520,1.5134,-3.7223,4.3047,-1.3307,4.3567,-1.6515,8.3203,-5.8477,-1.8336
102,4,carol,alice_decline_carol,0.5520,1.5134,-3.7223,4.3047,-1.7268,4.3567,-1.9264,8.3203,-5.8477,-1.8336
103,4,carol,alice_teach_carol,-0.0480,1.5134,-3.7223,4.3047,-1.8355,4.6441,-1.9264,8.3203,-5.8477,-1.8336
104,4,carol,alice_decline_carol,0.5520,1.5134,-3.7223,4.3047,-2.2502,4.6441,-2.2324,8.3203,-5.8477,-1.8336
105,4,carol,alice_help_carol,0.1480,1.5134,-3.7223,4.3047,-2.2502,5.0480,-2.1345,8.3203,-5.8477,-1.8336
106,4,carol,alice_decline_carol,0.5480,1.5134,-3.7223,4.3047,-2.6680,5.0480,-2.4545,8.3203,-5.8477,-1.8336
107,4,carol,alice_help_carol,0.1440,1.5134,-3.7223,4.3047,-2.6680,5.4568,-2.3656,8.3203,-5.8477,-1.8336
108,4,carol,alice_help_carol,0.1400,1.5134,-3.7223,4.3047,-2.6680,5.8582,-2.2843,8.3203,-5.8477,-1.8336
109,4,carol,alice_teach_carol,0.4400,1.5134,-3.7223,4.3047,-2.7709,6.1566,-2.2843,8.3203,-5.8477,-1.8336
110,4,carol,alice_help_carol,0.1360,1.5134,-3.7223,4.3047,-2.7709,6.5516,-2.1877,8.3203,-5.8477,-1.8336
111,4,dave,alice_suggest_dave,0.5800,1.5134,-3.7223,4.3047,-2.7709,6.5516,-2.1877,8.8315,-5.8474,-1.8336
112,4,dave,alice_decline_dave,0.0800,1.5134,-3.7223,4.3047,-2.7709,6.5516,-2.1877,9.3397,-5.8474,-1.8368
113,4,dave,alice_help_dave,0.8900,1.5134,-3.7223,4.3047,-2.7709,6.5516,-2.1877,9.3397,-6.3939,-2.3863
114,4,dave,alice_decline_dave,0.0900,1.5134,-3.7223,4.3047,-2.7709,6.5516,-2.1877,9.8830,-6.3939,-2.3926
115,4,dave,alice_help_dave,0.8260,1.5134,-3.7223,4.3047,-2.7709,6.5516,-2.1877,9.8830,-6.9615,-2.9664
116,4,dave,alice_help_dave,0.8415,1.5134,-3.7223,4.3047,-2.7709,6.5516,-2.1877,9.8830,-7.5503,-3.5615
117,4,dave,alice_help_dave,0.8500,1.5134,-3.7223,4.3047,-2.7709,6.5516,-2.1877,9.8830,-8.1576,-4.1751
118,4,dave,alice_help_dave,0.8538,1.5134,-3.7223,4.3047,-2.7709,6.5516,-2.1877,9.8830,-8.7808,-4.8045
119,4,dave,alice_suggest_dave,-0.2000,1.5134,-3.7223,4.3047,-2.7709,6.5516,-2.1877,10.5384,-8.7486,-4.8045
120,4,dave,alice_decline_dave,0.1000,1.5134,-3.7223,4.3047,-2.7709,6.5516,-2.1877,11.1582,-8.7486,-4.8401
121,5,bob,alice_delay_bob,0.4940,1.4498,-4.0174,4.3047,-2.7709,6.5516,-2.1877,11.1582,-8.7486,-4.8401
122,5,bob,alice_delay_bob,0.4940,1.3784,-4.3204,4.3047,-2.7709,6.5516,-2.1877,11.1582,-8.7486,-4.8401
123,5,bob,alice_delay_bob,0.4940,1.3001,-4.6303,4.3047,-2.7709,6.5516,-2.1877,11.1582,-8.7486,-4.8401
124,5,bob,alice_delay_bob,-0.3060,1.2555,-4.9064,4.3047,-2.7709,6.5516,-2.1877,11.1582,-8.7486,-4.8401
125,5,bob,alice_delay_bob,0.4940,1.2033,-5.1902,4.3047,-2.7709,6.5516,-2.1877,11.1582,-8.7486,-4.8401
126,5,bob,alice_delay_bob,0.4940,1.1443,-5.4808,4.3047,-2.7709,6.5516,-2.1877,11.1582,-8.7486,-4.8401
127,5,bob,alice_delay_bob,0.4940,1.0789,-5.7777,4.3047,-2.7709,6.5516,-2.1877,11.1582,-8.7486,-4.8401
128,5,bob,alice_help_bob,0.4040,1.0789,-6.0282,4.3512,-2.7709,6.5516,-2.1877,11.1582,-8.7486,-4.8401
129,5,bob,alice_help_bob,-0.3289,1.0789,-6.1875,4.4887,-2.7709,6.5516,-2.1877,11.1582,-8.7486,-4.8401
130,5,bob,alice_delay_bob,0.5140,0.9348,-6.4910,4.4887,-2.7709,6.5516,-2.1877,11.1582,-8.7486,-4.8401
131,5,carol,alice_teach_carol,-0.0640,0.9348,-6.4910,4.4887,-2.8549,6.8626,-2.1877,11.1582,-8.7486,-4.8401
132,5,carol,alice_help_carol,-0.3680,0.9348,-6.4910,4.4887,-2.8549,7.2816,-2.0797,11.1582,-8.7486,-4.8401
133,5,carol,alice_decline_carol,-0.0680,0.9348,-6.4910,4.4887,-3.2236,7.2816,-2.3403,11.1582,-8.7486,-4.8401
134,5,carol,alice_help_carol,0.1280,0.9348,-6.4910,4.4887,-3.2236,7.6441,-2.2384,11.1582,-8.7486,-4.8401
135,5,carol,alice_teach_carol,-0.0720,0.9348,-6.4910,4.4887,-3.3139,7.9163,-2.2384,11.1582,-8.7486,-4.8401
136,5,carol,alice_help_carol,0.1240,0.9348,-6.4910,4.4887,-3.3139,8.2735,-2.1534,11.1582,-8.7486,-4.8401
137,5,carol,alice_teach_carol,-0.0760,0.9348,-6.4910,4.4887,-3.3884,8.5562,-2.1534,11.1582,-8.7486,-4.8401
138,5,carol,alice_help_carol,0.1200,0.9348,-6.4910,4.4887,-3.3884,8.9088,-2.0835,11.1582,-8.7486,-4.8401
139,5,carol,alice_decline_carol,-0.0800,0.9348,-6.4910,4.4887,-3.6986,8.9088,-2.3239,11.1582,-8.7486,-4.8401
140,5,carol,alice_decline_carol,0.5200,0.9348,-6.4910,4.4887,-4.0236,8.9088,-2.5790,11.1582,-8.7486,-4.8401
141,5,dave,alice_help_dave,0.8571,0.9348,-6.4910,4.4887,-4.0236,8.9088,-2.5790,11.1582,-9.3823,-5.5093
142,5,dave,alice_suggest_dave,-0.2000,0.9348,-6.4910,4.4887,-4.0236,8.9088,-2.5790,11.8483,-9.3260,-5.5093
143,5,dave,alice_decline_dave,0.1000,0.9348,-6.4910,4.4887,-4.0236,8.9088,-2.5790,12.4790,-9.3260,-5.5686
144,5,dave,alice_suggest_dave,0.6000,0.9348,-6.4910,4.4887,-4.0236,8.9088,-2.5790,13.1133,-9.3224,-5.5686
145,5,dave,alice_help_dave,0.0600,0.9348,-6.4910,4.4887,-4.0236,8.9088,-2.5790,13.1133,-9.9119,-6.1618
146,5,dave,alice_decline_dave,0.1000,0.9348,-6.4910,4.4887,-4.0236,8.9088,-2.5790,13.7002,-9.9119,-6.1681
147,5,dave,alice_suggest_dave,-0.2000,0.9348,-6.4910,4.4887,-4.0236,8.9088,-2.5790,14.3136,-9.8854,-6.1681
148,5,dave,alice_help_dave,0.0625,0.9348,-6.4910,4.4887,-4.0236,8.9088,-2.5790,14.3136,-10.4365,-6.7456
149,5,dave,alice_help_dave,0.8647,0.9348,-6.4910,4.4887,-4.0236,8.9088,-2.5790,14.3136,-11.0031,-7.3388
150,5,dave,alice_suggest_dave,0.6000,0.9348,-6.4910,4.4887,-4.0236,8.9088,-2.5790,14.8623,-11.0211,-7.3388
151,6,bob,alice_help_bob,0.4350,0.9348,-6.6774,4.6058,-4.0236,8.9088,-2.5790,14.8623,-11.0211,-7.3388
152,6,bob,alice_help_bob,0.4867,0.9348,-6.8906,4.6960,-4.0236,8.9088,-2.5790,14.8623,-11.0211,-7.3388
153,6,bob,alice_decline_bob,0.0200,1.1500,-6.8906,5.0015,-4.0236,8.9088,-2.5790,14.8623,-11.0211,-7.3388
154,6,bob,alice_help_bob,0.5300,1.1500,-7.1316,5.0659,-4.0236,8.9088,-2.5790,14.8623,-11.0211,-7.3388
155,6,bob,alice_decline_bob,0.0300,1.3922,-7.1316,5.3726,-4.0236,8.9088,-2.5790,14.8623,-11.0211,-7.3388
156,6,bob,alice_help_bob,0.4987,1.3922,-7.3921,5.4188,-4.0236,8.9088,-2.5790,14.8623,-11.0211,-7.3388
157,6,bob,alice_delay_bob,-0.2740,1.3715,-7.6734,5.4188,-4.0236,8.9088,-2.5790,14.8623,-11.0211,-7.3388
158,6,bob,alice_decline_bob,0.0260,1.6334,-7.6734,5.7014,-4.0236,8.9088,-2.5790,14.8623,-11.0211,-7.3388
159,6,bob,alice_delay_bob,-0.2740,1.6361,-7.9325,5.7014,-4.0236,8.9088,-2.5790,14.8623,-11.0211,-7.3388
160,6,bob,alice_decline_bob,0.0260,1.8992,-7.9325,5.9618,-4.0236,8.9088,-2.5790,14.8623,-11.0211,-7.3388
161,6,carol,alice_help_carol,-0.3840,1.8992,-7.9325,5.9618,-4.0236,9.2537,-2.4892,14.8623,-11.0211,-7.3388
162,6,carol,alice_teach_carol,-0.0840,1.8992,-7.9325,5.9618,-4.1035,9.5186,-2.4892,14.8623,-11.0211,-7.3388
163,6,carol,alice_decline_carol,0.5160,1.8992,-7.9325,5.9618,-4.4606,9.5186,-2.7663,14.8623,-11.0211,-7.3388
164,6,carol,alice_teach_carol,-0.0840,1.8992,-7.9325,5.9618,-4.5316,9.8046,-2.7663,14.8623,-11.0211,-7.3388
165,6,carol,alice_teach_carol,-0.0840,1.8992,-7.9325,5.9618,-4.5947,10.0985,-2.7663,14.8623,-11.0211,-7.3388
166,6,carol,alice_help_carol,-0.3880,1.8992,-7.9325,5.9618,-4.5947,10.4738,-2.6851,14.8623,-11.0211,-7.3388
167,6,carol,alice_teach_carol,0.4120,1.8992,-7.9325,5.9618,-4.6912,10.7525,-2.6851,14.8623,-11.0211,-7.3388
168,6,carol,alice_teach_carol,-0.0880,1.8992,-7.9325,5.9618,-4.7799,11.0390,-2.6851,14.8623,-11.0211,-7.3388
169,6,carol,alice_teach_carol,0.4120,1.8992,-7.9325,5.9618,-4.8824,11.3118,-2.6851,14.8623,-11.0211,-7.3388
170,6,carol,alice_decline_carol,0.5120,1.8992,-7.9325,5.9618,-5.2677,11.3118,-2.9680,14.8623,-11.0211,-7.3388
171,6,dave,alice_suggest_dave,0.6000,1.8992,-7.9325,5.9618,-5.2677,11.3118,-2.9680,15.3729,-11.0771,-7.3388
172,6,dave,alice_suggest_dave,-0.2000,1.8992,-7.9325,5.9618,-5.2677,11.3118,-2.9680,15.9039,-11.1127,-7.3388
173,6,dave,alice_help_dave,0.8667,1.8992,-7.9325,5.9618,-5.2677,11.3118,-2.9680,15.9039,-11.6933,-7.8837
174,6,dave,alice_suggest_dave,-0.2000,1.8992,-7.9325,5.9618,-5.2677,11.3118,-2.9680,16.4666,-11.7112,-7.8837
175,6,dave,alice_help_dave,0.8684,1.8992,-7.9325,5.9618,-5.2677,11.3118,-2.9680,16.4666,-12.3043,-8.4589
176,6,dave,alice_decline_dave,0.1000,1.8992,-7.9325,5.9618,-5.2677,11.3118,-2.9680,17.0573,-12.3043,-8.4435
177,6,dave,alice_help_dave,0.0700,1.8992,-7.9325,5.9618,-5.2677,11.3118,-2.9680,17.0573,-12.8664,-8.9902
178,6,dave,alice_suggest_dave,0.6000,1.8992,-7.9325,5.9618,-5.2677,11.3118,-2.9680,17.5726,-12.9132,-8.9902
179,6,dave,alice_decline_dave,0.1000,1.8992,-7.9325,5.9618,-5.2677,11.3118,-2.9680,18.1325,-12.9132,-8.9456
180,6,dave,alice_decline_dave,0.1000,1.8992,-7.9325,5.9618,-5.2677,11.3118,-2.9680,18.6904,-12.9132,-8.9030
181,7,bob,alice_decline_bob,0.0260,2.1634,-7.9325,6.2233,-5.2677,11.3118,-2.9680,18.6904,-12.9132,-8.9030
182,7,bob,alice_delay_bob,0.5260,2.1583,-8.2019,6.2233,-5.2677,11.3118,-2.9680,18.6904,-12.9132,-8.9030
183,7,bob,alice_delay_bob,-0.2740,2.1744,-8.4499,6.2233,-5.2677,11.3118,-2.9680,18.6904,-12.9132,-8.9030
184,7,bob,alice_delay_bob,0.5260,2.1828,-8.7058,6.2233,-5.2677,11.3118,-2.9680,18.6904,-12.9132,-8.9030
185,7,bob,alice_help_bob,-0.2640,2.1828,-8.9217,6.2632,-5.2677,11.3118,-2.9680,18.6904,-12.9132,-8.9030
186,7,bob,alice_delay_bob,0.5360,2.1352,-9.1852,6.2632,-5.2677,11.3118,-2.9680,18.6904,-12.9132,-8.9030
187,7,bob,alice_delay_bob,0.5360,2.0805,-9.4558,6.2632,-5.2677,11.3118,-2.9680,18.6904,-12.9132,-8.9030
188,7,bob,alice_delay_bob,0.5360,2.0191,-9.7331,6.2632,-5.2677,11.3118,-2.9680,18.6904,-12.9132,-8.9030
189,7,bob,alice_help_bob,-0.2911,2.0191,-9.9059,6.3676,-5.2677,11.3118,-2.9680,18.6904,-12.9132,-8.9030
190,7,bob,alice_help_bob,-0.3149,2.0191,-10.0403,6.5106,-5.2677,11.3118,-2.9680,18.6904,-12.9132,-8.9030
191,7,carol,alice_teach_carol,0.4120,2.0191,-10.0403,6.5106,-5.3828,11.5822,-2.9680,18.6904,-12.9132,-8.9030
192,7,carol,alice_teach_carol,-0.0880,2.0191,-10.0403,6.5106,-5.4902,11.8601,-2.9680,18.6904,-12.9132,-8.9030
193,7,carol,alice_help_carol,0.1080,2.0191,-10.0403,6.5106,-5.4902,12.2406,-2.8655,18.6904,-12.9132,-8.9030
194,7,carol,alice_teach_carol,-0.0920,2.0191,-10.0403,6.5106,-5.5854,12.5258,-2.8655,18.6904,-12.9132,-8.9030
195,7,carol,alice_help_carol,0.1040,2.0191,-10.0403,6.5106,-5.5854,12.9019,-2.7746,18.6904,-12.9132,-8.9030
