iteration,episode,action,reward,carol_help_alice_regret,carol_decline_alice_regret,carol_reciprocate_alice_regret
51,6,carol_reciprocate_alice,0.2000,0.3161,-13.4738,6.5715
52,6,carol_help_alice,0.2000,0.3161,-13.6738,6.7857
53,6,carol_decline_alice,0.1000,0.5213,-13.6738,7.1000
54,6,carol_help_alice,0.2000,0.5213,-13.8661,7.3143
55,6,carol_help_alice,0.2000,0.5213,-14.0584,7.5286
56,6,carol_reciprocate_alice,0.2000,0.6166,-14.2507,7.5286
57,6,carol_help_alice,0.6000,0.6166,-14.8430,7.3332
58,6,carol_help_alice,0.2000,0.6166,-15.0353,7.5377
59,6,carol_help_alice,0.6000,0.6166,-15.6277,7.3422
60,6,carol_decline_alice,0.1000,0.8332,-15.6277,7.6468
61,7,carol_help_alice,0.6000,0.8332,-16.2134,7.4513
62,7,carol_help_alice,0.2000,0.8332,-16.3991,7.6559
63,7,carol_reciprocate_alice,0.5000,0.6563,-16.8848,7.6559
64,7,carol_help_alice,0.2000,0.6563,-17.0705,7.8646
65,7,carol_reciprocate_alice,0.5000,0.4748,-17.5562,7.8646
66,7,carol_help_alice,0.2000,0.4748,-17.7419,8.0771
67,7,carol_reciprocate_alice,0.5000,0.2891,-18.2277,8.0771
68,7,carol_decline_alice,0.1000,0.5034,-18.2277,8.3931
69,7,carol_reciprocate_alice,0.5000,0.3177,-18.7077,8.3931
70,7,carol_decline_alice,0.1000,0.5320,-18.7077,8.7123
71,8,carol_help_alice,0.6000,0.5320,-19.2827,8.5315
72,8,carol_reciprocate_alice,0.5000,0.3561,-19.7577,8.5315
73,8,carol_decline_alice,0.1000,0.5802,-19.7577,8.8538
74,8,carol_reciprocate_alice,0.5000,0.4044,-20.2282,8.8538
75,8,carol_decline_alice,0.1000,0.6285,-20.2282,9.1788
76,8,carol_decline_alice,-0.3000,1.2527,-20.2282,9.9038
77,8,carol_reciprocate_alice,0.5000,1.0768,-20.7125,9.9038
78,8,carol_decline_alice,0.1000,1.3009,-20.7125,10.2313
79,8,carol_reciprocate_alice,0.5000,1.1251,-21.1925,10.2313
80,8,carol_decline_alice,0.1000,1.3492,-21.1925,10.5613
81,9,carol_decline_alice,0.1000,1.5734,-21.1925,10.8913
82,9,carol_reciprocate_alice,0.5000,1.3975,-21.6652,10.8913
83,9,carol_help_alice,0.2000,1.3975,-21.8379,11.1236
84,9,carol_reciprocate_alice,0.5000,1.2175,-22.3106,11.1236
85,9,carol_help_alice,0.2000,1.2175,-22.4834,11.3580
86,9,carol_help_alice,0.2000,1.2175,-22.6561,11.5924
87,9,carol_decline_alice,0.1000,1.4300,-22.6561,11.9267
88,9,carol_help_alice,0.6000,1.4300,-23.2257,11.7611
89,9,carol_decline_alice,0.1000,1.6512,-23.2257,12.0955
90,9,carol_reciprocate_alice,0.5000,1.4724,-23.6923,12.0955
91,10,carol_reciprocate_alice,0.5000,1.2936,-24.1590,12.0955
92,10,carol_reciprocate_alice,0.5000,1.1148,-24.6257,12.0955
93,10,carol_reciprocate_alice,0.5000,0.9360,-25.0923,12.0955
94,10,carol_reciprocate_alice,0.2000,1.0573,-25.2590,12.0955
95,10,carol_decline_alice,0.1000,1.2785,-25.2590,12.4306
96,10,carol_reciprocate_alice,0.5000,1.0997,-25.7230,12.4306
97,10,carol_decline_alice,0.1000,1.3209,-25.7230,12.7675
98,10,carol_help_alice,0.6000,1.3209,-26.2845,12.6043
99,10,carol_reciprocate_alice,0.2000,1.4503,-26.4461,12.6043
100,10,carol_reciprocate_alice,0.5000,1.2797,-26.9076,12.6043
101,11,carol_help_alice,0.2000,1.2797,-27.0691,12.8368
102,11,carol_help_alice,0.2000,1.2797,-27.2307,13.0693
103,11,carol_decline_alice,0.1000,1.5019,-27.2307,13.4018
104,11,carol_help_alice,0.6000,1.5019,-27.7899,13.2343
105,11,carol_help_alice,0.2000,1.5019,-27.9492,13.4668
106,11,carol_reciprocate_alice,0.5000,1.3283,-28.4085,13.4668
107,11,carol_decline_alice,0.1000,1.5546,-28.4085,13.8009
108,11,carol_decline_alice,0.1000,1.7809,-28.4085,14.1351
109,11,carol_help_alice,0.2000,1.7809,-28.5636,14.3692
110,11,carol_reciprocate_alice,0.2000,1.9040,-28.7188,14.3692
111,12,carol_reciprocate_alice,0.5000,1.7270,-29.1740,14.3692
112,12,carol_decline_alice,-0.3000,2.3501,-29.1740,15.0995
113,12,carol_decline_alice,0.1000,2.5732,-29.1740,15.4297
114,12,carol_help_alice,0.6000,2.5732,-29.7385,15.2599
115,12,carol_help_alice,0.2000,2.5732,-29.9030,15.4902
116,12,carol_help_alice,0.2000,2.5732,-30.0675,15.7204
117,12,carol_decline_alice,0.1000,2.7970,-30.0675,16.0506
118,12,carol_decline_alice,-0.3000,3.4208,-30.0675,16.7809
119,12,carol_reciprocate_alice,0.2000,3.5446,-30.2403,16.7809
120,12,carol_reciprocate_alice,0.2000,3.6684,-30.4130,16.7809
121,13,carol_reciprocate_alice,0.5000,3.4922,-30.8857,16.7809
122,13,carol_reciprocate_alice,0.5000,3.3161,-31.3584,16.7809
123,13,carol_decline_alice,0.1000,3.5399,-31.3584,17.1043
124,13,carol_help_alice,0.6000,3.5399,-31.9290,16.9277
125,13,carol_decline_alice,-0.3000,4.1701,-31.9290,17.6511
126,13,carol_decline_alice,-0.3000,4.8003,-31.9290,18.3745
127,13,carol_reciprocate_alice,0.2000,4.9306,-32.1179,18.3745
128,13,carol_reciprocate_alice,0.5000,4.7608,-32.6068,18.3745
129,13,carol_help_alice,0.2000,4.7608,-32.7957,18.5949
130,13,carol_help_alice,0.2000,4.7608,-32.9846,18.8153
131,14,carol_help_alice,0.2000,4.7608,-33.1735,19.0357
132,14,carol_help_alice,0.6000,4.7608,-33.7624,18.8561
133,14,carol_decline_alice,-0.3000,5.3885,-33.7624,19.5765
134,14,carol_help_alice,0.2000,5.3885,-33.9597,19.7969
135,14,carol_decline_alice,0.1000,5.6135,-33.9597,20.1173
136,14,carol_help_alice,0.6000,5.6135,-34.5544,19.9377
137,14,carol_help_alice,0.2000,5.6135,-34.7491,20.1582
138,14,carol_reciprocate_alice,0.5000,5.4415,-35.2439,20.1582
139,14,carol_reciprocate_alice,0.5000,5.2695,-35.7386,20.1582
140,14,carol_help_alice,0.2000,5.2695,-35.9333,20.3817
141,15,carol_help_alice,0.2000,5.2695,-36.1281,20.6052
142,15,carol_help_alice,0.6000,5.2695,-36.7228,20.4287
143,15,carol_reciprocate_alice,0.5000,5.0978,-37.2175,20.4287
144,15,carol_decline_alice,0.1000,5.3261,-37.2175,20.7537
145,15,carol_reciprocate_alice,0.5000,5.1544,-37.7099,20.7537
146,15,carol_reciprocate_alice,0.5000,4.9827,-38.2022,20.7537
147,15,carol_decline_alice,-0.3000,5.6110,-38.2022,21.4815
148,15,carol_decline_alice,0.1000,5.8393,-38.2022,21.8093
149,15,carol_help_alice,0.2000,5.8393,-38.3997,22.0371
150,15,carol_reciprocate_alice,0.5000,5.6652,-38.8973,22.0371
151,16,carol_decline_alice,0.1000,5.8911,-38.8973,22.3662
152,16,carol_decline_alice,0.1000,6.1170,-38.8973,22.6953
153,16,carol_reciprocate_alice,0.5000,5.9430,-39.3903,22.6953
154,16,carol_help_alice,0.2000,5.9430,-39.5833,22.9256
155,16,carol_decline_alice,0.1000,6.1666,-39.5833,23.2560
156,16,carol_help_alice,0.2000,6.1666,-39.7742,23.4863
157,16,carol_help_alice,0.2000,6.1666,-39.9651,23.7167
158,16,carol_help_alice,0.2000,6.1666,-40.1561,23.9470
159,16,carol_reciprocate_alice,0.5000,5.9838,-40.6470,23.9470
160,16,carol_help_alice,0.2000,5.9838,-40.8379,24.1786
161,17,carol_decline_alice,-0.3000,6.5991,-40.8379,24.9102
162,17,carol_help_alice,0.2000,6.5991,-41.0357,25.1418
163,17,carol_decline_alice,0.1000,6.8124,-41.0357,25.4734
164,17,carol_help_alice,0.6000,6.8124,-41.6313,25.3049
165,17,carol_reciprocate_alice,0.2000,6.9305,-41.8270,25.3049
166,17,carol_help_alice,0.6000,6.9305,-42.4226,25.1325
167,17,carol_reciprocate_alice,0.5000,6.7530,-42.9183,25.1325
168,17,carol_decline_alice,-0.3000,7.3756,-42.9183,25.8613
169,17,carol_reciprocate_alice,0.5000,7.1982,-43.4204,25.8613
170,17,carol_help_alice,0.6000,7.1982,-44.0225,25.6913
171,18,carol_reciprocate_alice,0.5000,7.0252,-44.5246,25.6913
172,18,carol_help_alice,0.2000,7.0252,-44.7268,25.9225
173,18,carol_help_alice,0.6000,7.0252,-45.3289,25.7536
174,18,carol_help_alice,0.2000,7.0252,-45.5310,25.9848
175,18,carol_help_alice,0.6000,7.0252,-46.1332,25.8159
176,18,carol_help_alice,0.6000,7.0252,-46.7353,25.6471
177,18,carol_help_alice,0.6000,7.0252,-47.3374,25.4782
178,18,carol_decline_alice,0.1000,7.2643,-47.3374,25.8094
179,18,carol_decline_alice,0.1000,7.5035,-47.3374,26.1405
180,18,carol_decline_alice,-0.3000,8.1426,-47.3374,26.8717
181,19,carol_help_alice,0.6000,8.1426,-47.9414,26.7028
182,19,carol_help_alice,0.6000,8.1426,-48.5454,26.5340
183,19,carol_help_alice,0.2000,8.1426,-48.7494,26.7651
184,19,carol_help_alice,0.2000,8.1426,-48.9534,26.9963
185,19,carol_reciprocate_alice,0.2000,8.2851,-49.1574,26.9963
186,19,carol_decline_alice,-0.3000,8.9275,-49.1574,27.7237
187,19,carol_decline_alice,-0.3000,9.5700,-49.1574,28.4511
188,19,carol_help_alice,0.2000,9.5700,-49.3728,28.6785
189,19,carol_help_alice,0.2000,9.5700,-49.5882,28.9059
190,19,carol_reciprocate_alice,0.2000,9.7087,-49.8036,28.9059
191,20,carol_reciprocate_alice,0.5000,9.5473,-50.3190,28.9059
192,20,carol_decline_alice,0.1000,9.7860,-50.3190,29.2309
193,20,carol_reciprocate_alice,0.5000,9.6247,-50.8322,29.2309
194,20,carol_decline_alice,0.1000,9.8633,-50.8322,29.5571
195,20,carol_help_alice,0.6000,9.8633,-51.4433,29.3832
196,20,carol_reciprocate_alice,0.5000,9.7054,-51.9544,29.3832
197,20,carol_reciprocate_alice,0.2000,9.8475,-52.1655,29.3832
198,20,carol_reciprocate_alice,0.5000,9.6896,-52.6766,29.3832
199,20,carol_reciprocate_alice,0.2000,9.8317,-52.8877,29.3832
200,20,carol_reciprocate_alice,0.2000,9.9738,-53.0988,29.3832
201,21,carol_decline_alice,-0.3000,10.6159,-53.0988,30.1018
202,21,carol_help_alice,0.6000,10.6159,-53.7152,29.9204
203,21,carol_help_alice,0.2000,10.6159,-53.9316,30.1390
204,21,carol_help_alice,0.6000,10.6159,-54.5479,29.9575
205,21,carol_decline_alice,0.1000,10.8628,-54.5479,30.2761
206,21,carol_decline_alice,0.1000,11.1096,-54.5479,30.5947
207,21,carol_reciprocate_alice,0.5000,10.9565,-55.0602,30.5947
208,21,carol_help_alice,0.6000,10.9565,-55.6725,30.4144
209,21,carol_reciprocate_alice,0.5000,10.8065,-56.1848,30.4144
210,21,carol_decline_alice,0.1000,11.0565,-56.1848,30.7352
211,22,carol_help_alice,0.2000,11.0565,-56.3951,30.9561
212,22,carol_help_alice,0.6000,11.0565,-57.0054,30.7769
213,22,carol_help_alice,0.2000,11.0565,-57.2158,30.9977
214,22,carol_help_alice,0.2000,11.0565,-57.4261,31.2186
215,22,carol_decline_alice,0.1000,11.3041,-57.4261,31.5394
216,22,carol_decline_alice,0.1000,11.5517,-57.4261,31.8602
217,22,carol_reciprocate_alice,0.5000,11.3993,-57.9328,31.8602
218,22,carol_help_alice,0.2000,11.3993,-58.1395,32.0821
219,22,carol_decline_alice,0.1000,11.6452,-58.1395,32.4041
220,22,carol_reciprocate_alice,0.5000,11.4911,-58.6444,32.4041
221,23,carol_help_alice,0.2000,11.4911,-58.8493,32.6270
222,23,carol_decline_alice,0.1000,11.7353,-58.8493,32.9500
223,23,carol_help_alice,0.6000,11.7353,-59.4525,32.7730
224,23,carol_decline_alice,0.1000,11.9824,-59.4525,33.0959
225,23,carol_decline_alice,-0.3000,12.6295,-59.4525,33.8189
226,23,carol_help_alice,0.2000,12.6295,-59.6588,34.0419
227,23,carol_decline_alice,0.1000,12.8750,-59.6588,34.3649
228,23,carol_decline_alice,0.1000,13.1204,-59.6588,34.6878
229,23,carol_reciprocate_alice,0.5000,12.9659,-60.1618,34.6878
230,23,carol_decline_alice,0.1000,13.2113,-60.1618,35.0118
231,24,carol_decline_alice,0.1000,13.4568,-60.1618,35.3358
232,24,carol_help_alice,0.6000,13.4568,-60.7618,35.1598
233,24,carol_decline_alice,0.1000,13.7051,-60.7618,35.4838
234,24,carol_decline_alice,0.1000,13.9534,-60.7618,35.8078
235,24,carol_reciprocate_alice,0.5000,13.8017,-61.2590,35.8078
236,24,carol_help_alice,0.2000,13.8017,-61.4561,36.0328
237,24,carol_decline_alice,0.1000,14.0484,-61.4561,36.3578
238,24,carol_help_alice,0.2000,14.0484,-61.6519,36.5828
239,24,carol_decline_alice,0.1000,14.2935,-61.6519,36.9078
240,24,carol_help_alice,0.2000,14.2935,-61.8463,37.1328
241,25,carol_help_alice,0.2000,14.2935,-62.0408,37.3578
242,25,carol_reciprocate_alice,0.5000,14.1354,-62.5352,37.3578
243,25,carol_reciprocate_alice,0.2000,14.2773,-62.7297,37.3578
244,25,carol_reciprocate_alice,0.2000,14.4193,-62.9241,37.3578
245,25,carol_reciprocate_alice,0.2000,14.5612,-63.1185,37.3578
246,25,carol_decline_alice,-0.3000,15.2031,-63.1185,38.0753
247,25,carol_decline_alice,0.1000,15.4451,-63.1185,38.3928
248,25,carol_decline_alice,-0.3000,16.0870,-63.1185,39.1103
249,25,carol_help_alice,0.2000,16.0870,-63.3199,39.3278
250,25,carol_reciprocate_alice,0.5000,15.9274,-63.8212,39.3278
251,26,carol_decline_alice,0.1000,16.1679,-63.8212,39.6464
252,26,carol_help_alice,0.6000,16.1679,-64.4212,39.4649
253,26,carol_decline_alice,-0.3000,16.8110,-64.4212,40.1834
254,26,carol_decline_alice,0.1000,17.0542,-64.4212,40.5019
255,26,carol_help_alice,0.2000,17.0542,-64.6238,40.7204
256,26,carol_reciprocate_alice,0.5000,16.8958,-65.1263,40.7204
257,26,carol_reciprocate_alice,0.5000,16.7375,-65.6289,40.7204
258,26,carol_decline_alice,0.1000,16.9792,-65.6289,41.0409
259,26,carol_reciprocate_alice,0.2000,17.1208,-65.8302,41.0409
260,26,carol_reciprocate_alice,0.5000,16.9625,-66.3314,41.0409
261,27,carol_decline_alice,0.1000,17.2042,-66.3314,41.3597
262,27,carol_decline_alice,0.1000,17.4458,-66.3314,41.6786
263,27,carol_decline_alice,0.1000,17.6875,-66.3314,41.9974
264,27,carol_reciprocate_alice,0.5000,17.5292,-66.8290,41.9974
265,27,carol_decline_alice,-0.3000,18.1708,-66.8290,42.7172
266,27,carol_help_alice,0.6000,18.1708,-67.4302,42.5369
267,27,carol_reciprocate_alice,0.2000,18.3152,-67.6314,42.5369
268,27,carol_help_alice,0.2000,18.3152,-67.8326,42.7542
269,27,carol_help_alice,0.6000,18.3152,-68.4338,42.5714
270,27,carol_reciprocate_alice,0.5000,18.1606,-68.9350,42.5714
271,28,carol_decline_alice,-0.3000,18.8061,-68.9350,43.2896
272,28,carol_decline_alice,0.1000,19.0515,-68.9350,43.6078
273,28,carol_help_alice,0.2000,19.0515,-69.1385,43.8259
274,28,carol_help_alice,0.2000,19.0515,-69.3421,44.0441
275,28,carol_help_alice,0.2000,19.0515,-69.5456,44.2623
276,28,carol_decline_alice,0.1000,19.2927,-69.5456,44.5805
277,28,carol_reciprocate_alice,0.2000,19.4339,-69.7479,44.5805
278,28,carol_help_alice,0.2000,19.4339,-69.9503,44.7962
279,28,carol_help_alice,0.2000,19.4339,-70.1526,45.0120
280,28,carol_reciprocate_alice,0.5000,19.2723,-70.6549,45.0120
281,29,carol_help_alice,0.6000,19.2723,-71.2572,44.8286
282,29,carol_decline_alice,0.1000,19.5133,-71.2572,45.1453
283,29,carol_decline_alice,-0.3000,20.1542,-71.2572,45.8620
284,29,carol_reciprocate_alice,0.5000,19.9952,-71.7618,45.8620
285,29,carol_decline_alice,0.1000,20.2362,-71.7618,46.1795
286,29,carol_help_alice,0.6000,20.2362,-72.3651,45.9971
287,29,carol_reciprocate_alice,0.5000,20.0795,-72.8685,45.9971
288,29,carol_help_alice,0.6000,20.0795,-73.4719,45.8156
289,29,carol_help_alice,0.6000,20.0795,-74.0753,45.6341
290,29,carol_decline_alice,0.1000,20.3277,-74.0753,45.9526
291,30,carol_decline_alice,-0.3000,20.9758,-74.0753,46.6710
292,30,carol_reciprocate_alice,0.2000,21.1240,-74.2808,46.6710
293,30,carol_help_alice,0.6000,21.1240,-74.8862,46.4872
294,30,carol_reciprocate_alice,0.5000,20.9745,-75.3917,46.4872
295,30,carol_decline_alice,0.1000,21.2249,-75.3917,46.8042
296,30,carol_help_alice,0.6000,21.2249,-75.9961,46.6212
297,30,carol_reciprocate_alice,0.5000,21.0776,-76.5004,46.6212
298,30,carol_reciprocate_alice,0.5000,20.9304,-77.0048,46.6212
299,30,carol_reciprocate_alice,0.2000,21.0831,-77.2091,46.6212
300,30,carol_reciprocate_alice,0.2000,21.2358,-77.4135,46.6212
301,31,carol_decline_alice,0.1000,21.4885,-77.4135,46.9355
302,31,carol_decline_alice,0.1000,21.7413,-77.4135,47.2498
303,31,carol_help_alice,0.2000,21.7413,-77.6156,47.4641
304,31,carol_reciprocate_alice,0.5000,21.5926,-78.1177,47.4641
305,31,carol_help_alice,0.2000,21.5926,-78.3199,47.6792
306,31,carol_decline_alice,0.1000,21.8426,-78.3199,47.9944
307,31,carol_help_alice,0.2000,21.8426,-78.5209,48.2095
308,31,carol_decline_alice,0.1000,22.0913,-78.5209,48.5247
309,31,carol_reciprocate_alice,0.2000,22.2400,-78.7209,48.5247
310,31,carol_reciprocate_alice,0.5000,22.0886,-79.2209,48.5247
311,32,carol_decline_alice,0.1000,22.3373,-79.2209,48.8385
312,32,carol_help_alice,0.6000,22.3373,-79.8199,48.6524
313,32,carol_help_alice,0.2000,22.3373,-80.0189,48.8663
314,32,carol_reciprocate_alice,0.5000,22.1869,-80.5178,48.8663
315,32,carol_decline_alice,0.1000,22.4364,-80.5178,49.1810
316,32,carol_decline_alice,0.1000,22.6860,-80.5178,49.4957
317,32,carol_reciprocate_alice,0.5000,22.5356,-81.0148,49.4957
318,32,carol_help_alice,0.2000,22.5356,-81.2118,49.7112
319,32,carol_help_alice,0.6000,22.5356,-81.8087,49.5267
320,32,carol_reciprocate_alice,0.5000,22.3860,-82.3057,49.5267
321,33,carol_reciprocate_alice,0.2000,22.5364,-82.5027,49.5267
322,33,carol_help_alice,0.2000,22.5364,-82.6996,49.7410
323,33,carol_decline_alice,-0.3000,23.1856,-82.6996,50.4553
324,33,carol_decline_alice,0.1000,23.4347,-82.6996,50.7696
325,33,carol_reciprocate_alice,0.2000,23.5839,-82.8987,50.7696
326,33,carol_reciprocate_alice,0.5000,23.4330,-83.3977,50.7696
327,33,carol_decline_alice,0.1000,23.6822,-83.3977,51.0827
328,33,carol_decline_alice,0.1000,23.9313,-83.3977,51.3958
329,33,carol_help_alice,0.2000,23.9313,-83.5948,51.6088
330,33,carol_reciprocate_alice,0.5000,23.7792,-84.0918,51.6088
331,34,carol_help_alice,0.2000,23.7792,-84.2889,51.8227
332,34,carol_decline_alice,-0.3000,24.4259,-84.2889,52.5366
333,34,carol_decline_alice,-0.3000,25.0726,-84.2889,53.2505
334,34,carol_help_alice,0.6000,25.0726,-84.8918,53.0644
335,34,carol_reciprocate_alice,0.5000,24.9213,-85.3946,53.0644
336,34,carol_decline_alice,-0.3000,25.5701,-85.3946,53.7791
337,34,carol_reciprocate_alice,0.5000,25.4189,-85.9003,53.7791
338,34,carol_reciprocate_alice,0.5000,25.2676,-86.4060,53.7791
339,34,carol_reciprocate_alice,0.5000,25.1164,-86.9116,53.7791
340,34,carol_help_alice,0.6000,25.1164,-87.5173,53.5960
341,35,carol_help_alice,0.2000,25.1164,-87.7229,53.8130
342,35,carol_help_alice,0.2000,25.1164,-87.9286,54.0300
343,35,carol_reciprocate_alice,0.5000,24.9648,-88.4343,54.0300
344,35,carol_reciprocate_alice,0.2000,25.1132,-88.6399,54.0300
345,35,carol_decline_alice,0.1000,25.3615,-88.6399,54.3458
346,35,carol_help_alice,0.6000,25.3615,-89.2446,54.1615
347,35,carol_reciprocate_alice,0.2000,25.5119,-89.4493,54.1615
348,35,carol_reciprocate_alice,0.5000,25.3623,-89.9539,54.1615
349,35,carol_help_alice,0.2000,25.3623,-90.1586,54.3762
350,35,carol_reciprocate_alice,0.2000,25.5115,-90.3633,54.3762
351,36,carol_help_alice,0.2000,25.5115,-90.5680,54.5890
352,36,carol_help_alice,0.2000,25.5115,-90.7726,54.8018
353,36,carol_reciprocate_alice,0.5000,25.3584,-91.2773,54.8018
354,36,carol_help_alice,0.2000,25.3584,-91.4820,55.0154
355,36,carol_decline_alice,0.1000,25.6042,-91.4820,55.3290
356,36,carol_help_alice,0.2000,25.6042,-91.6857,55.5425
357,36,carol_reciprocate_alice,0.2000,25.7488,-91.8894,55.5425
358,36,carol_help_alice,0.6000,25.7488,-92.4931,55.3543
359,36,carol_decline_alice,0.1000,25.9953,-92.4931,55.6660
360,36,carol_decline_alice,0.1000,26.2419,-92.4931,55.9778
361,37,carol_reciprocate_alice,0.5000,26.0885,-92.9949,55.9778
362,37,carol_help_alice,0.6000,26.0885,-93.5967,55.7903
363,37,carol_reciprocate_alice,0.5000,25.9370,-94.0985,55.7903
364,37,carol_decline_alice,0.1000,26.1854,-94.0985,56.1035
365,37,carol_decline_alice,0.1000,26.4339,-94.0985,56.4168
366,37,carol_help_alice,0.6000,26.4339,-94.6985,56.2300
367,37,carol_decline_alice,0.1000,26.6843,-94.6985,56.5432
368,37,carol_decline_alice,0.1000,26.9347,-94.6985,56.8564
369,37,carol_help_alice,0.6000,26.9347,-95.2968,56.6697
370,37,carol_help_alice,0.6000,26.9347,-95.8950,56.4829
371,38,carol_help_alice,0.2000,26.9347,-96.0933,56.6961
372,38,carol_reciprocate_alice,0.5000,26.7876,-96.5915,56.6961
373,38,carol_help_alice,0.2000,26.7876,-96.7898,56.9100
374,38,carol_reciprocate_alice,0.5000,26.6394,-97.2880,56.9100
375,38,carol_decline_alice,0.1000,26.8913,-97.2880,57.2247
376,38,carol_reciprocate_alice,0.2000,27.0431,-97.4854,57.2247
377,38,carol_reciprocate_alice,0.5000,26.8949,-97.9828,57.2247
378,38,carol_reciprocate_alice,0.2000,27.0467,-98.1802,57.2247
379,38,carol_help_alice,0.2000,27.0467,-98.3776,57.4366
380,38,carol_help_alice,0.2000,27.0467,-98.5750,57.6485
381,39,carol_help_alice,0.6000,27.0467,-99.1724,57.4604
382,39,carol_reciprocate_alice,0.5000,26.8982,-99.6698,57.4604
383,39,carol_reciprocate_alice,0.5000,26.7496,-100.1671,57.4604
384,39,carol_help_alice,0.2000,26.7496,-100.3645,57.6737
385,39,carol_reciprocate_alice,0.5000,26.6000,-100.8619,57.6737
386,39,carol_decline_alice,0.1000,26.8503,-100.8619,57.9876
387,39,carol_reciprocate_alice,0.2000,27.0007,-101.0585,57.9876
388,39,carol_help_alice,0.2000,27.0007,-101.2550,58.1999
389,39,carol_reciprocate_alice,0.5000,26.8500,-101.7516,58.1999
390,39,carol_help_alice,0.2000,26.8500,-101.9481,58.4129
391,40,carol_reciprocate_alice,0.5000,26.6982,-102.4447,58.4129
392,40,carol_reciprocate_alice,0.5000,26.5465,-102.9412,58.4129
393,40,carol_help_alice,0.6000,26.5465,-103.5378,58.2272
394,40,carol_help_alice,0.6000,26.5465,-104.1343,58.0415
395,40,carol_help_alice,0.2000,26.5465,-104.3309,58.2558
396,40,carol_help_alice,0.6000,26.5465,-104.9274,58.0700
397,40,carol_reciprocate_alice,0.5000,26.3988,-105.4240,58.0700
398,40,carol_decline_alice,-0.3000,27.0512,-105.4240,58.7850
399,40,carol_decline_alice,0.1000,27.3036,-105.4240,59.0999
