iteration,episode,action,reward,carol_help_alice_regret,carol_decline_alice_regret,carol_reciprocate_alice_regret
1,1,carol_decline_alice,-0.3000,0.3000,0.0000,0.3000
2,1,carol_help_alice,0.2000,0.3000,-0.5000,0.1000
3,1,carol_help_alice,0.2000,0.3000,-1.0000,-0.1000
4,1,carol_decline_alice,0.1000,0.4000,-1.0000,-0.2000
5,1,carol_reciprocate_alice,0.5000,0.1000,-1.6000,-0.2000
6,1,carol_decline_alice,-0.3000,0.6000,-1.6000,0.6000
7,1,carol_decline_alice,0.1000,0.7000,-1.6000,1.0000
8,1,carol_decline_alice,0.1000,0.8000,-1.6000,1.4000
9,1,carol_reciprocate_alice,0.5000,0.5000,-2.1600,1.4000
10,1,carol_reciprocate_alice,0.2000,0.5000,-2.4200,1.4000
11,2,carol_decline_alice,0.1000,0.6000,-2.4200,1.7000
12,2,carol_reciprocate_alice,0.2000,0.6000,-2.6533,1.7000
13,2,carol_help_alice,0.2000,0.6000,-2.8867,1.8500
14,2,carol_reciprocate_alice,0.2000,0.6000,-3.1200,1.8500
15,2,carol_help_alice,0.2000,0.6000,-3.3533,1.9700
16,2,carol_help_alice,0.2000,0.6000,-3.5867,2.0900
17,2,carol_help_alice,0.2000,0.6000,-3.8200,2.2100
18,2,carol_reciprocate_alice,0.5000,0.3000,-4.3533,2.2100
19,2,carol_help_alice,0.2000,0.3000,-4.5867,2.3600
20,2,carol_reciprocate_alice,0.5000,-0.0000,-5.1200,2.3600
21,3,carol_decline_alice,0.1000,0.1000,-5.1200,2.6314
22,3,carol_reciprocate_alice,0.2000,0.1000,-5.3343,2.6314
23,3,carol_decline_alice,0.1000,0.2000,-5.3343,2.8814
24,3,carol_help_alice,0.2000,0.2000,-5.5343,3.0314
25,3,carol_decline_alice,-0.3000,0.7000,-5.5343,3.6814
26,3,carol_decline_alice,0.1000,0.8000,-5.5343,3.9314
27,3,carol_help_alice,0.2000,0.8000,-5.7543,4.0814
28,3,carol_reciprocate_alice,0.5000,0.5000,-6.2743,4.0814
29,3,carol_decline_alice,0.1000,0.6000,-6.2743,4.3481
30,3,carol_help_alice,0.2000,0.6000,-6.4834,4.5148
31,4,carol_decline_alice,0.1000,0.7000,-6.4834,4.7814
32,4,carol_help_alice,0.6000,0.7000,-7.0834,4.5481
33,4,carol_reciprocate_alice,0.5000,0.4364,-7.5834,4.5481
34,4,carol_decline_alice,-0.3000,0.9727,-7.5834,5.2281
35,4,carol_reciprocate_alice,0.2000,1.0091,-7.8065,5.2281
36,4,carol_reciprocate_alice,0.2000,1.0455,-8.0295,5.2281
37,4,carol_decline_alice,0.1000,1.1818,-8.0295,5.4781
38,4,carol_decline_alice,0.1000,1.3182,-8.0295,5.7281
39,4,carol_decline_alice,0.1000,1.4545,-8.0295,5.9781
40,4,carol_reciprocate_alice,0.5000,1.1909,-8.5295,5.9781
41,5,carol_decline_alice,0.1000,1.3273,-8.5295,6.2396
42,5,carol_help_alice,0.6000,1.3273,-9.1236,6.0012
43,5,carol_decline_alice,0.1000,1.4939,-9.1236,6.2627
44,5,carol_decline_alice,-0.3000,2.0606,-9.1236,6.9242
45,5,carol_help_alice,0.2000,2.0606,-9.3289,7.0858
46,5,carol_decline_alice,0.1000,2.2221,-9.3289,7.3473
47,5,carol_decline_alice,-0.3000,2.7837,-9.3289,8.0089
48,5,carol_reciprocate_alice,0.5000,2.5452,-9.8432,8.0089
49,5,carol_help_alice,0.2000,2.5452,-10.0575,8.1803
50,5,carol_reciprocate_alice,0.2000,2.6024,-10.2718,8.1803
51,6,carol_reciprocate_alice,0.5000,2.3595,-10.7861,8.1803
52,6,carol_decline_alice,0.1000,2.5167,-10.7861,8.4490
53,6,carol_decline_alice,-0.3000,3.0738,-10.7861,9.1178
54,6,carol_help_alice,0.2000,3.0738,-11.0078,9.2865
55,6,carol_reciprocate_alice,0.5000,2.8271,-11.5295,9.2865
56,6,carol_help_alice,0.2000,2.8271,-11.7513,9.4630
57,6,carol_reciprocate_alice,0.2000,2.8771,-11.9730,9.4630
58,6,carol_help_alice,0.2000,2.8771,-12.1947,9.6297
59,6,carol_reciprocate_alice,0.5000,2.6242,-12.7165,9.6297
60,6,carol_reciprocate_alice,0.2000,2.6712,-12.9382,9.6297
61,7,carol_reciprocate_alice,0.5000,2.4183,-13.4600,9.6297
62,7,carol_help_alice,0.2000,2.4183,-13.6817,9.8011
63,7,carol_decline_alice,-0.3000,2.9627,-13.6817,10.4725
64,7,carol_decline_alice,0.1000,3.1072,-13.6817,10.7440
65,7,carol_decline_alice,0.1000,3.2516,-13.6817,11.0154
66,7,carol_reciprocate_alice,0.5000,2.9961,-14.2048,11.0154
67,7,carol_decline_alice,0.1000,3.1405,-14.2048,11.2927
68,7,carol_reciprocate_alice,0.5000,2.8850,-14.7233,11.2927
69,7,carol_decline_alice,-0.3000,3.4294,-14.7233,11.9753
70,7,carol_reciprocate_alice,0.5000,3.1739,-15.2519,11.9753
71,8,carol_reciprocate_alice,0.2000,3.2183,-15.4804,11.9753
72,8,carol_help_alice,0.6000,3.2183,-16.1090,11.7553
73,8,carol_reciprocate_alice,0.5000,2.9815,-16.6376,11.7553
74,8,carol_reciprocate_alice,0.2000,3.0446,-16.8662,11.7553
75,8,carol_reciprocate_alice,0.5000,2.8078,-17.3947,11.7553
76,8,carol_reciprocate_alice,0.5000,2.5709,-17.9233,11.7553
77,8,carol_reciprocate_alice,0.2000,2.6341,-18.1519,11.7553
78,8,carol_decline_alice,0.1000,2.7973,-18.1519,12.0353
79,8,carol_decline_alice,0.1000,2.9604,-18.1519,12.3153
80,8,carol_help_alice,0.2000,2.9604,-18.3719,12.4953
81,9,carol_reciprocate_alice,0.5000,2.7204,-18.8919,12.4953
82,9,carol_help_alice,0.2000,2.7204,-19.1119,12.6791
83,9,carol_reciprocate_alice,0.5000,2.4776,-19.6319,12.6791
84,9,carol_help_alice,0.6000,2.4776,-20.2519,12.4666
85,9,carol_reciprocate_alice,0.5000,2.2503,-20.7719,12.4666
