iteration,episode,action,reward,carol_help_alice_regret,carol_decline_alice_regret,carol_reciprocate_alice_regret
1,1,carol_reciprocate_alice,0.5000,-0.5000,-0.5000,0.0000
2,1,carol_reciprocate_alice,0.2000,-0.7000,-0.7000,0.0000
3,1,carol_decline_alice,-0.3000,-0.4000,-0.7000,0.6500
4,1,carol_reciprocate_alice,0.2000,-0.6000,-1.2000,0.6500
5,1,carol_reciprocate_alice,0.5000,-1.1000,-2.0000,0.6500
6,1,carol_help_alice,0.2000,-1.1000,-2.5000,0.8000
7,1,carol_reciprocate_alice,0.5000,-1.4000,-3.3000,0.8000
8,1,carol_help_alice,0.6000,-1.4000,-4.2000,0.5800
9,1,carol_reciprocate_alice,0.5000,-1.5000,-5.0000,0.5800
10,1,carol_decline_alice,0.1000,-1.2000,-5.0000,0.8800
11,2,carol_help_alice,0.6000,-1.2000,-5.7000,0.6800
12,2,carol_decline_alice,0.1000,-0.8333,-5.7000,0.9800
13,2,carol_decline_alice,0.1000,-0.4667,-5.7000,1.2800
14,2,carol_decline_alice,0.1000,-0.1000,-5.7000,1.5800
15,2,carol_reciprocate_alice,0.5000,-0.1333,-6.1800,1.5800
16,2,carol_help_alice,0.2000,-0.1333,-6.3600,1.7943
17,2,carol_reciprocate_alice,0.2000,0.0667,-6.5400,1.7943
18,2,carol_decline_alice,0.1000,0.3667,-6.5400,2.0818
19,2,carol_decline_alice,0.1000,0.6667,-6.5400,2.3693
20,2,carol_decline_alice,0.1000,0.9667,-6.5400,2.6568
21,3,carol_reciprocate_alice,0.5000,0.8667,-6.9900,2.6568
22,3,carol_help_alice,0.2000,0.8667,-7.1400,2.8568
23,3,carol_reciprocate_alice,0.2000,1.0267,-7.2900,2.8568
24,3,carol_help_alice,0.2000,1.0267,-7.4400,3.0368
25,3,carol_decline_alice,0.1000,1.2600,-7.4400,3.3168
26,3,carol_decline_alice,0.1000,1.4933,-7.4400,3.5968
27,3,carol_reciprocate_alice,0.5000,1.3267,-7.8800,3.5968
28,3,carol_help_alice,0.2000,1.3267,-8.0200,3.7877
29,3,carol_decline_alice,-0.3000,1.9410,-8.0200,4.4786
30,3,carol_decline_alice,0.1000,2.1552,-8.0200,4.7695
31,4,carol_reciprocate_alice,0.5000,1.9695,-8.4867,4.7695
32,4,carol_help_alice,0.2000,1.9695,-8.6533,4.9695
33,4,carol_help_alice,0.2000,1.9695,-8.8200,5.1695
34,4,carol_help_alice,0.2000,1.9695,-8.9867,5.3695
35,4,carol_decline_alice,0.1000,2.1495,-8.9867,5.6695
36,4,carol_decline_alice,0.1000,2.3295,-8.9867,5.9695
37,4,carol_reciprocate_alice,0.5000,2.1095,-9.4438,5.9695
38,4,carol_reciprocate_alice,0.2000,2.1895,-9.6010,5.9695
39,4,carol_decline_alice,0.1000,2.3695,-9.6010,6.2624
40,4,carol_help_alice,0.6000,2.3695,-10.1543,6.0552
41,5,carol_reciprocate_alice,0.2000,2.4786,-10.3076,6.0552
42,5,carol_help_alice,0.6000,2.4786,-10.8610,5.8352
43,5,carol_help_alice,0.6000,2.4786,-11.4143,5.6152
44,5,carol_reciprocate_alice,0.5000,2.3325,-11.8676,5.6152
45,5,carol_reciprocate_alice,0.2000,2.4863,-12.0210,5.6152
46,5,carol_decline_alice,0.1000,2.7402,-12.0210,5.8917
47,5,carol_decline_alice,-0.3000,3.3940,-12.0210,6.5682
48,5,carol_decline_alice,0.1000,3.6478,-12.0210,6.8446
49,5,carol_reciprocate_alice,0.5000,3.5017,-12.4876,6.8446
50,5,carol_help_alice,0.6000,3.5017,-13.0543,6.6280
51,6,carol_decline_alice,0.1000,3.7731,-13.0543,6.9113
52,6,carol_reciprocate_alice,0.2000,3.9445,-13.2174,6.9113
53,6,carol_decline_alice,0.1000,4.2160,-13.2174,7.1850
54,6,carol_help_alice,0.6000,4.2160,-13.7774,6.9587
55,6,carol_decline_alice,-0.3000,4.9026,-13.7774,7.6324
56,6,carol_decline_alice,0.1000,5.1893,-13.7774,7.9060
57,6,carol_reciprocate_alice,0.5000,5.0760,-14.2502,7.9060
58,6,carol_help_alice,0.2000,5.0760,-14.4229,8.0860
59,6,carol_decline_alice,-0.3000,5.7510,-14.4229,8.7660
60,6,carol_decline_alice,0.1000,6.0260,-14.4229,9.0460
61,7,carol_help_alice,0.2000,6.0260,-14.6062,9.2260
62,7,carol_decline_alice,-0.3000,6.6907,-14.6062,9.9060
63,7,carol_reciprocate_alice,0.5000,6.5554,-15.1022,9.9060
64,7,carol_reciprocate_alice,0.5000,6.4201,-15.5982,9.9060
65,7,carol_reciprocate_alice,0.5000,6.2848,-16.0942,9.9060
66,7,carol_decline_alice,-0.3000,6.9495,-16.0942,10.6017
67,7,carol_help_alice,0.6000,6.9495,-16.7019,10.3973
68,7,carol_reciprocate_alice,0.5000,6.8273,-17.2096,10.3973
69,7,carol_help_alice,0.6000,6.8273,-17.8173,10.1973
70,7,carol_reciprocate_alice,0.5000,6.7168,-18.3250,10.1973
71,8,carol_decline_alice,0.1000,7.0062,-18.3250,10.5013
72,8,carol_help_alice,0.2000,7.0062,-18.5287,10.7053
73,8,carol_reciprocate_alice,0.2000,7.1862,-18.7324,10.7053
74,8,carol_help_alice,0.2000,7.1862,-18.9361,10.9015
75,8,carol_reciprocate_alice,0.5000,7.0577,-19.4398,10.9015
76,8,carol_decline_alice,0.1000,7.3291,-19.4398,11.2015
77,8,carol_reciprocate_alice,0.2000,7.5005,-19.6398,11.2015
78,8,carol_help_alice,0.2000,7.5005,-19.8398,11.3944
79,8,carol_help_alice,0.2000,7.5005,-20.0398,11.5872
80,8,carol_help_alice,0.2000,7.5005,-20.2398,11.7801
81,9,carol_decline_alice,0.1000,7.7505,-20.2398,12.0729
82,9,carol_decline_alice,0.1000,8.0005,-20.2398,12.3658
83,9,carol_decline_alice,-0.3000,8.6505,-20.2398,13.0586
84,9,carol_decline_alice,0.1000,8.9005,-20.2398,13.3515
85,9,carol_help_alice,0.6000,8.9005,-20.8398,13.1444
86,9,carol_decline_alice,-0.3000,9.5605,-20.8398,13.8372
87,9,carol_decline_alice,-0.3000,10.2205,-20.8398,14.5301
88,9,carol_reciprocate_alice,0.5000,10.0805,-21.3575,14.5301
89,9,carol_decline_alice,-0.3000,10.7405,-21.3575,15.2266
90,9,carol_decline_alice,0.1000,11.0005,-21.3575,15.5232
91,10,carol_help_alice,0.6000,11.0005,-21.9797,15.3197
92,10,carol_decline_alice,-0.3000,11.6697,-21.9797,16.0163
93,10,carol_reciprocate_alice,0.2000,11.8390,-22.2094,16.0163
94,10,carol_help_alice,0.2000,11.8390,-22.4391,16.2063
95,10,carol_reciprocate_alice,0.5000,11.7019,-22.9689,16.2063
96,10,carol_help_alice,0.2000,11.7019,-23.1986,16.3998
97,10,carol_decline_alice,-0.3000,12.3591,-23.1986,17.0934
98,10,carol_help_alice,0.2000,12.3591,-23.4354,17.2869
99,10,carol_decline_alice,0.1000,12.6108,-23.4354,17.5805
100,10,carol_decline_alice,0.1000,12.8625,-23.4354,17.8740
101,11,carol_help_alice,0.6000,12.8625,-24.0654,17.6676
102,11,carol_help_alice,0.2000,12.8625,-24.2954,17.8611
103,11,carol_reciprocate_alice,0.5000,12.7174,-24.8254,17.8611
104,11,carol_help_alice,0.6000,12.7174,-25.4554,17.6580
105,11,carol_reciprocate_alice,0.5000,12.5799,-25.9854,17.6580
106,11,carol_decline_alice,-0.3000,13.2424,-25.9854,18.3580
107,11,carol_help_alice,0.2000,13.2424,-26.2220,18.5580
108,11,carol_decline_alice,-0.3000,13.8999,-26.2220,19.2580
109,11,carol_help_alice,0.6000,13.8999,-26.8649,19.0580
110,11,carol_reciprocate_alice,0.5000,13.7647,-27.4077,19.0580
111,12,carol_reciprocate_alice,0.5000,13.6294,-27.9506,19.0580
112,12,carol_reciprocate_alice,0.5000,13.4941,-28.4935,19.0580
113,12,carol_help_alice,0.2000,13.4941,-28.7363,19.2663
114,12,carol_help_alice,0.2000,13.4941,-28.9792,19.4747
115,12,carol_reciprocate_alice,0.2000,13.6496,-29.2220,19.4747
116,12,carol_reciprocate_alice,0.2000,13.8052,-29.4649,19.4747
117,12,carol_reciprocate_alice,0.5000,13.6607,-30.0077,19.4747
118,12,carol_help_alice,0.2000,13.6607,-30.2506,19.6747
119,12,carol_reciprocate_alice,0.5000,13.5121,-30.7935,19.6747
120,12,carol_reciprocate_alice,0.2000,13.6634,-31.0363,19.6747
121,13,carol_help_alice,0.2000,13.6634,-31.2792,19.8722
122,13,carol_reciprocate_alice,0.5000,13.5108,-31.8220,19.8722
123,13,carol_help_alice,0.2000,13.5108,-32.0649,20.0722
124,13,carol_help_alice,0.2000,13.5108,-32.3077,20.2722
125,13,carol_decline_alice,-0.3000,14.1508,-32.3077,20.9722
126,13,carol_reciprocate_alice,0.2000,14.2908,-32.5566,20.9722
127,13,carol_reciprocate_alice,0.5000,14.1308,-33.1054,20.9722
128,13,carol_help_alice,0.6000,14.1308,-33.7543,20.7699
129,13,carol_reciprocate_alice,0.5000,13.9771,-34.3031,20.7699
130,13,carol_reciprocate_alice,0.2000,14.1235,-34.5519,20.7699
131,14,carol_reciprocate_alice,0.5000,13.9698,-35.1008,20.7699
132,14,carol_help_alice,0.6000,13.9698,-35.7496,20.5678
133,14,carol_decline_alice,0.1000,14.2222,-35.7496,20.8657
134,14,carol_reciprocate_alice,0.5000,14.0746,-36.2951,20.8657
135,14,carol_help_alice,0.2000,14.0746,-36.5405,21.0657
136,14,carol_help_alice,0.6000,14.0746,-37.1860,20.8657
137,14,carol_decline_alice,-0.3000,14.7291,-37.1860,21.5657
138,14,carol_reciprocate_alice,0.2000,14.8837,-37.4371,21.5657
139,14,carol_decline_alice,0.1000,15.1382,-37.4371,21.8616
140,14,carol_help_alice,0.2000,15.1382,-37.6849,22.0575
141,15,carol_help_alice,0.6000,15.1382,-38.3327,21.8534
142,15,carol_decline_alice,0.1000,15.3947,-38.3327,22.1494
143,15,carol_reciprocate_alice,0.5000,15.2513,-38.8774,22.1494
144,15,carol_help_alice,0.2000,15.2513,-39.1221,22.3474
145,15,carol_reciprocate_alice,0.2000,15.4045,-39.3668,22.3474
146,15,carol_decline_alice,0.1000,15.6577,-39.3668,22.6415
147,15,carol_reciprocate_alice,0.2000,15.8108,-39.6084,22.6415
148,15,carol_help_alice,0.2000,15.8108,-39.8501,22.8319
149,15,carol_decline_alice,-0.3000,16.4608,-39.8501,23.5223
150,15,carol_reciprocate_alice,0.2000,16.6108,-40.0970,23.5223
151,16,carol_reciprocate_alice,0.2000,16.7608,-40.3440,23.5223
152,16,carol_decline_alice,0.1000,17.0108,-40.3440,23.8056
153,16,carol_reciprocate_alice,0.2000,17.1608,-40.5880,23.8056
154,16,carol_help_alice,0.2000,17.1608,-40.8320,23.9856
155,16,carol_reciprocate_alice,0.2000,17.3078,-41.0760,23.9856
156,16,carol_help_alice,0.2000,17.3078,-41.3200,24.1624
157,16,carol_help_alice,0.2000,17.3078,-41.5640,24.3392
158,16,carol_help_alice,0.6000,17.3078,-42.2080,24.1159
159,16,carol_reciprocate_alice,0.5000,17.1539,-42.7520,24.1159
160,16,carol_reciprocate_alice,0.2000,17.3001,-42.9960,24.1159
161,17,carol_decline_alice,0.1000,17.5462,-42.9960,24.3918
162,17,carol_decline_alice,0.1000,17.7924,-42.9960,24.6677
