iteration,episode,person,action,reward,alice_help_bob,alice_decline_bob,alice_delay_bob,alice_help_carol,alice_decline_carol,alice_teach_carol,alice_help_dave,alice_decline_dave,alice_suggest_dave
27,1,dave,alice_help_dave,0.0400,1.9316,-3.6294,0.7212,-0.1507,-2.0100,0.6760,0.5617,-3.1033,-2.0883
28,1,dave,alice_help_dave,0.8500,1.9316,-3.6294,0.7212,-0.1507,-2.0100,0.6760,0.5617,-3.5983,-2.0683
29,1,dave,alice_help_dave,0.8600,1.9316,-3.6294,0.7212,-0.1507,-2.0100,0.6760,0.5617,-4.1517,-2.1067
30,1,dave,alice_help_dave,0.8700,1.9316,-3.6294,0.7212,-0.1507,-2.0100,0.6760,0.5617,-4.7481,-2.1881
31,2,bob,alice_decline_bob,0.0060,2.5851,-3.6294,1.0623,-0.1507,-2.0100,0.6760,0.5617,-4.7481,-2.1881
32,2,bob,alice_help_bob,0.4020,2.5851,-4.1976,0.8352,-0.1507,-2.0100,0.6760,0.5617,-4.7481,-2.1881
33,2,bob,alice_delay_bob,-0.2980,2.9194,-4.4314,0.8352,-0.1507,-2.0100,0.6760,0.5617,-4.7481,-2.1881
34,2,bob,alice_help_bob,-0.2880,2.9194,-4.7844,0.7161,-0.1507,-2.0100,0.6760,0.5617,-4.7481,-2.1881
35,2,bob,alice_decline_bob,0.0120,3.2709,-4.7844,0.9484,-0.1507,-2.0100,0.6760,0.5617,-4.7481,-2.1881
36,2,bob,alice_decline_bob,0.0120,3.6214,-4.7844,1.1797,-0.1507,-2.0100,0.6760,0.5617,-4.7481,-2.1881
37,2,bob,alice_decline_bob,0.0120,3.9712,-4.7844,1.4104,-0.1507,-2.0100,0.6760,0.5617,-4.7481,-2.1881
38,2,bob,alice_decline_bob,0.0120,4.3204,-4.7844,1.6404,-0.1507,-2.0100,0.6760,0.5617,-4.7481,-2.1881
39,2,bob,alice_delay_bob,0.5120,4.4005,-5.0536,1.6404,-0.1507,-2.0100,0.6760,0.5617,-4.7481,-2.1881
40,2,bob,alice_decline_bob,0.0120,4.7493,-5.0536,1.9092,-0.1507,-2.0100,0.6760,0.5617,-4.7481,-2.1881
41,2,carol,alice_teach_carol,0.4760,4.7493,-5.0536,1.9092,-0.4447,-2.1893,0.6760,0.5617,-4.7481,-2.1881
42,2,carol,alice_decline_carol,0.5760,4.7493,-5.0536,1.9092,-0.7067,-2.1893,0.7080,0.5617,-4.7481,-2.1881
43,2,carol,alice_decline_carol,0.5760,4.7493,-5.0536,1.9092,-1.0423,-2.1893,0.6663,0.5617,-4.7481,-2.1881
44,2,carol,alice_decline_carol,0.5760,4.7493,-5.0536,1.9092,-1.4222,-2.1893,0.5805,0.5617,-4.7481,-2.1881
45,2,carol,alice_help_carol,0.1720,4.7493,-5.0536,1.9092,-1.4222,-1.8313,0.8527,0.5617,-4.7481,-2.1881
46,2,carol,alice_teach_carol,-0.0280,4.7493,-5.0536,1.9092,-1.6091,-1.6601,0.8527,0.5617,-4.7481,-2.1881
47,2,carol,alice_help_carol,-0.3320,4.7493,-5.0536,1.9092,-1.6091,-1.2554,1.0862,0.5617,-4.7481,-2.1881
48,2,carol,alice_decline_carol,0.5680,4.7493,-5.0536,1.9092,-2.0419,-1.2554,0.8868,0.5617,-4.7481,-2.1881
49,2,carol,alice_decline_carol,0.5680,4.7493,-5.0536,1.9092,-2.4948,-1.2554,0.6674,0.5617,-4.7481,-2.1881
50,2,carol,alice_decline_carol,0.5680,4.7493,-5.0536,1.9092,-2.9628,-1.2554,0.4329,0.5617,-4.7481,-2.1881
51,2,dave,alice_suggest_dave,0.5700,4.7493,-5.0536,1.9092,-2.9628,-1.2554,0.4329,0.6231,-5.2831,-2.1881
52,2,dave,alice_suggest_dave,-0.2300,4.7493,-5.0536,1.9092,-2.9628,-1.2554,0.4329,0.9445,-5.5581,-2.1881
53,2,dave,alice_help_dave,0.8800,4.7493,-5.0536,1.9092,-2.9628,-1.2554,0.4329,0.9445,-6.1881,-2.5431
54,2,dave,alice_suggest_dave,0.5800,4.7493,-5.0536,1.9092,-2.9628,-1.2554,0.4329,1.2270,-6.5356,-2.5431
55,2,dave,alice_help_dave,0.8093,4.7493,-5.0536,1.9092,-2.9628,-1.2554,0.4329,1.2270,-7.1839,-2.8439
56,2,dave,alice_suggest_dave,0.5760,4.7493,-5.0536,1.9092,-2.9628,-1.2554,0.4329,1.4851,-7.5741,-2.8439
57,2,dave,alice_suggest_dave,-0.2240,4.7493,-5.0536,1.9092,-2.9628,-1.2554,0.4329,1.8480,-7.8594,-2.8439
58,2,dave,alice_help_dave,0.8260,4.7493,-5.0536,1.9092,-2.9628,-1.2554,0.4329,1.8480,-8.5239,-3.2231
59,2,dave,alice_help_dave,0.8415,4.7493,-5.0536,1.9092,-2.9628,-1.2554,0.4329,1.8480,-9.2032,-3.6170
60,2,dave,alice_help_dave,0.8500,4.7493,-5.0536,1.9092,-2.9628,-1.2554,0.4329,1.8480,-9.8954,-4.0239
61,3,bob,alice_delay_bob,0.5120,4.8001,-5.3517,1.9092,-2.9628,-1.2554,0.4329,1.8480,-9.8954,-4.0239
62,3,bob,alice_delay_bob,0.5120,4.8280,-5.6726,1.9092,-2.9628,-1.2554,0.4329,1.8480,-9.8954,-4.0239
63,3,bob,alice_decline_bob,0.0120,5.1765,-5.6726,2.2298,-2.9628,-1.2554,0.4329,1.8480,-9.8954,-4.0239
64,3,bob,alice_delay_bob,0.5120,5.1862,-6.0114,2.2298,-2.9628,-1.2554,0.4329,1.8480,-9.8954,-4.0239
65,3,bob,alice_help_bob,0.4480,5.1862,-6.3780,2.2020,-2.9628,-1.2554,0.4329,1.8480,-9.8954,-4.0239
66,3,bob,alice_delay_bob,0.5080,5.1995,-6.7313,2.2020,-2.9628,-1.2554,0.4329,1.8480,-9.8954,-4.0239
67,3,bob,alice_help_bob,-0.3960,5.1995,-6.9693,2.3173,-2.9628,-1.2554,0.4329,1.8480,-9.8954,-4.0239
68,3,bob,alice_decline_bob,0.0040,5.4379,-6.9693,2.6711,-2.9628,-1.2554,0.4329,1.8480,-9.8954,-4.0239
69,3,bob,alice_help_bob,0.3714,5.4379,-7.2256,2.7687,-2.9628,-1.2554,0.4329,1.8480,-9.8954,-4.0239
70,3,bob,alice_help_bob,0.3460,5.4379,-7.4920,2.8562,-2.9628,-1.2554,0.4329,1.8480,-9.8954,-4.0239
71,3,carol,alice_help_carol,0.2447,5.4379,-7.4920,2.8562,-2.9628,-0.8152,0.6386,1.8480,-9.8954,-4.0239
72,3,carol,alice_teach_carol,-0.0220,5.4379,-7.4920,2.8562,-3.1185,-0.5307,0.6386,1.8480,-9.8954,-4.0239
73,3,carol,alice_help_carol,-0.2660,5.4379,-7.4920,2.8562,-3.1185,-0.0616,0.8231,1.8480,-9.8954,-4.0239
74,3,carol,alice_teach_carol,-0.0260,5.4379,-7.4920,2.8562,-3.2691,0.2569,0.8231,1.8480,-9.8954,-4.0239
75,3,carol,alice_decline_carol,0.5740,5.4379,-7.4920,2.8562,-3.7505,0.2569,0.4922,1.8480,-9.8954,-4.0239
76,3,carol,alice_decline_carol,0.5740,5.4379,-7.4920,2.8562,-4.2418,0.2569,0.1514,1.8480,-9.8954,-4.0239
77,3,carol,alice_help_carol,0.2245,5.4379,-7.4920,2.8562,-4.2418,0.7272,0.2810,1.8480,-9.8954,-4.0239
78,3,carol,alice_teach_carol,-0.0300,5.4379,-7.4920,2.8562,-4.3465,1.0928,0.2810,1.8480,-9.8954,-4.0239
79,3,carol,alice_decline_carol,-0.0300,5.4379,-7.4920,2.8562,-4.7700,1.0928,-0.0379,1.8480,-9.8954,-4.0239
80,3,carol,alice_decline_carol,0.5700,5.4379,-7.4920,2.8562,-5.2045,1.0928,-0.3677,1.8480,-9.8954,-4.0239
81,3,dave,alice_help_dave,0.8538,5.4379,-7.4920,2.8562,-5.2045,1.0928,-0.3677,1.8480,-10.5989,-4.4421
82,3,dave,alice_suggest_dave,0.6000,5.4379,-7.4920,2.8562,-5.2045,1.0928,-0.3677,2.2234,-10.9271,-4.4421
83,3,dave,alice_help_dave,0.8571,5.4379,-7.4920,2.8562,-5.2045,1.0928,-0.3677,2.2234,-11.6405,-4.8273
84,3,dave,alice_suggest_dave,-0.2000,5.4379,-7.4920,2.8562,-5.2045,1.0928,-0.3677,2.6765,-11.9007,-4.8273
85,3,dave,alice_suggest_dave,-0.2000,5.4379,-7.4920,2.8562,-5.2045,1.0928,-0.3677,3.1825,-12.1082,-4.8273
86,3,dave,alice_help_dave,0.0600,5.4379,-7.4920,2.8562,-5.2045,1.0928,-0.3677,3.1825,-12.7770,-5.2887
87,3,dave,alice_decline_dave,0.1000,5.4379,-7.4920,2.8562,-5.2045,1.0928,-0.3677,3.8230,-12.7770,-5.1096
88,3,dave,alice_suggest_dave,0.6000,5.4379,-7.4920,2.8562,-5.2045,1.0928,-0.3677,4.2467,-12.9939,-5.1096
89,3,dave,alice_help_dave,0.8625,5.4379,-7.4920,2.8562,-5.2045,1.0928,-0.3677,4.2467,-13.6456,-5.5444
90,3,dave,alice_decline_dave,0.1000,5.4379,-7.4920,2.8562,-5.2045,1.0928,-0.3677,4.8842,-13.6456,-5.3417
91,4,bob,alice_decline_bob,-0.0040,5.7054,-7.4920,3.2110,-5.2045,1.0928,-0.3677,4.8842,-13.6456,-5.3417
92,4,bob,alice_delay_bob,-0.3040,5.6734,-7.7913,3.2110,-5.2045,1.0928,-0.3677,4.8842,-13.6456,-5.3417
93,4,bob,alice_help_bob,0.4060,5.6734,-8.0733,3.2284,-5.2045,1.0928,-0.3677,4.8842,-13.6456,-5.3417
94,4,bob,alice_delay_bob,0.5060,5.6408,-8.3879,3.2284,-5.2045,1.0928,-0.3677,4.8842,-13.6456,-5.3417
95,4,bob,alice_decline_bob,0.0060,5.9229,-8.3879,3.5431,-5.2045,1.0928,-0.3677,4.8842,-13.6456,-5.3417
96,4,bob,alice_decline_bob,0.0060,6.2051,-8.3879,3.8580,-5.2045,1.0928,-0.3677,4.8842,-13.6456,-5.3417
97,4,bob,alice_help_bob,0.4560,6.2051,-8.6868,3.8740,-5.2045,1.0928,-0.3677,4.8842,-13.6456,-5.3417
98,4,bob,alice_decline_bob,0.0160,6.5034,-8.6868,4.1883,-5.2045,1.0928,-0.3677,4.8842,-13.6456,-5.3417
99,4,bob,alice_decline_bob,0.0160,6.8011,-8.6868,4.5021,-5.2045,1.0928,-0.3677,4.8842,-13.6456,-5.3417
100,4,bob,alice_decline_bob,0.0160,7.0985,-8.6868,4.8154,-5.2045,1.0928,-0.3677,4.8842,-13.6456,-5.3417
101,4,carol,alice_help_carol,0.2160,7.0985,-8.6868,4.8154,-5.2045,1.5106,-0.2799,4.8842,-13.6456,-5.3417
102,4,carol,alice_teach_carol,-0.0340,7.0985,-8.6868,4.8154,-5.2733,1.8596,-0.2799,4.8842,-13.6456,-5.3417
103,4,carol,alice_teach_carol,-0.0340,7.0985,-8.6868,4.8154,-5.3271,2.2235,-0.2799,4.8842,-13.6456,-5.3417
104,4,carol,alice_teach_carol,-0.0340,7.0985,-8.6868,4.8154,-5.3690,2.5993,-0.2799,4.8842,-13.6456,-5.3417
105,4,carol,alice_decline_carol,0.5660,7.0985,-8.6868,4.8154,-5.7958,2.5993,-0.6647,4.8842,-13.6456,-5.3417
106,4,carol,alice_decline_carol,0.5660,7.0985,-8.6868,4.8154,-6.2302,2.5993,-1.0572,4.8842,-13.6456,-5.3417
107,4,carol,alice_help_carol,0.2082,7.0985,-8.6868,4.8154,-6.2302,3.0201,-1.0289,4.8842,-13.6456,-5.3417
108,4,carol,alice_help_carol,-0.2991,7.0985,-8.6868,4.8154,-6.2302,3.4655,-0.9760,4.8842,-13.6456,-5.3417
109,4,carol,alice_decline_carol,0.5580,7.0985,-8.6868,4.8154,-6.6818,3.4655,-1.3746,4.8842,-13.6456,-5.3417
110,4,carol,alice_teach_carol,0.4580,7.0985,-8.6868,4.8154,-6.7697,3.8292,-1.3746,4.8842,-13.6456,-5.3417
111,4,dave,alice_help_dave,0.8647,7.0985,-8.6868,4.8154,-6.7697,3.8292,-1.3746,4.8842,-14.2931,-5.7865
112,4,dave,alice_help_dave,0.8667,7.0985,-8.6868,4.8154,-6.7697,3.8292,-1.3746,4.8842,-14.9495,-6.2403
113,4,dave,alice_decline_dave,0.1000,7.0985,-8.6868,4.8154,-6.7697,3.8292,-1.3746,5.5322,-14.9495,-6.0461
114,4,dave,alice_suggest_dave,-0.2000,7.0985,-8.6868,4.8154,-6.7697,3.8292,-1.3746,6.0278,-15.1019,-6.0461
115,4,dave,alice_suggest_dave,-0.2000,7.0985,-8.6868,4.8154,-6.7697,3.8292,-1.3746,6.5583,-15.2194,-6.0461
116,4,dave,alice_help_dave,0.8684,7.0985,-8.6868,4.8154,-6.7697,3.8292,-1.3746,6.5583,-15.8755,-6.5847
117,4,dave,alice_help_dave,0.8700,7.0985,-8.6868,4.8154,-6.7697,3.8292,-1.3746,6.5583,-16.5390,-7.1307
118,4,dave,alice_suggest_dave,0.6000,7.0985,-8.6868,4.8154,-6.7697,3.8292,-1.3746,7.0722,-16.6886,-7.1307
119,4,dave,alice_decline_dave,0.1000,7.0985,-8.6868,4.8154,-6.7697,3.8292,-1.3746,7.7301,-16.6886,-6.9869
120,4,dave,alice_decline_dave,0.1000,7.0985,-8.6868,4.8154,-6.7697,3.8292,-1.3746,8.3839,-16.6886,-6.8470
121,5,bob,alice_delay_bob,0.5160,7.0686,-9.0140,4.8154,-6.7697,3.8292,-1.3746,8.3839,-16.6886,-6.8470
122,5,bob,alice_decline_bob,0.0160,7.3655,-9.0140,5.1422,-6.7697,3.8292,-1.3746,8.3839,-16.6886,-6.8470
123,5,bob,alice_delay_bob,0.5160,7.3237,-9.3528,5.1422,-6.7697,3.8292,-1.3746,8.3839,-16.6886,-6.8470
124,5,bob,alice_help_bob,-0.3698,7.3237,-9.5882,5.2455,-6.7697,3.8292,-1.3746,8.3839,-16.6886,-6.8470
125,5,bob,alice_decline_bob,0.0120,7.5590,-9.5882,5.5841,-6.7697,3.8292,-1.3746,8.3839,-16.6886,-6.8470
126,5,bob,alice_help_bob,0.4720,7.5590,-9.8425,5.6685,-6.7697,3.8292,-1.3746,8.3839,-16.6886,-6.8470
127,5,bob,alice_decline_bob,0.0220,7.8126,-9.8425,6.0065,-6.7697,3.8292,-1.3746,8.3839,-16.6886,-6.8470
128,5,bob,alice_delay_bob,0.5220,7.7174,-10.1914,6.0065,-6.7697,3.8292,-1.3746,8.3839,-16.6886,-6.8470
129,5,bob,alice_delay_bob,-0.2780,7.6596,-10.5028,6.0065,-6.7697,3.8292,-1.3746,8.3839,-16.6886,-6.8470
130,5,bob,alice_delay_bob,0.5220,7.5907,-10.8253,6.0065,-6.7697,3.8292,-1.3746,8.3839,-16.6886,-6.8470
131,5,carol,alice_help_carol,-0.3060,7.5907,-10.8253,6.0065,-6.7697,4.3025,-1.2650,8.3839,-16.6886,-6.8470
132,5,carol,alice_teach_carol,0.4540,7.5907,-10.8253,6.0065,-6.9081,4.6374,-1.2650,8.3839,-16.6886,-6.8470
133,5,carol,alice_teach_carol,0.4540,7.5907,-10.8253,6.0065,-7.0710,4.9479,-1.2650,8.3839,-16.6886,-6.8470
134,5,carol,alice_help_carol,0.1875,7.5907,-10.8253,6.0065,-7.0710,5.4094,-1.1140,8.3839,-16.6886,-6.8470
135,5,carol,alice_help_carol,-0.3187,7.5907,-10.8253,6.0065,-7.0710,5.8902,-0.9436,8.3839,-16.6886,-6.8470
136,5,carol,alice_decline_carol,0.5460,7.5907,-10.8253,6.0065,-7.5565,5.8902,-1.2587,8.3839,-16.6886,-6.8470
137,5,carol,alice_decline_carol,-0.0540,7.5907,-10.8253,6.0065,-8.0107,5.8902,-1.5426,8.3839,-16.6886,-6.8470
138,5,carol,alice_decline_carol,0.5460,7.5907,-10.8253,6.0065,-8.4706,5.8902,-1.8321,8.3839,-16.6886,-6.8470
139,5,carol,alice_help_carol,0.1753,7.5907,-10.8253,6.0065,-8.4706,6.3399,-1.6720,8.3839,-16.6886,-6.8470
140,5,carol,alice_teach_carol,0.4420,7.5907,-10.8253,6.0065,-8.6508,6.6094,-1.6720,8.3839,-16.6886,-6.8470
141,5,dave,alice_suggest_dave,0.6000,7.5907,-10.8253,6.0065,-8.6508,6.6094,-1.6720,8.8704,-16.8558,-6.8470
142,5,dave,alice_help_dave,0.0714,7.5907,-10.8253,6.0065,-8.6508,6.6094,-1.6720,8.8704,-17.4783,-7.3022
143,5,dave,alice_decline_dave,0.1000,7.5907,-10.8253,6.0065,-8.6508,6.6094,-1.6720,9.4898,-17.4783,-7.1379
144,5,dave,alice_suggest_dave,0.6000,7.5907,-10.8253,6.0065,-8.6508,6.6094,-1.6720,9.9212,-17.6664,-7.1379
145,5,dave,alice_decline_dave,0.1000,7.5907,-10.8253,6.0065,-8.6508,6.6094,-1.6720,10.5382,-17.6664,-6.9523
146,5,dave,alice_decline_dave,0.1000,7.5907,-10.8253,6.0065,-8.6508,6.6094,-1.6720,11.1534,-17.6664,-6.7685
147,5,dave,alice_help_dave,0.0727,7.5907,-10.8253,6.0065,-8.6508,6.6094,-1.6720,11.1534,-18.2531,-7.1714
148,5,dave,alice_suggest_dave,0.6000,7.5907,-10.8253,6.0065,-8.6508,6.6094,-1.6720,11.5355,-18.4577,-7.1714
149,5,dave,alice_help_dave,0.8739,7.5907,-10.8253,6.0065,-8.6508,6.6094,-1.6720,11.5355,-19.0533,-7.5624
150,5,dave,alice_help_dave,0.8750,7.5907,-10.8253,6.0065,-8.6508,6.6094,-1.6720,11.5355,-19.6571,-7.9616
151,6,bob,alice_delay_bob,0.5220,7.5118,-11.1579,6.0065,-8.6508,6.6094,-1.6720,11.5355,-19.6571,-7.9616
152,6,bob,alice_delay_bob,-0.2780,7.4639,-11.4594,6.0065,-8.6508,6.6094,-1.6720,11.5355,-19.6571,-7.9616
153,6,bob,alice_decline_bob,0.0220,7.7170,-11.4594,6.3074,-8.6508,6.6094,-1.6720,11.5355,-19.6571,-7.9616
154,6,bob,alice_help_bob,-0.2911,7.7170,-11.6697,6.3980,-8.6508,6.6094,-1.6720,11.5355,-19.6571,-7.9616
155,6,bob,alice_delay_bob,0.5320,7.6160,-11.9812,6.3980,-8.6508,6.6094,-1.6720,11.5355,-19.6571,-7.9616
156,6,bob,alice_help_bob,0.4851,7.6160,-12.2104,6.4801,-8.6508,6.6094,-1.6720,11.5355,-19.6571,-7.9616
157,6,bob,alice_help_bob,-0.2820,7.6160,-12.4049,6.5971,-8.6508,6.6094,-1.6720,11.5355,-19.6571,-7.9616
158,6,bob,alice_delay_bob,0.5380,7.4892,-12.7262,6.5971,-8.6508,6.6094,-1.6720,11.5355,-19.6571,-7.9616
159,6,bob,alice_help_bob,0.5480,7.4892,-12.9421,6.7024,-8.6508,6.6094,-1.6720,11.5355,-19.6571,-7.9616
160,6,bob,alice_delay_bob,-0.2520,7.4092,-13.2379,6.7024,-8.6508,6.6094,-1.6720,11.5355,-19.6571,-7.9616
161,6,carol,alice_decline_carol,0.5420,7.4092,-13.2379,6.7024,-9.1053,6.6094,-1.9462,11.5355,-19.6571,-7.9616
162,6,carol,alice_help_carol,-0.3304,7.4092,-13.2379,6.7024,-9.1053,7.0813,-1.7486,11.5355,-19.6571,-7.9616
163,6,carol,alice_decline_carol,0.5380,7.4092,-13.2379,6.7024,-9.5813,7.0813,-2.0270,11.5355,-19.6571,-7.9616
164,6,carol,alice_teach_carol,0.4380,7.4092,-13.2379,6.7024,-9.7960,7.3425,-2.0270,11.5355,-19.6571,-7.9616
165,6,carol,alice_decline_carol,-0.0620,7.4092,-13.2379,6.7024,-10.2472,7.3425,-2.2634,11.5355,-19.6571,-7.9616
166,6,carol,alice_decline_carol,0.5380,7.4092,-13.2379,6.7024,-10.7030,7.3425,-2.5045,11.5355,-19.6571,-7.9616
167,6,carol,alice_help_carol,0.1640,7.4092,-13.2379,6.7024,-10.7030,7.7894,-2.2987,11.5355,-19.6571,-7.9616
168,6,carol,alice_teach_carol,-0.0660,7.4092,-13.2379,6.7024,-10.8922,8.0470,-2.2987,11.5355,-19.6571,-7.9616
169,6,carol,alice_decline_carol,-0.0660,7.4092,-13.2379,6.7024,-11.3171,8.0470,-2.5344,11.5355,-19.6571,-7.9616
170,6,carol,alice_decline_carol,0.5340,7.4092,-13.2379,6.7024,-11.7468,8.0470,-2.7749,11.5355,-19.6571,-7.9616
171,6,dave,alice_suggest_dave,0.6000,7.4092,-13.2379,6.7024,-11.7468,8.0470,-2.7749,11.9163,-19.8801,-7.9616
172,6,dave,alice_suggest_dave,-0.2000,7.4092,-13.2379,6.7024,-11.7468,8.0470,-2.7749,12.3252,-20.0750,-7.9616
173,6,dave,alice_help_dave,0.8760,7.4092,-13.2379,6.7024,-11.7468,8.0470,-2.7749,12.3252,-20.6864,-8.3780
174,6,dave,alice_suggest_dave,0.6000,7.4092,-13.2379,6.7024,-11.7468,8.0470,-2.7749,12.7247,-20.8982,-8.3780
175,6,dave,alice_help_dave,0.8769,7.4092,-13.2379,6.7024,-11.7468,8.0470,-2.7749,12.7247,-21.5166,-8.7846
176,6,dave,alice_help_dave,0.8778,7.4092,-13.2379,6.7024,-11.7468,8.0470,-2.7749,12.7247,-22.1415,-9.1977
177,6,dave,alice_help_dave,0.8786,7.4092,-13.2379,6.7024,-11.7468,8.0470,-2.7749,12.7247,-22.7725,-9.6168
178,6,dave,alice_help_dave,0.8793,7.4092,-13.2379,6.7024,-11.7468,8.0470,-2.7749,12.7247,-23.4093,-10.0417
179,6,dave,alice_decline_dave,0.1000,7.4092,-13.2379,6.7024,-11.7468,8.0470,-2.7749,13.3599,-23.4093,-9.8314
180,6,dave,alice_help_dave,0.8800,7.4092,-13.2379,6.7024,-11.7468,8.0470,-2.7749,13.3599,-24.0498,-10.2616
181,7,bob,alice_help_bob,0.5264,7.4092,-13.4715,6.7647,-11.7468,8.0470,-2.7749,13.3599,-24.0498,-10.2616
182,7,bob,alice_help_bob,0.5540,7.4092,-13.7222,6.8098,-11.7468,8.0470,-2.7749,13.3599,-24.0498,-10.2616
183,7,bob,alice_help_bob,0.5798,7.4092,-13.9898,6.8382,-11.7468,8.0470,-2.7749,13.3599,-24.0498,-10.2616
184,7,bob,alice_decline_bob,0.0640,7.6743,-13.9898,7.1316,-11.7468,8.0470,-2.7749,13.3599,-24.0498,-10.2616
185,7,bob,alice_delay_bob,0.5640,7.6353,-14.2939,7.1316,-11.7468,8.0470,-2.7749,13.3599,-24.0498,-10.2616
186,7,bob,alice_delay_bob,0.5640,7.5863,-14.6080,7.1316,-11.7468,8.0470,-2.7749,13.3599,-24.0498,-10.2616
187,7,bob,alice_decline_bob,0.0640,7.8492,-14.6080,7.4434,-11.7468,8.0470,-2.7749,13.3599,-24.0498,-10.2616
188,7,bob,alice_help_bob,0.6040,7.8492,-14.8871,7.4761,-11.7468,8.0470,-2.7749,13.3599,-24.0498,-10.2616
189,7,bob,alice_delay_bob,0.5740,7.8070,-15.2085,7.4761,-11.7468,8.0470,-2.7749,13.3599,-24.0498,-10.2616
190,7,bob,alice_help_bob,0.5843,7.8070,-15.5014,7.5044,-11.7468,8.0470,-2.7749,13.3599,-24.0498,-10.2616
191,7,carol,alice_teach_carol,-0.0660,7.8070,-15.5014,7.5044,-11.9214,8.3021,-2.7749,13.3599,-24.0498,-10.2616
192,7,carol,alice_decline_carol,-0.0660,7.8070,-15.5014,7.5044,-12.3316,8.3021,-3.0104,13.3599,-24.0498,-10.2616
193,7,carol,alice_help_carol,0.1586,7.8070,-15.5014,7.5044,-12.3316,8.7044,-2.8437,13.3599,-24.0498,-10.2616
194,7,carol,alice_help_carol,0.1533,7.8070,-15.5014,7.5044,-12.3316,9.0997,-2.6839,13.3599,-24.0498,-10.2616
195,7,carol,alice_help_carol,0.1481,7.8070,-15.5014,7.5044,-12.3316,9.4889,-2.5303,13.3599,-24.0498,-10.2616
