iteration,episode,action,reward,carol_help_regret,carol_decline_regret,carol_reciprocate_regret
14292,1430,help,0.2000,2894.0152,-2227.4046,3470.1729
14293,1430,decline,-0.3000,2894.6521,-2227.4046,3470.8488
14294,1430,decline,0.1000,2894.8890,-2227.4046,3471.1247
14295,1430,help,0.2000,2894.8890,-2227.6261,3471.3006
14296,1430,decline,0.1000,2895.1259,-2227.6261,3471.5766
14297,1430,decline,0.1000,2895.3628,-2227.6261,3471.8525
14298,1430,help,0.6000,2895.3628,-2228.2477,3471.6284
14299,1430,help,0.2000,2895.3628,-2228.4692,3471.8043
14300,1430,reciprocate,0.2000,2895.4997,-2228.6907,3471.8043
14301,1431,decline,0.1000,2895.7366,-2228.6907,3472.0801
14302,1431,decline,0.1000,2895.9735,-2228.6907,3472.3560
14303,1431,reciprocate,0.5000,2895.8104,-2229.2122,3472.3560
14304,1431,help,0.2000,2895.8104,-2229.4337,3472.5318
14305,1431,reciprocate,0.2000,2895.9473,-2229.6552,3472.5318
14306,1431,decline,0.1000,2896.1842,-2229.6552,3472.8076
14307,1431,reciprocate,0.5000,2896.0211,-2230.1767,3472.8076
14308,1431,reciprocate,0.5000,2895.8580,-2230.6982,3472.8076
14309,1431,decline,0.1000,2896.0948,-2230.6982,3473.0836
14310,1431,decline,-0.3000,2896.7317,-2230.6982,3473.7595
14311,1432,help,0.2000,2896.7317,-2230.9197,3473.9354
14312,1432,reciprocate,0.5000,2896.5686,-2231.4412,3473.9354
14313,1432,help,0.6000,2896.5686,-2232.0627,3473.7114
14314,1432,help,0.2000,2896.5686,-2232.2842,3473.8874
14315,1432,decline,0.1000,2896.8055,-2232.2842,3474.1634
14316,1432,reciprocate,0.5000,2896.6423,-2232.8057,3474.1634
14317,1432,reciprocate,0.2000,2896.7792,-2233.0272,3474.1634
14318,1432,decline,0.1000,2897.0161,-2233.0272,3474.4394
14319,1432,help,0.2000,2897.0161,-2233.2487,3474.6153
14320,1432,decline,0.1000,2897.2529,-2233.2487,3474.8913
14321,1433,decline,0.1000,2897.4898,-2233.2487,3475.1673
14322,1433,decline,0.1000,2897.7266,-2233.2487,3475.4432
14323,1433,reciprocate,0.5000,2897.5635,-2233.7701,3475.4432
14324,1433,help,0.6000,2897.5635,-2234.3916,3475.2193
14325,1433,decline,0.1000,2897.8004,-2234.3916,3475.4953
14326,1433,help,0.6000,2897.8004,-2235.0130,3475.2713
14327,1433,decline,0.1000,2898.0374,-2235.0130,3475.5473
14328,1433,reciprocate,0.2000,2898.1743,-2235.2344,3475.5473
14329,1433,decline,0.1000,2898.4113,-2235.2344,3475.8233
14330,1433,reciprocate,0.2000,2898.5483,-2235.4558,3475.8233
14331,1434,help,0.2000,2898.5483,-2235.6771,3475.9991
14332,1434,decline,-0.3000,2899.1852,-2235.6771,3476.6750
14333,1434,help,0.2000,2899.1852,-2235.8986,3476.8508
14334,1434,help,0.6000,2899.1852,-2236.5200,3476.6267
14335,1434,decline,0.1000,2899.4222,-2236.5200,3476.9025
14336,1434,help,0.6000,2899.4222,-2237.1414,3476.6784
14337,1434,help,0.2000,2899.4222,-2237.3628,3476.8542
14338,1434,help,0.2000,2899.4222,-2237.5842,3477.0300
14339,1434,decline,-0.3000,2900.0592,-2237.5842,3477.7059
14340,1434,help,0.2000,2900.0592,-2237.8057,3477.8817
14341,1435,reciprocate,0.5000,2899.8961,-2238.3271,3477.8817
14342,1435,help,0.6000,2899.8961,-2238.9485,3477.6576
14343,1435,reciprocate,0.5000,2899.7331,-2239.4700,3477.6576
14344,1435,decline,0.1000,2899.9701,-2239.4700,3477.9336
14345,1435,decline,0.1000,2900.2071,-2239.4700,3478.2096
14346,1435,help,0.2000,2900.2071,-2239.6914,3478.3856
14347,1435,reciprocate,0.2000,2900.3441,-2239.9128,3478.3856
14348,1435,help,0.2000,2900.3441,-2240.1342,3478.5615
14349,1435,decline,0.1000,2900.5810,-2240.1342,3478.8373
14350,1435,decline,0.1000,2900.8179,-2240.1342,3479.1132
14351,1436,help,0.2000,2900.8179,-2240.3556,3479.2891
14352,1436,help,0.2000,2900.8179,-2240.5770,3479.4650
14353,1436,help,0.2000,2900.8179,-2240.7984,3479.6409
14354,1436,decline,0.1000,2901.0548,-2240.7984,3479.9168
14355,1436,help,0.2000,2901.0548,-2241.0197,3480.0926
14356,1436,help,0.6000,2901.0548,-2241.6411,3479.8685
14357,1436,help,0.6000,2901.0548,-2242.2625,3479.6444
14358,1436,decline,-0.3000,2901.6917,-2242.2625,3480.3203
14359,1436,decline,0.1000,2901.9286,-2242.2625,3480.5962
14360,1436,help,0.6000,2901.9286,-2242.8838,3480.3721
14361,1437,reciprocate,0.2000,2902.0656,-2243.1052,3480.3721
14362,1437,reciprocate,0.5000,2901.9026,-2243.6266,3480.3721
14363,1437,decline,0.1000,2902.1396,-2243.6266,3480.6479
14364,1437,help,0.2000,2902.1396,-2243.8480,3480.8238
14365,1437,help,0.6000,2902.1396,-2244.4694,3480.5996
14366,1437,decline,0.1000,2902.3766,-2244.4694,3480.8755
14367,1437,decline,0.1000,2902.6136,-2244.4694,3481.1513
14368,1437,help,0.6000,2902.6136,-2245.0907,3480.9272
14369,1437,decline,0.1000,2902.8507,-2245.0907,3481.2031
14370,1437,reciprocate,0.5000,2902.6878,-2245.6120,3481.2031
14371,1438,help,0.2000,2902.6878,-2245.8334,3481.3790
14372,1438,help,0.2000,2902.6878,-2246.0547,3481.5549
14373,1438,help,0.2000,2902.6878,-2246.2760,3481.7308
14374,1438,help,0.6000,2902.6878,-2246.8973,3481.5067
14375,1438,reciprocate,0.5000,2902.5249,-2247.4187,3481.5067
14376,1438,help,0.2000,2902.5249,-2247.6400,3481.6827
14377,1438,decline,0.1000,2902.7619,-2247.6400,3481.9587
14378,1438,decline,0.1000,2902.9989,-2247.6400,3482.2347
14379,1438,decline,0.1000,2903.2359,-2247.6400,3482.5107
14380,1438,help,0.2000,2903.2359,-2247.8613,3482.6867
14381,1439,decline,0.1000,2903.4729,-2247.8613,3482.9627
14382,1439,reciprocate,0.2000,2903.6099,-2248.0826,3482.9627
14383,1439,help,0.2000,2903.6099,-2248.3038,3483.1385
14384,1439,help,0.6000,2903.6099,-2248.9251,3482.9144
14385,1439,help,0.2000,2903.6099,-2249.1464,3483.0903
14386,1439,decline,-0.3000,2904.2469,-2249.1464,3483.7662
14387,1439,help,0.6000,2904.2469,-2249.7677,3483.5421
14388,1439,decline,-0.3000,2904.8839,-2249.7677,3484.2180
14389,1439,help,0.2000,2904.8839,-2249.9890,3484.3939
14390,1439,help,0.6000,2904.8839,-2250.6103,3484.1698
14391,1440,help,0.2000,2904.8839,-2250.8317,3484.3457
14392,1440,reciprocate,0.5000,2904.7210,-2251.3530,3484.3457
14393,1440,decline,-0.3000,2905.3580,-2251.3530,3485.0217
14394,1440,decline,-0.3000,2905.9950,-2251.3530,3485.6976
14395,1440,reciprocate,0.5000,2905.8321,-2251.8744,3485.6976
14396,1440,decline,0.1000,2906.0691,-2251.8744,3485.9736
14397,1440,reciprocate,0.2000,2906.2062,-2252.0958,3485.9736
14398,1440,reciprocate,0.5000,2906.0432,-2252.6172,3485.9736
14399,1440,decline,0.1000,2906.2802,-2252.6172,3486.2496
14400,1440,decline,0.1000,2906.5173,-2252.6172,3486.5256
14401,1441,reciprocate,0.2000,2906.6543,-2252.8385,3486.5256
14402,1441,reciprocate,0.2000,2906.7914,-2253.0599,3486.5256
14403,1441,reciprocate,0.5000,2906.6284,-2253.5813,3486.5256
14404,1441,decline,0.1000,2906.8655,-2253.5813,3486.8015
14405,1441,help,0.2000,2906.8655,-2253.8026,3486.9774
14406,1441,help,0.6000,2906.8655,-2254.4240,3486.7533
14407,1441,help,0.2000,2906.8655,-2254.6453,3486.9291
14408,1441,decline,0.1000,2907.1025,-2254.6453,3487.2050
14409,1441,decline,0.1000,2907.3395,-2254.6453,3487.4809
14410,1441,reciprocate,0.2000,2907.4766,-2254.8666,3487.4809
14411,1442,reciprocate,0.2000,2907.6136,-2255.0879,3487.4809
14412,1442,reciprocate,0.2000,2907.7506,-2255.3092,3487.4809
14413,1442,decline,-0.3000,2908.3877,-2255.3092,3488.1565
14414,1442,decline,-0.3000,2909.0247,-2255.3092,3488.8321
14415,1442,decline,-0.3000,2909.6618,-2255.3092,3489.5077
14416,1442,help,0.6000,2909.6618,-2255.9307,3489.2833
14417,1442,decline,0.1000,2909.8989,-2255.9307,3489.5589
14418,1442,help,0.2000,2909.8989,-2256.1521,3489.7345
14419,1442,help,0.6000,2909.8989,-2256.7735,3489.5101
14420,1442,decline,0.1000,2910.1360,-2256.7735,3489.7857
14421,1443,help,0.2000,2910.1360,-2256.9949,3489.9614
14422,1443,help,0.2000,2910.1360,-2257.2162,3490.1370
14423,1443,reciprocate,0.5000,2909.9731,-2257.7376,3490.1370
14424,1443,reciprocate,0.2000,2910.1101,-2257.9590,3490.1370
14425,1443,reciprocate,0.5000,2909.9472,-2258.4804,3490.1370
14426,1443,decline,-0.3000,2910.5843,-2258.4804,3490.8126
14427,1443,reciprocate,0.2000,2910.7213,-2258.7018,3490.8126
14428,1443,reciprocate,0.2000,2910.8584,-2258.9232,3490.8126
14429,1443,help,0.2000,2910.8584,-2259.1447,3490.9881
14430,1443,decline,0.1000,2911.0954,-2259.1447,3491.2635
14431,1444,help,0.2000,2911.0954,-2259.3661,3491.4390
14432,1444,reciprocate,0.2000,2911.2324,-2259.5875,3491.4390
14433,1444,help,0.2000,2911.2324,-2259.8089,3491.6144
14434,1444,reciprocate,0.5000,2911.0694,-2260.3303,3491.6144
14435,1444,decline,0.1000,2911.3064,-2260.3303,3491.8898
14436,1444,decline,0.1000,2911.5433,-2260.3303,3492.1652
14437,1444,decline,-0.3000,2912.1803,-2260.3303,3492.8407
14438,1444,reciprocate,0.5000,2912.0173,-2260.8517,3492.8407
14439,1444,decline,0.1000,2912.2542,-2260.8517,3493.1162
14440,1444,help,0.2000,2912.2542,-2261.0731,3493.2917
14441,1445,reciprocate,0.2000,2912.3912,-2261.2945,3493.2917
14442,1445,help,0.2000,2912.3912,-2261.5159,3493.4671
14443,1445,decline,-0.3000,2913.0281,-2261.5159,3494.1425
14444,1445,decline,-0.3000,2913.6650,-2261.5159,3494.8179
14445,1445,decline,0.1000,2913.9019,-2261.5159,3495.0933
14446,1445,decline,0.1000,2914.1388,-2261.5159,3495.3687
14447,1445,decline,-0.3000,2914.7757,-2261.5159,3496.0441
14448,1445,help,0.6000,2914.7757,-2262.1374,3495.8196
14449,1445,decline,0.1000,2915.0126,-2262.1374,3496.0950
14450,1445,reciprocate,0.5000,2914.8496,-2262.6588,3496.0950
14451,1446,decline,0.1000,2915.0866,-2262.6588,3496.3704
14452,1446,decline,-0.3000,2915.7235,-2262.6588,3497.0459
14453,1446,reciprocate,0.5000,2915.5605,-2263.1803,3497.0459
14454,1446,decline,0.1000,2915.7975,-2263.1803,3497.3214
14455,1446,decline,0.1000,2916.0344,-2263.1803,3497.5970
14456,1446,decline,0.1000,2916.2714,-2263.1803,3497.8725
14457,1446,decline,0.1000,2916.5084,-2263.1803,3498.1481
14458,1446,decline,-0.3000,2917.1453,-2263.1803,3498.8236
14459,1446,decline,-0.3000,2917.7823,-2263.1803,3499.4991
14460,1446,decline,0.1000,2918.0193,-2263.1803,3499.7747
14461,1447,decline,0.1000,2918.2562,-2263.1803,3500.0502
14462,1447,decline,0.1000,2918.4932,-2263.1803,3500.3258
14463,1447,decline,0.1000,2918.7302,-2263.1803,3500.6013
14464,1447,help,0.2000,2918.7302,-2263.4017,3500.7768
14465,1447,reciprocate,0.5000,2918.5671,-2263.9231,3500.7768
14466,1447,help,0.2000,2918.5671,-2264.1445,3500.9524
14467,1447,reciprocate,0.2000,2918.7040,-2264.3660,3500.9524
14468,1447,decline,0.1000,2918.9409,-2264.3660,3501.2279
14469,1447,help,0.6000,2918.9409,-2264.9874,3501.0035
14470,1447,help,0.6000,2918.9409,-2265.6088,3500.7790
14471,1448,decline,0.1000,2919.1779,-2265.6088,3501.0545
14472,1448,reciprocate,0.2000,2919.3149,-2265.8302,3501.0545
14473,1448,decline,0.1000,2919.5520,-2265.8302,3501.3299
14474,1448,help,0.2000,2919.5520,-2266.0516,3501.5053
14475,1448,reciprocate,0.5000,2919.3890,-2266.5729,3501.5053
14476,1448,reciprocate,0.5000,2919.2260,-2267.0943,3501.5053
14477,1448,decline,-0.3000,2919.8630,-2267.0943,3502.1809
14478,1448,reciprocate,0.2000,2919.9999,-2267.3157,3502.1809
14479,1448,decline,0.1000,2920.2369,-2267.3157,3502.4563
14480,1448,help,0.6000,2920.2369,-2267.9371,3502.2318
14481,1449,help,0.2000,2920.2369,-2268.1585,3502.4073
14482,1449,reciprocate,0.5000,2920.0740,-2268.6799,3502.4073
14483,1449,reciprocate,0.5000,2919.9110,-2269.2013,3502.4073
14484,1449,help,0.6000,2919.9110,-2269.8227,3502.1828
14485,1449,decline,0.1000,2920.1481,-2269.8227,3502.4584
14486,1449,help,0.2000,2920.1481,-2270.0441,3502.6340
14487,1449,help,0.6000,2920.1481,-2270.6655,3502.4096
14488,1449,help,0.2000,2920.1481,-2270.8869,3502.5852
14489,1449,decline,0.1000,2920.3852,-2270.8869,3502.8608
14490,1449,reciprocate,0.2000,2920.5222,-2271.1082,3502.8608
14491,1450,decline,0.1000,2920.7593,-2271.1082,3503.1363
14492,1450,reciprocate,0.5000,2920.5964,-2271.6296,3503.1363
14493,1450,reciprocate,0.5000,2920.4335,-2272.1509,3503.1363
14494,1450,decline,-0.3000,2921.0706,-2272.1509,3503.8119
14495,1450,help,0.2000,2921.0706,-2272.3723,3503.9875
14496,1450,help,0.2000,2921.0706,-2272.5937,3504.1632
14497,1450,reciprocate,0.5000,2920.9076,-2273.1151,3504.1632
14498,1450,reciprocate,0.5000,2920.7446,-2273.6365,3504.1632
14499,1450,reciprocate,0.2000,2920.8816,-2273.8579,3504.1632
14500,1450,help,0.2000,2920.8816,-2274.0792,3504.3388
14501,1451,reciprocate,0.5000,2920.7186,-2274.6006,3504.3388
14502,1451,reciprocate,0.2000,2920.8556,-2274.8220,3504.3388
14503,1451,help,0.2000,2920.8556,-2275.0434,3504.5145
14504,1451,decline,0.1000,2921.0925,-2275.0434,3504.7901
14505,1451,decline,-0.3000,2921.7295,-2275.0434,3505.4657
14506,1451,help,0.2000,2921.7295,-2275.2648,3505.6414
14507,1451,help,0.2000,2921.7295,-2275.4862,3505.8170
14508,1451,decline,0.1000,2921.9664,-2275.4862,3506.0926
14509,1451,help,0.2000,2921.9664,-2275.7076,3506.2683
14510,1451,help,0.2000,2921.9664,-2275.9290,3506.4439
14511,1452,decline,0.1000,2922.2032,-2275.9290,3506.7195
14512,1452,help,0.2000,2922.2032,-2276.1504,3506.8952
14513,1452,decline,0.1000,2922.4400,-2276.1504,3507.1708
14514,1452,help,0.6000,2922.4400,-2276.7717,3506.9464
14515,1452,decline,0.1000,2922.6768,-2276.7717,3507.2221
14516,1452,help,0.2000,2922.6768,-2276.9931,3507.3977
14517,1452,decline,0.1000,2922.9137,-2276.9931,3507.6734
14518,1452,help,0.6000,2922.9137,-2277.6144,3507.4490
14519,1452,help,0.6000,2922.9137,-2278.2357,3507.2246
14520,1452,help,0.2000,2922.9137,-2278.4571,3507.4003
14521,1453,decline,0.1000,2923.1506,-2278.4571,3507.6759
14522,1453,reciprocate,0.2000,2923.2875,-2278.6784,3507.6759
14523,1453,decline,-0.3000,2923.9244,-2278.6784,3508.3514
14524,1453,decline,0.1000,2924.1613,-2278.6784,3508.6270
14525,1453,help,0.2000,2924.1613,-2278.8997,3508.8025
14526,1453,decline,-0.3000,2924.7982,-2278.8997,3509.4781
14527,1453,reciprocate,0.5000,2924.6351,-2279.4211,3509.4781
14528,1453,decline,0.1000,2924.8720,-2279.4211,3509.7537
14529,1453,decline,0.1000,2925.1088,-2279.4211,3510.0293
14530,1453,help,0.6000,2925.1088,-2280.0424,3509.8049
14531,1454,help,0.2000,2925.1088,-2280.2638,3509.9805
14532,1454,help,0.6000,2925.1088,-2280.8851,3509.7561
14533,1454,decline,0.1000,2925.3458,-2280.8851,3510.0317
14534,1454,help,0.2000,2925.3458,-2281.1065,3510.2074
14535,1454,reciprocate,0.5000,2925.1827,-2281.6278,3510.2074
14536,1454,decline,-0.3000,2925.8197,-2281.6278,3510.8830
14537,1454,decline,-0.3000,2926.4566,-2281.6278,3511.5587
14538,1454,decline,0.1000,2926.6936,-2281.6278,3511.8344
14539,1454,reciprocate,0.2000,2926.8305,-2281.8492,3511.8344
14540,1454,help,0.2000,2926.8305,-2282.0705,3512.0100
14541,1455,reciprocate,0.2000,2926.9674,-2282.2919,3512.0100
14542,1455,help,0.2000,2926.9674,-2282.5133,3512.1855
14543,1455,decline,0.1000,2927.2043,-2282.5133,3512.4609
14544,1455,reciprocate,0.5000,2927.0412,-2283.0347,3512.4609
14545,1455,help,0.6000,2927.0412,-2283.6560,3512.2365
14546,1455,help,0.6000,2927.0412,-2284.2774,3512.0121
14547,1455,help,0.2000,2927.0412,-2284.4988,3512.1876
14548,1455,decline,-0.3000,2927.6781,-2284.4988,3512.8632
14549,1455,help,0.6000,2927.6781,-2285.1202,3512.6387
14550,1455,reciprocate,0.2000,2927.8152,-2285.3416,3512.6387
14551,1456,help,0.2000,2927.8152,-2285.5630,3512.8142
14552,1456,help,0.6000,2927.8152,-2286.1844,3512.5897
14553,1456,help,0.2000,2927.8152,-2286.4057,3512.7651
14554,1456,decline,0.1000,2928.0522,-2286.4057,3513.0406
14555,1456,help,0.2000,2928.0522,-2286.6271,3513.2161
14556,1456,reciprocate,0.5000,2927.8892,-2287.1485,3513.2161
14557,1456,help,0.2000,2927.8892,-2287.3699,3513.3916
14558,1456,help,0.2000,2927.8892,-2287.5913,3513.5671
14559,1456,help,0.2000,2927.8892,-2287.8127,3513.7427
14560,1456,reciprocate,0.2000,2928.0261,-2288.0340,3513.7427
14561,1457,help,0.6000,2928.0261,-2288.6554,3513.5181
14562,1457,help,0.2000,2928.0261,-2288.8768,3513.6936
14563,1457,decline,0.1000,2928.2630,-2288.8768,3513.9690
14564,1457,reciprocate,0.2000,2928.3999,-2289.0982,3513.9690
14565,1457,reciprocate,0.2000,2928.5368,-2289.3196,3513.9690
14566,1457,reciprocate,0.5000,2928.3738,-2289.8409,3513.9690
14567,1457,help,0.2000,2928.3738,-2290.0623,3514.1443
14568,1457,decline,0.1000,2928.6107,-2290.0623,3514.4197
14569,1457,help,0.2000,2928.6107,-2290.2836,3514.5950
14570,1457,help,0.2000,2928.6107,-2290.5050,3514.7703
14571,1458,help,0.2000,2928.6107,-2290.7264,3514.9456
14572,1458,reciprocate,0.5000,2928.4475,-2291.2477,3514.9456
14573,1458,decline,0.1000,2928.6843,-2291.2477,3515.2210
14574,1458,help,0.6000,2928.6843,-2291.8690,3514.9964
14575,1458,decline,-0.3000,2929.3211,-2291.8690,3515.6718
14576,1458,reciprocate,0.2000,2929.4580,-2292.0904,3515.6718
14577,1458,help,0.2000,2929.4580,-2292.3118,3515.8471
14578,1458,decline,0.1000,2929.6948,-2292.3118,3516.1224
14579,1458,reciprocate,0.5000,2929.5316,-2292.8332,3516.1224
14580,1458,help,0.2000,2929.5316,-2293.0545,3516.2978
14581,1459,help,0.2000,2929.5316,-2293.2759,3516.4732
14582,1459,help,0.2000,2929.5316,-2293.4972,3516.6485
14583,1459,help,0.6000,2929.5316,-2294.1186,3516.4239
14584,1459,decline,0.1000,2929.7684,-2294.1186,3516.6993
14585,1459,decline,-0.3000,2930.4052,-2294.1186,3517.3746
14586,1459,decline,-0.3000,2931.0420,-2294.1186,3518.0500
14587,1459,reciprocate,0.2000,2931.1788,-2294.3400,3518.0500
14588,1459,help,0.6000,2931.1788,-2294.9614,3517.8253
14589,1459,decline,0.1000,2931.4157,-2294.9614,3518.1005
14590,1459,decline,0.1000,2931.6525,-2294.9614,3518.3758
14591,1460,reciprocate,0.5000,2931.4894,-2295.4828,3518.3758
14592,1460,decline,-0.3000,2932.1262,-2295.4828,3519.0512
14593,1460,decline,0.1000,2932.3631,-2295.4828,3519.3265
14594,1460,help,0.6000,2932.3631,-2296.1042,3519.1018
14595,1460,reciprocate,0.5000,2932.2000,-2296.6256,3519.1018
14596,1460,reciprocate,0.2000,2932.3369,-2296.8470,3519.1018
14597,1460,decline,0.1000,2932.5738,-2296.8470,3519.3772
14598,1460,help,0.6000,2932.5738,-2297.4684,3519.1525
14599,1460,decline,-0.3000,2933.2108,-2297.4684,3519.8278
14600,1460,reciprocate,0.2000,2933.3478,-2297.6898,3519.8278
14601,1461,decline,0.1000,2933.5848,-2297.6898,3520.1030
14602,1461,help,0.6000,2933.5848,-2298.3112,3519.8782
14603,1461,help,0.6000,2933.5848,-2298.9326,3519.6535
14604,1461,help,0.2000,2933.5848,-2299.1540,3519.8287
14605,1461,decline,0.1000,2933.8218,-2299.1540,3520.1039
14606,1461,reciprocate,0.2000,2933.9589,-2299.3754,3520.1039
14607,1461,help,0.2000,2933.9589,-2299.5968,3520.2791
14608,1461,help,0.2000,2933.9589,-2299.8182,3520.4542
14609,1461,reciprocate,0.5000,2933.7959,-2300.3396,3520.4542
14610,1461,reciprocate,0.5000,2933.6329,-2300.8610,3520.4542
14611,1462,decline,0.1000,2933.8699,-2300.8610,3520.7295
14612,1462,decline,-0.3000,2934.5069,-2300.8610,3521.4047
14613,1462,help,0.2000,2934.5069,-2301.0824,3521.5800
14614,1462,reciprocate,0.5000,2934.3439,-2301.6038,3521.5800
14615,1462,decline,0.1000,2934.5809,-2301.6038,3521.8553
14616,1462,decline,-0.3000,2935.2178,-2301.6038,3522.5306
14617,1462,decline,-0.3000,2935.8548,-2301.6038,3523.2060
14618,1462,help,0.2000,2935.8548,-2301.8252,3523.3813
14619,1462,decline,0.1000,2936.0918,-2301.8252,3523.6566
14620,1462,help,0.2000,2936.0918,-2302.0467,3523.8319
14621,1463,reciprocate,0.5000,2935.9287,-2302.5681,3523.8319
14622,1463,decline,-0.3000,2936.5656,-2302.5681,3524.5073
14623,1463,help,0.2000,2936.5656,-2302.7896,3524.6827
14624,1463,reciprocate,0.2000,2936.7025,-2303.0111,3524.6827
14625,1463,decline,0.1000,2936.9393,-2303.0111,3524.9580
14626,1463,help,0.2000,2936.9393,-2303.2326,3525.1333
14627,1463,decline,-0.3000,2937.5762,-2303.2326,3525.8086
14628,1463,decline,-0.3000,2938.2130,-2303.2326,3526.4839
14629,1463,help,0.6000,2938.2130,-2303.8541,3526.2592
14630,1463,decline,-0.3000,2938.8499,-2303.8541,3526.9345
14631,1464,help,0.2000,2938.8499,-2304.0757,3527.1098
14632,1464,decline,0.1000,2939.0868,-2304.0757,3527.3851
14633,1464,help,0.6000,2939.0868,-2304.6972,3527.1604
14634,1464,decline,0.1000,2939.3237,-2304.6972,3527.4357
14635,1464,decline,0.1000,2939.5607,-2304.6972,3527.7110
14636,1464,decline,0.1000,2939.7976,-2304.6972,3527.9863
14637,1464,decline,0.1000,2940.0345,-2304.6972,3528.2616
14638,1464,help,0.2000,2940.0345,-2304.9187,3528.4369
14639,1464,help,0.2000,2940.0345,-2305.1402,3528.6122
14640,1464,decline,0.1000,2940.2714,-2305.1402,3528.8875
14641,1465,reciprocate,0.5000,2940.1083,-2305.6617,3528.8875
14642,1465,help,0.2000,2940.1083,-2305.8831,3529.0629
14643,1465,decline,-0.3000,2940.7451,-2305.8831,3529.7383
14644,1465,reciprocate,0.5000,2940.5820,-2306.4047,3529.7383
14645,1465,reciprocate,0.5000,2940.4188,-2306.9262,3529.7383
14646,1465,help,0.2000,2940.4188,-2307.1477,3529.9138
14647,1465,help,0.2000,2940.4188,-2307.3692,3530.0893
14648,1465,decline,-0.3000,2941.0556,-2307.3692,3530.7647
14649,1465,help,0.6000,2941.0556,-2307.9907,3530.5402
14650,1465,reciprocate,0.2000,2941.1924,-2308.2123,3530.5402
14651,1466,reciprocate,0.5000,2941.0293,-2308.7338,3530.5402
14652,1466,reciprocate,0.2000,2941.1661,-2308.9554,3530.5402
14653,1466,reciprocate,0.2000,2941.3029,-2309.1769,3530.5402
14654,1466,decline,-0.3000,2941.9398,-2309.1769,3531.2155
14655,1466,decline,0.1000,2942.1766,-2309.1769,3531.4908
14656,1466,reciprocate,0.5000,2942.0134,-2309.6985,3531.4908
14657,1466,help,0.2000,2942.0134,-2309.9200,3531.6662
14658,1466,help,0.2000,2942.0134,-2310.1416,3531.8415
14659,1466,help,0.2000,2942.0134,-2310.3632,3532.0169
14660,1466,decline,0.1000,2942.2502,-2310.3632,3532.2922
14661,1467,decline,-0.3000,2942.8869,-2310.3632,3532.9676
14662,1467,decline,-0.3000,2943.5237,-2310.3632,3533.6429
14663,1467,help,0.2000,2943.5237,-2310.5848,3533.8183
14664,1467,reciprocate,0.5000,2943.3604,-2311.1064,3533.8183
14665,1467,decline,-0.3000,2943.9971,-2311.1064,3534.4937
14666,1467,reciprocate,0.2000,2944.1338,-2311.3280,3534.4937
14667,1467,help,0.2000,2944.1338,-2311.5497,3534.6690
14668,1467,help,0.2000,2944.1338,-2311.7713,3534.8443
14669,1467,reciprocate,0.5000,2943.9704,-2312.2930,3534.8443
14670,1467,reciprocate,0.2000,2944.1071,-2312.5146,3534.8443
14671,1468,reciprocate,0.2000,2944.2437,-2312.7363,3534.8443
14672,1468,decline,-0.3000,2944.8804,-2312.7363,3535.5195
14673,1468,decline,0.1000,2945.1170,-2312.7363,3535.7947
14674,1468,help,0.2000,2945.1170,-2312.9579,3535.9700
14675,1468,help,0.2000,2945.1170,-2313.1796,3536.1452
14676,1468,help,0.2000,2945.1170,-2313.4013,3536.3204
14677,1468,reciprocate,0.2000,2945.2536,-2313.6229,3536.3204
14678,1468,reciprocate,0.5000,2945.0901,-2314.1446,3536.3204
14679,1468,reciprocate,0.2000,2945.2267,-2314.3663,3536.3204
14680,1468,help,0.6000,2945.2267,-2314.9879,3536.0955
14681,1469,help,0.2000,2945.2267,-2315.2096,3536.2706
14682,1469,decline,0.1000,2945.4632,-2315.2096,3536.5457
14683,1469,help,0.6000,2945.4632,-2315.8313,3536.3208
14684,1469,reciprocate,0.5000,2945.2999,-2316.3529,3536.3208
14685,1469,decline,0.1000,2945.5365,-2316.3529,3536.5959
14686,1469,decline,0.1000,2945.7732,-2316.3529,3536.8711
14687,1469,reciprocate,0.5000,2945.6098,-2316.8745,3536.8711
14688,1469,decline,0.1000,2945.8464,-2316.8745,3537.1463
14689,1469,decline,0.1000,2946.0831,-2316.8745,3537.4215
14690,1469,reciprocate,0.2000,2946.2197,-2317.0961,3537.4215
14691,1470,decline,-0.3000,2946.8564,-2317.0961,3538.0967
14692,1470,decline,0.1000,2947.0930,-2317.0961,3538.3718
14693,1470,help,0.2000,2947.0930,-2317.3177,3538.5470
14694,1470,decline,0.1000,2947.3296,-2317.3177,3538.8221
14695,1470,help,0.6000,2947.3296,-2317.9393,3538.5972
14696,1470,help,0.2000,2947.3296,-2318.1609,3538.7724
14697,1470,reciprocate,0.5000,2947.1663,-2318.6825,3538.7724
14698,1470,help,0.2000,2947.1663,-2318.9041,3538.9476
14699,1470,decline,0.1000,2947.4029,-2318.9041,3539.2228
14700,1470,reciprocate,0.5000,2947.2395,-2319.4257,3539.2228
14701,1471,reciprocate,0.5000,2947.0761,-2319.9473,3539.2228
14702,1471,reciprocate,0.2000,2947.2127,-2320.1689,3539.2228
14703,1471,decline,0.1000,2947.4493,-2320.1689,3539.4980
14704,1471,reciprocate,0.5000,2947.2859,-2320.6905,3539.4980
14705,1471,help,0.6000,2947.2859,-2321.3120,3539.2733
14706,1471,help,0.2000,2947.2859,-2321.5336,3539.4486
14707,1471,help,0.6000,2947.2859,-2322.1552,3539.2239
