iteration,episode,action,reward,carol_help_regret,carol_decline_regret,carol_reciprocate_regret
4744,475,decline,0.1000,922.4164,-771.7681,1104.8499
4745,475,decline,0.1000,922.6508,-771.7681,1105.1303
4746,475,help,0.2000,922.6508,-771.9870,1105.3107
4747,475,help,0.2000,922.6508,-772.2058,1105.4911
4748,475,decline,-0.3000,923.2850,-772.2058,1106.1715
4749,475,help,0.2000,923.2850,-772.4247,1106.3519
4750,475,decline,-0.3000,923.9191,-772.4247,1107.0324
4751,476,decline,0.1000,924.1532,-772.4247,1107.3128
4752,476,decline,0.1000,924.3873,-772.4247,1107.5932
4753,476,help,0.6000,924.3873,-773.0436,1107.3736
4754,476,decline,0.1000,924.6216,-773.0436,1107.6540
4755,476,decline,0.1000,924.8559,-773.0436,1107.9344
4756,476,help,0.2000,924.8559,-773.2625,1108.1148
4757,476,help,0.6000,924.8559,-773.8813,1107.8953
4758,476,decline,0.1000,925.0903,-773.8813,1108.1757
4759,476,decline,0.1000,925.3247,-773.8813,1108.4561
4760,476,reciprocate,0.2000,925.4591,-774.1001,1108.4561
4761,477,help,0.6000,925.4591,-774.7189,1108.2363
4762,477,help,0.6000,925.4591,-775.3376,1108.0164
4763,477,decline,-0.3000,926.0938,-775.3376,1108.6966
4764,477,decline,-0.3000,926.7286,-775.3376,1109.3767
4765,477,decline,-0.3000,927.3634,-775.3376,1110.0569
4766,477,decline,0.1000,927.5981,-775.3376,1110.3371
4767,477,reciprocate,0.2000,927.7329,-775.5566,1110.3371
4768,477,decline,0.1000,927.9677,-775.5566,1110.6170
4769,477,decline,-0.3000,928.6024,-775.5566,1111.2969
4770,477,decline,-0.3000,929.2372,-775.5566,1111.9768
4771,478,decline,0.1000,929.4720,-775.5566,1112.2567
4772,478,decline,-0.3000,930.1068,-775.5566,1112.9367
4773,478,decline,0.1000,930.3415,-775.5566,1113.2166
4774,478,decline,0.1000,930.5763,-775.5566,1113.4965
4775,478,help,0.2000,930.5763,-775.7758,1113.6764
4776,478,help,0.2000,930.5763,-775.9950,1113.8563
4777,478,reciprocate,0.2000,930.7109,-776.2142,1113.8563
4778,478,help,0.2000,930.7109,-776.4333,1114.0360
4779,478,decline,0.1000,930.9453,-776.4333,1114.3157
4780,478,decline,0.1000,931.1798,-776.4333,1114.5953
4781,479,decline,0.1000,931.4143,-776.4333,1114.8750
4782,479,decline,0.1000,931.6488,-776.4333,1115.1547
4783,479,decline,-0.3000,932.2833,-776.4333,1115.8344
4784,479,decline,0.1000,932.5178,-776.4333,1116.1140
4785,479,decline,0.1000,932.7522,-776.4333,1116.3937
4786,479,help,0.2000,932.7522,-776.6523,1116.5734
4787,479,help,0.2000,932.7522,-776.8713,1116.7530
4788,479,help,0.2000,932.7522,-777.0904,1116.9327
4789,479,help,0.2000,932.7522,-777.3094,1117.1124
4790,479,decline,0.1000,932.9863,-777.3094,1117.3921
4791,480,help,0.2000,932.9863,-777.5283,1117.5717
4792,480,decline,0.1000,933.2203,-777.5283,1117.8514
4793,480,decline,0.1000,933.4543,-777.5283,1118.1311
4794,480,decline,0.1000,933.6883,-777.5283,1118.4107
4795,480,help,0.2000,933.6883,-777.7472,1118.5904
4796,480,decline,0.1000,933.9222,-777.7472,1118.8701
4797,480,reciprocate,0.2000,934.0561,-777.9659,1118.8701
4798,480,help,0.2000,934.0561,-778.1847,1119.0495
4799,480,decline,0.1000,934.2899,-778.1847,1119.3289
4800,480,decline,0.1000,934.5238,-778.1847,1119.6083
4801,481,decline,-0.3000,935.1576,-778.1847,1120.2878
4802,481,decline,-0.3000,935.7914,-778.1847,1120.9672
4803,481,decline,-0.3000,936.4252,-778.1847,1121.6466
4804,481,decline,0.1000,936.6590,-778.1847,1121.9260
4805,481,help,0.6000,936.6590,-778.8037,1121.7055
4806,481,help,0.2000,936.6590,-779.0227,1121.8849
4807,481,decline,0.1000,936.8929,-779.0227,1122.1643
4808,481,decline,0.1000,937.1268,-779.0227,1122.4437
4809,481,help,0.2000,937.1268,-779.2415,1122.6232
4810,481,decline,0.1000,937.3606,-779.2415,1122.9026
4811,482,decline,0.1000,937.5944,-779.2415,1123.1820
4812,482,decline,0.1000,937.8282,-779.2415,1123.4614
4813,482,decline,0.1000,938.0620,-779.2415,1123.7409
4814,482,decline,0.1000,938.2958,-779.2415,1124.0203
4815,482,decline,-0.3000,938.9296,-779.2415,1124.6997
4816,482,decline,0.1000,939.1634,-779.2415,1124.9791
4817,482,decline,-0.3000,939.7973,-779.2415,1125.6586
4818,482,help,0.2000,939.7973,-779.4604,1125.8380
4819,482,reciprocate,0.5000,939.6310,-779.9792,1125.8380
4820,482,decline,-0.3000,940.2647,-779.9792,1126.5176
4821,483,help,0.2000,940.2647,-780.1981,1126.6972
4822,483,decline,-0.3000,940.8983,-780.1981,1127.3767
4823,483,reciprocate,0.2000,941.0319,-780.4171,1127.3767
4824,483,decline,0.1000,941.2655,-780.4171,1127.6561
4825,483,help,0.2000,941.2655,-780.6361,1127.8354
4826,483,decline,0.1000,941.4991,-780.6361,1128.1148
4827,483,decline,0.1000,941.7326,-780.6361,1128.3941
4828,483,decline,0.1000,941.9661,-780.6361,1128.6735
4829,483,decline,0.1000,942.1996,-780.6361,1128.9528
4830,483,decline,0.1000,942.4331,-780.6361,1129.2321
4831,484,decline,0.1000,942.6667,-780.6361,1129.5115
4832,484,reciprocate,0.5000,942.5002,-781.1549,1129.5115
4833,484,decline,-0.3000,943.1337,-781.1549,1130.1910
4834,484,decline,0.1000,943.3672,-781.1549,1130.4705
4835,484,help,0.6000,943.3672,-781.7736,1130.2500
4836,484,decline,0.1000,943.6010,-781.7736,1130.5295
4837,484,decline,-0.3000,944.2347,-781.7736,1131.2090
4838,484,help,0.2000,944.2347,-781.9925,1131.3885
4839,484,help,0.2000,944.2347,-782.2113,1131.5680
4840,484,help,0.6000,944.2347,-782.8302,1131.3476
4841,485,decline,0.1000,944.4684,-782.8302,1131.6271
4842,485,decline,0.1000,944.7021,-782.8302,1131.9066
4843,485,decline,-0.3000,945.3358,-782.8302,1132.5861
4844,485,decline,0.1000,945.5695,-782.8302,1132.8656
4845,485,help,0.2000,945.5695,-783.0490,1133.0451
4846,485,decline,-0.3000,946.2031,-783.0490,1133.7246
4847,485,help,0.2000,946.2031,-783.2679,1133.9041
4848,485,help,0.2000,946.2031,-783.4868,1134.0836
4849,485,decline,-0.3000,946.8366,-783.4868,1134.7631
4850,485,decline,-0.3000,947.4700,-783.4868,1135.4426
4851,486,decline,0.1000,947.7034,-783.4868,1135.7221
4852,486,decline,0.1000,947.9368,-783.4868,1136.0017
4853,486,help,0.6000,947.9368,-784.1059,1135.7812
4854,486,decline,0.1000,948.1704,-784.1059,1136.0607
4855,486,decline,0.1000,948.4041,-784.1059,1136.3402
4856,486,decline,-0.3000,949.0377,-784.1059,1137.0197
4857,486,decline,-0.3000,949.6713,-784.1059,1137.6992
4858,486,decline,-0.3000,950.3049,-784.1059,1138.3787
4859,486,help,0.2000,950.3049,-784.3251,1138.5582
4860,486,help,0.2000,950.3049,-784.5444,1138.7377
4861,487,decline,0.1000,950.5383,-784.5444,1139.0172
4862,487,decline,0.1000,950.7718,-784.5444,1139.2967
4863,487,decline,0.1000,951.0052,-784.5444,1139.5762
4864,487,decline,-0.3000,951.6386,-784.5444,1140.2558
4865,487,help,0.2000,951.6386,-784.7636,1140.4353
4866,487,help,0.2000,951.6386,-784.9828,1140.6148
4867,487,reciprocate,0.2000,951.7719,-785.2021,1140.6148
4868,487,help,0.2000,951.7719,-785.4213,1140.7940
4869,487,decline,0.1000,952.0050,-785.4213,1141.0733
4870,487,decline,0.1000,952.2382,-785.4213,1141.3526
4871,488,decline,-0.3000,952.8713,-785.4213,1142.0318
4872,488,decline,0.1000,953.1044,-785.4213,1142.3111
4873,488,help,0.6000,953.1044,-786.0405,1142.0903
4874,488,help,0.2000,953.1044,-786.2597,1142.2696
4875,488,decline,-0.3000,953.7377,-786.2597,1142.9489
4876,488,decline,-0.3000,954.3709,-786.2597,1143.6281
4877,488,decline,0.1000,954.6042,-786.2597,1143.9074
4878,488,decline,0.1000,954.8374,-786.2597,1144.1867
4879,488,decline,0.1000,955.0706,-786.2597,1144.4659
4880,488,decline,0.1000,955.3039,-786.2597,1144.7452
4881,489,decline,-0.3000,955.9371,-786.2597,1145.4245
4882,489,decline,0.1000,956.1704,-786.2597,1145.7037
4883,489,help,0.2000,956.1704,-786.4790,1145.8830
4884,489,decline,-0.3000,956.8035,-786.4790,1146.5622
4885,489,decline,0.1000,957.0367,-786.4790,1146.8415
4886,489,help,0.2000,957.0367,-786.6984,1147.0208
4887,489,decline,0.1000,957.2697,-786.6984,1147.3000
4888,489,reciprocate,0.2000,957.4028,-786.9177,1147.3000
4889,489,reciprocate,0.5000,957.2358,-787.4370,1147.3000
4890,489,decline,-0.3000,957.8689,-787.4370,1147.9792
4891,490,decline,0.1000,958.1019,-787.4370,1148.2584
4892,490,decline,0.1000,958.3350,-787.4370,1148.5376
4893,490,help,0.2000,958.3350,-787.6563,1148.7168
4894,490,help,0.2000,958.3350,-787.8757,1148.8960
4895,490,reciprocate,0.5000,958.1678,-788.3950,1148.8960
4896,490,reciprocate,0.2000,958.3007,-788.6143,1148.8960
4897,490,decline,0.1000,958.5336,-788.6143,1149.1751
4898,490,help,0.2000,958.5336,-788.8336,1149.3542
4899,490,decline,0.1000,958.7663,-788.8336,1149.6333
4900,490,decline,-0.3000,959.3991,-788.8336,1150.3124
4901,491,reciprocate,0.5000,959.2319,-789.3529,1150.3124
4902,491,decline,0.1000,959.4647,-789.3529,1150.5916
4903,491,decline,-0.3000,960.0974,-789.3529,1151.2709
4904,491,reciprocate,0.5000,959.9302,-789.8723,1151.2709
4905,491,decline,0.1000,960.1630,-789.8723,1151.5503
4906,491,decline,-0.3000,960.7958,-789.8723,1152.2298
4907,491,help,0.6000,960.7958,-790.4918,1152.0092
4908,491,decline,0.1000,961.0287,-790.4918,1152.2886
4909,491,decline,-0.3000,961.6617,-790.4918,1152.9681
4910,491,reciprocate,0.5000,961.4946,-791.0113,1152.9681
4911,492,decline,0.1000,961.7276,-791.0113,1153.2477
4912,492,help,0.6000,961.7276,-791.6308,1153.0273
4913,492,decline,0.1000,961.9607,-791.6308,1153.3068
4914,492,decline,0.1000,962.1939,-791.6308,1153.5864
4915,492,decline,0.1000,962.4270,-791.6308,1153.8660
4916,492,decline,-0.3000,963.0602,-791.6308,1154.5456
4917,492,help,0.2000,963.0602,-791.8502,1154.7252
4918,492,decline,0.1000,963.2932,-791.8502,1155.0048
4919,492,decline,-0.3000,963.9263,-791.8502,1155.6844
4920,492,decline,0.1000,964.1593,-791.8502,1155.9640
4921,493,help,0.2000,964.1593,-792.0697,1156.1436
4922,493,help,0.2000,964.1593,-792.2892,1156.3232
4923,493,decline,0.1000,964.3922,-792.2892,1156.6028
4924,493,decline,0.1000,964.6251,-792.2892,1156.8824
4925,493,decline,0.1000,964.8579,-792.2892,1157.1620
4926,493,decline,-0.3000,965.4908,-792.2892,1157.8416
4927,493,help,0.2000,965.4908,-792.5086,1158.0212
4928,493,help,0.6000,965.4908,-793.1280,1157.8008
4929,493,decline,0.1000,965.7238,-793.1280,1158.0804
4930,493,decline,0.1000,965.9567,-793.1280,1158.3600
4931,494,help,0.2000,965.9567,-793.3474,1158.5396
4932,494,decline,-0.3000,966.5896,-793.3474,1159.2191
4933,494,reciprocate,0.2000,966.7225,-793.5668,1159.2191
4934,494,help,0.6000,966.7225,-794.1863,1158.9985
4935,494,decline,0.1000,966.9555,-794.1863,1159.2778
4936,494,decline,-0.3000,967.5886,-794.1863,1159.9572
4937,494,decline,0.1000,967.8216,-794.1863,1160.2366
4938,494,decline,-0.3000,968.4547,-794.1863,1160.9159
4939,494,help,0.2000,968.4547,-794.4058,1161.0953
4940,494,decline,0.1000,968.6877,-794.4058,1161.3746
4941,495,decline,0.1000,968.9206,-794.4058,1161.6540
4942,495,help,0.6000,968.9206,-795.0253,1161.4333
4943,495,decline,-0.3000,969.5538,-795.0253,1162.1127
4944,495,help,0.2000,969.5538,-795.2449,1162.2920
4945,495,help,0.6000,969.5538,-795.8645,1162.0714
4946,495,help,0.2000,969.5538,-796.0840,1162.2507
4947,495,decline,0.1000,969.7869,-796.0840,1162.5301
4948,495,decline,-0.3000,970.4201,-796.0840,1163.2094
4949,495,decline,-0.3000,971.0532,-796.0840,1163.8888
4950,495,reciprocate,0.5000,970.8864,-796.6038,1163.8888
4951,496,decline,-0.3000,971.5195,-796.6038,1164.5683
4952,496,decline,0.1000,971.7527,-796.6038,1164.8478
4953,496,reciprocate,0.2000,971.8858,-796.8236,1164.8478
4954,496,decline,0.1000,972.1190,-796.8236,1165.1271
4955,496,decline,-0.3000,972.7521,-796.8236,1165.8064
4956,496,decline,0.1000,972.9853,-796.8236,1166.0856
4957,496,help,0.6000,972.9853,-797.4434,1165.8649
4958,496,decline,0.1000,973.2186,-797.4434,1166.1442
4959,496,decline,0.1000,973.4519,-797.4434,1166.4234
4960,496,help,0.2000,973.4519,-797.6631,1166.6027
4961,497,decline,0.1000,973.6852,-797.6631,1166.8820
4962,497,reciprocate,0.5000,973.5184,-798.1828,1166.8820
4963,497,help,0.2000,973.5184,-798.4025,1167.0614
4964,497,decline,0.1000,973.7516,-798.4025,1167.3409
4965,497,decline,0.1000,973.9847,-798.4025,1167.6203
4966,497,decline,-0.3000,974.6178,-798.4025,1168.2997
4967,497,decline,0.1000,974.8510,-798.4025,1168.5792
4968,497,decline,-0.3000,975.4841,-798.4025,1169.2586
4969,497,reciprocate,0.5000,975.3173,-798.9222,1169.2586
4970,497,decline,-0.3000,975.9504,-798.9222,1169.9382
4971,498,decline,-0.3000,976.5836,-798.9222,1170.6178
4972,498,decline,0.1000,976.8167,-798.9222,1170.8974
4973,498,reciprocate,0.5000,976.6499,-799.4422,1170.8974
4974,498,decline,0.1000,976.8830,-799.4422,1171.1772
4975,498,decline,0.1000,977.1162,-799.4422,1171.4569
4976,498,decline,0.1000,977.3493,-799.4422,1171.7367
4977,498,reciprocate,0.5000,977.1825,-799.9619,1171.7367
4978,498,help,0.2000,977.1825,-800.1817,1171.9166
4979,498,decline,-0.3000,977.8155,-800.1817,1172.5965
4980,498,decline,-0.3000,978.4486,-800.1817,1173.2764
4981,499,help,0.6000,978.4486,-800.8017,1173.0564
4982,499,decline,0.1000,978.6818,-800.8017,1173.3363
4983,499,decline,0.1000,978.9151,-800.8017,1173.6162
4984,499,decline,0.1000,979.1483,-800.8017,1173.8961
4985,499,decline,-0.3000,979.7816,-800.8017,1174.5760
4986,499,reciprocate,0.5000,979.6148,-801.3217,1174.5760
4987,499,help,0.2000,979.6148,-801.5416,1174.7561
4988,499,help,0.2000,979.6148,-801.7616,1174.9362
4989,499,decline,0.1000,979.8479,-801.7616,1175.2163
4990,499,decline,-0.3000,980.4809,-801.7616,1175.8964
4991,500,decline,-0.3000,981.1140,-801.7616,1176.5764
4992,500,decline,-0.3000,981.7470,-801.7616,1177.2565
4993,500,decline,0.1000,981.9801,-801.7616,1177.5366
4994,500,help,0.6000,981.9801,-802.3818,1177.3167
4995,500,help,0.2000,981.9801,-802.6019,1177.4968
4996,500,help,0.6000,981.9801,-803.2221,1177.2768
4997,500,decline,-0.3000,982.6134,-803.2221,1177.9569
4998,500,decline,0.1000,982.8468,-803.2221,1178.2370
4999,500,help,0.6000,982.8468,-803.8423,1178.0171
5000,500,help,0.2000,982.8468,-804.0626,1178.1972
5001,501,reciprocate,0.5000,982.6802,-804.5828,1178.1972
5002,501,decline,-0.3000,983.3136,-804.5828,1178.8774
5003,501,decline,0.1000,983.5470,-804.5828,1179.1576
5004,501,decline,0.1000,983.7805,-804.5828,1179.4379
5005,501,reciprocate,0.5000,983.6139,-805.1030,1179.4379
5006,501,decline,0.1000,983.8473,-805.1030,1179.7183
5007,501,decline,-0.3000,984.4807,-805.1030,1180.3987
5008,501,help,0.2000,984.4807,-805.3233,1180.5791
5009,501,help,0.2000,984.4807,-805.5436,1180.7595
5010,501,help,0.2000,984.4807,-805.7639,1180.9399
5011,502,decline,0.1000,984.7139,-805.7639,1181.2203
5012,502,decline,0.1000,984.9470,-805.7639,1181.5007
5013,502,decline,0.1000,985.1802,-805.7639,1181.7811
5014,502,decline,0.1000,985.4133,-805.7639,1182.0615
5015,502,decline,-0.3000,986.0465,-805.7639,1182.7419
5016,502,help,0.6000,986.0465,-806.3842,1182.5223
5017,502,decline,0.1000,986.2798,-806.3842,1182.8027
5018,502,decline,0.1000,986.5132,-806.3842,1183.0831
5019,502,help,0.2000,986.5132,-806.6043,1183.2635
5020,502,help,0.6000,986.5132,-807.2244,1183.0439
5021,503,decline,0.1000,986.7466,-807.2244,1183.3243
5022,503,help,0.2000,986.7466,-807.4445,1183.5047
5023,503,help,0.2000,986.7466,-807.6646,1183.6851
5024,503,decline,-0.3000,987.3798,-807.6646,1184.3655
5025,503,decline,0.1000,987.6131,-807.6646,1184.6459
5026,503,reciprocate,0.2000,987.7463,-807.8848,1184.6459
5027,503,decline,-0.3000,988.3795,-807.8848,1185.3260
5028,503,help,0.2000,988.3795,-808.1051,1185.5062
5029,503,decline,0.1000,988.6127,-808.1051,1185.7864
5030,503,help,0.6000,988.6127,-808.7253,1185.5665
5031,504,help,0.2000,988.6127,-808.9455,1185.7467
5032,504,decline,-0.3000,989.2459,-808.9455,1186.4268
5033,504,decline,0.1000,989.4792,-808.9455,1186.7070
5034,504,decline,-0.3000,990.1124,-808.9455,1187.3872
5035,504,help,0.6000,990.1124,-809.5658,1187.1673
5036,504,decline,0.1000,990.3458,-809.5658,1187.4475
5037,504,decline,-0.3000,990.9793,-809.5658,1188.1276
5038,504,reciprocate,0.2000,991.1127,-809.7863,1188.1276
5039,504,decline,0.1000,991.3461,-809.7863,1188.4076
5040,504,decline,0.1000,991.5795,-809.7863,1188.6875
5041,505,decline,0.1000,991.8130,-809.7863,1188.9674
5042,505,decline,0.1000,992.0464,-809.7863,1189.2473
5043,505,decline,-0.3000,992.6798,-809.7863,1189.9272
5044,505,decline,0.1000,992.9132,-809.7863,1190.2072
5045,505,help,0.2000,992.9132,-810.0066,1190.3871
5046,505,decline,0.1000,993.1466,-810.0066,1190.6670
5047,505,decline,0.1000,993.3799,-810.0066,1190.9469
5048,505,decline,0.1000,993.6132,-810.0066,1191.2268
5049,505,decline,0.1000,993.8466,-810.0066,1191.5068
5050,505,help,0.2000,993.8466,-810.2267,1191.6867
5051,506,decline,0.1000,994.0798,-810.2267,1191.9666
5052,506,reciprocate,0.2000,994.2131,-810.4468,1191.9666
5053,506,decline,0.1000,994.4463,-810.4468,1192.2463
5054,506,decline,-0.3000,995.0795,-810.4468,1192.9260
5055,506,decline,-0.3000,995.7128,-810.4468,1193.6056
5056,506,decline,-0.3000,996.3460,-810.4468,1194.2853
5057,506,help,0.2000,996.3460,-810.6672,1194.4650
5058,506,decline,-0.3000,996.9792,-810.6672,1195.1447
5059,506,decline,-0.3000,997.6123,-810.6672,1195.8244
5060,506,decline,0.1000,997.8455,-810.6672,1196.1040
5061,507,help,0.6000,997.8455,-811.2877,1195.8837
5062,507,decline,0.1000,998.0788,-811.2877,1196.1634
5063,507,decline,-0.3000,998.7122,-811.2877,1196.8431
5064,507,decline,0.1000,998.9455,-811.2877,1197.1228
5065,507,decline,-0.3000,999.5788,-811.2877,1197.8025
5066,507,help,0.2000,999.5788,-811.5083,1197.9821
5067,507,decline,-0.3000,1000.2121,-811.5083,1198.6618
5068,507,decline,-0.3000,1000.8453,-811.5083,1199.3415
5069,507,help,0.2000,1000.8453,-811.7291,1199.5212
5070,507,help,0.2000,1000.8453,-811.9499,1199.7009
5071,508,help,0.2000,1000.8453,-812.1708,1199.8805
5072,508,decline,0.1000,1001.0783,-812.1708,1200.1602
5073,508,help,0.2000,1001.0783,-812.3915,1200.3399
5074,508,decline,-0.3000,1001.7112,-812.3915,1201.0196
5075,508,decline,0.1000,1001.9440,-812.3915,1201.2993
5076,508,reciprocate,0.5000,1001.7769,-812.9124,1201.2993
5077,508,reciprocate,0.5000,1001.6098,-813.4332,1201.2993
5078,508,help,0.2000,1001.6098,-813.6540,1201.4793
5079,508,decline,-0.3000,1002.2426,-813.6540,1202.1593
5080,508,decline,0.1000,1002.4754,-813.6540,1202.4393
5081,509,decline,0.1000,1002.7082,-813.6540,1202.7193
5082,509,help,0.2000,1002.7082,-813.8749,1202.8993
5083,509,decline,0.1000,1002.9409,-813.8749,1203.1793
5084,509,reciprocate,0.2000,1003.0736,-814.0957,1203.1793
5085,509,help,0.2000,1003.0736,-814.3165,1203.3590
5086,509,decline,0.1000,1003.3062,-814.3165,1203.6388
5087,509,decline,-0.3000,1003.9388,-814.3165,1204.3186
5088,509,decline,0.1000,1004.1714,-814.3165,1204.5983
5089,509,decline,0.1000,1004.4040,-814.3165,1204.8781
5090,509,reciprocate,0.5000,1004.2366,-814.8372,1204.8781
5091,510,help,0.2000,1004.2366,-815.0580,1205.0580
5092,510,decline,-0.3000,1004.8692,-815.0580,1205.7379
5093,510,help,0.6000,1004.8692,-815.6789,1205.5178
5094,510,decline,0.1000,1005.1019,-815.6789,1205.7978
5095,510,decline,0.1000,1005.3346,-815.6789,1206.0777
5096,510,help,0.2000,1005.3346,-815.8996,1206.2576
5097,510,decline,-0.3000,1005.9672,-815.8996,1206.9375
5098,510,decline,0.1000,1006.1998,-815.8996,1207.2174
5099,510,decline,0.1000,1006.4324,-815.8996,1207.4974
5100,510,decline,-0.3000,1007.0650,-815.8996,1208.1773
5101,511,decline,0.1000,1007.2976,-815.8996,1208.4572
5102,511,decline,-0.3000,1007.9302,-815.8996,1209.1371
5103,511,decline,-0.3000,1008.5629,-815.8996,1209.8170
5104,511,help,0.6000,1008.5629,-816.5207,1209.5970
5105,511,reciprocate,0.2000,1008.6956,-816.7417,1209.5970
5106,511,decline,0.1000,1008.9284,-816.7417,1209.8767
5107,511,help,0.6000,1008.9284,-817.3627,1209.6563
5108,511,decline,0.1000,1009.1614,-817.3627,1209.9360
5109,511,decline,0.1000,1009.3944,-817.3627,1210.2157
5110,511,help,0.2000,1009.3944,-817.5837,1210.3954
5111,512,decline,0.1000,1009.6273,-817.5837,1210.6751
5112,512,decline,-0.3000,1010.2602,-817.5837,1211.3548
5113,512,help,0.6000,1010.2602,-818.2046,1211.1344
5114,512,decline,0.1000,1010.4932,-818.2046,1211.4141
5115,512,help,0.6000,1010.4932,-818.8256,1211.1938
5116,512,help,0.6000,1010.4932,-819.4465,1210.9735
5117,512,decline,0.1000,1010.7266,-819.4465,1211.2532
5118,512,decline,-0.3000,1011.3601,-819.4465,1211.9329
5119,512,help,0.6000,1011.3601,-820.0675,1211.7125
5120,512,reciprocate,0.5000,1011.1937,-820.5885,1211.7125
5121,513,help,0.6000,1011.1937,-821.2095,1211.4924
5122,513,decline,0.1000,1011.4274,-821.2095,1211.7722
5123,513,decline,0.1000,1011.6612,-821.2095,1212.0521
5124,513,decline,0.1000,1011.8950,-821.2095,1212.3319
5125,513,decline,0.1000,1012.1288,-821.2095,1212.6117
5126,513,reciprocate,0.5000,1011.9626,-821.7303,1212.6117
5127,513,decline,-0.3000,1012.5964,-821.7303,1213.2917
5128,513,decline,-0.3000,1013.2301,-821.7303,1213.9717
5129,513,help,0.2000,1013.2301,-821.9513,1214.1517
5130,513,decline,0.1000,1013.4638,-821.9513,1214.4317
5131,514,decline,-0.3000,1014.0975,-821.9513,1215.1117
5132,514,decline,-0.3000,1014.7312,-821.9513,1215.7917
5133,514,decline,0.1000,1014.9649,-821.9513,1216.0717
5134,514,decline,0.1000,1015.1986,-821.9513,1216.3517
5135,514,decline,0.1000,1015.4323,-821.9513,1216.6317
5136,514,decline,-0.3000,1016.0660,-821.9513,1217.3117
5137,514,decline,0.1000,1016.2997,-821.9513,1217.5917
5138,514,reciprocate,0.5000,1016.1334,-822.4724,1217.5917
5139,514,help,0.2000,1016.1334,-822.6935,1217.7719
5140,514,decline,-0.3000,1016.7670,-822.6935,1218.4521
5141,515,decline,-0.3000,1017.4006,-822.6935,1219.1322
5142,515,decline,-0.3000,1018.0342,-822.6935,1219.8124
5143,515,reciprocate,0.2000,1018.1678,-822.9149,1219.8124
5144,515,reciprocate,0.5000,1018.0014,-823.4363,1219.8124
5145,515,decline,0.1000,1018.2350,-823.4363,1220.0925
5146,515,decline,-0.3000,1018.8686,-823.4363,1220.7725
5147,515,help,0.2000,1018.8686,-823.6577,1220.9526
5148,515,decline,-0.3000,1019.5021,-823.6577,1221.6327
5149,515,reciprocate,0.5000,1019.3356,-824.1792,1221.6327
5150,515,help,0.2000,1019.3356,-824.4008,1221.8129
5151,516,help,0.2000,1019.3356,-824.6223,1221.9932
5152,516,decline,0.1000,1019.5689,-824.6223,1222.2734
5153,516,decline,-0.3000,1020.2023,-824.6223,1222.9536
5154,516,reciprocate,0.5000,1020.0356,-825.1439,1222.9536
5155,516,decline,0.1000,1020.2689,-825.1439,1223.2340
5156,516,help,0.6000,1020.2689,-825.7654,1223.0144
5157,516,reciprocate,0.5000,1020.1024,-826.2870,1223.0144
5158,516,decline,0.1000,1020.3359,-826.2870,1223.2950
5159,516,decline,0.1000,1020.5695,-826.2870,1223.5755
5160,516,decline,0.1000,1020.8030,-826.2870,1223.8561
5161,517,help,0.2000,1020.8030,-826.5084,1224.0366
5162,517,reciprocate,0.5000,1020.6364,-827.0298,1224.0366
5163,517,decline,0.1000,1020.8698,-827.0298,1224.3173
5164,517,help,0.2000,1020.8698,-827.2512,1224.4980
5165,517,help,0.2000,1020.8698,-827.4726,1224.6787
5166,517,help,0.2000,1020.8698,-827.6940,1224.8594
5167,517,decline,0.1000,1021.1030,-827.6940,1225.1401
5168,517,decline,-0.3000,1021.7361,-827.6940,1225.8208
5169,517,help,0.6000,1021.7361,-828.3154,1225.6015
5170,517,decline,0.1000,1021.9695,-828.3154,1225.8822
5171,518,help,0.6000,1021.9695,-828.9368,1225.6629
5172,518,reciprocate,0.2000,1022.1030,-829.1582,1225.6629
5173,518,decline,0.1000,1022.3365,-829.1582,1225.9434
5174,518,decline,-0.3000,1022.9700,-829.1582,1226.6239
5175,518,reciprocate,0.5000,1022.8035,-829.6796,1226.6239
5176,518,help,0.2000,1022.8035,-829.9011,1226.8045
5177,518,help,0.6000,1022.8035,-830.5225,1226.5851
5178,518,decline,0.1000,1023.0371,-830.5225,1226.8658
5179,518,reciprocate,0.2000,1023.1707,-830.7439,1226.8658
5180,518,decline,0.1000,1023.4043,-830.7439,1227.1461
5181,519,decline,0.1000,1023.6379,-830.7439,1227.4265
5182,519,decline,0.1000,1023.8715,-830.7439,1227.7069
5183,519,decline,0.1000,1024.1051,-830.7439,1227.9873
5184,519,decline,0.1000,1024.3387,-830.7439,1228.2677
5185,519,decline,-0.3000,1024.9723,-830.7439,1228.9481
5186,519,decline,0.1000,1025.2059,-830.7439,1229.2285
5187,519,decline,0.1000,1025.4395,-830.7439,1229.5089
5188,519,reciprocate,0.5000,1025.2731,-831.2651,1229.5089
5189,519,decline,0.1000,1025.5067,-831.2651,1229.7894
5190,519,help,0.2000,1025.5067,-831.4863,1229.9700
5191,520,decline,0.1000,1025.7402,-831.4863,1230.2505
5192,520,decline,-0.3000,1026.3737,-831.4863,1230.9311
5193,520,help,0.6000,1026.3737,-832.1075,1230.7116
5194,520,decline,0.1000,1026.6074,-832.1075,1230.9921
5195,520,help,0.2000,1026.6074,-832.3287,1231.1727
5196,520,reciprocate,0.2000,1026.7410,-832.5499,1231.1727
5197,520,decline,0.1000,1026.9746,-832.5499,1231.4530
5198,520,help,0.2000,1026.9746,-832.7710,1231.6333
5199,520,help,0.2000,1026.9746,-832.9922,1231.8136
