iteration,episode,person,action,reward,help_bob,decline_bob,delay_bob,help_alice,decline_alice,teach_alice,help_dave,decline_dave,suggest_dave
15314,511,carol,teach_alice,0.6000,181.7050,-694.0876,725.5136,-352.0016,227.4739,-38.4258,1586.8054,-1105.5211,260.1932
15315,511,carol,help_alice,0.0834,181.7050,-694.0876,725.5136,-352.0016,227.4739,-38.4139,1586.8054,-1105.5211,260.1932
15316,511,carol,decline_alice,0.4000,181.7050,-694.0876,725.5136,-352.0016,227.4739,-38.4021,1586.8054,-1105.5211,260.1932
15317,511,carol,teach_alice,0.6000,181.7050,-694.0876,725.5136,-352.0138,227.4618,-38.4021,1586.8054,-1105.5211,260.1932
15318,511,carol,decline_alice,0.4000,181.7050,-694.0876,725.5136,-352.0139,227.4618,-38.3901,1586.8054,-1105.5211,260.1932
15319,511,carol,decline_alice,0.4000,181.7050,-694.0876,725.5136,-352.0141,227.4618,-38.3781,1586.8054,-1105.5211,260.1932
15320,511,carol,teach_alice,0.1000,181.7050,-694.0876,725.5136,-352.0262,227.4500,-38.3781,1586.8054,-1105.5211,260.1932
15321,511,dave,help_dave,0.8220,181.7050,-694.0876,725.5136,-352.0262,227.4500,-38.3781,1586.8054,-1106.0607,259.9072
15322,511,dave,decline_dave,0.1000,181.7050,-694.0876,725.5136,-352.0262,227.4500,-38.3781,1587.3450,-1106.0607,260.1608
15323,511,dave,decline_dave,0.1000,181.7050,-694.0876,725.5136,-352.0262,227.4500,-38.3781,1587.8847,-1106.0607,260.4144
15324,511,dave,decline_dave,0.1000,181.7050,-694.0876,725.5136,-352.0262,227.4500,-38.3781,1588.4243,-1106.0607,260.6680
15325,511,dave,decline_dave,0.1000,181.7050,-694.0876,725.5136,-352.0262,227.4500,-38.3781,1588.9639,-1106.0607,260.9216
15326,511,dave,suggest_dave,-0.2000,181.7050,-694.0876,725.5136,-352.0262,227.4500,-38.3781,1589.2503,-1106.3141,260.9216
15327,511,dave,suggest_dave,0.6000,181.7050,-694.0876,725.5136,-352.0262,227.4500,-38.3781,1589.5364,-1106.5675,260.9216
15328,511,dave,decline_dave,0.1000,181.7050,-694.0876,725.5136,-352.0262,227.4500,-38.3781,1590.0761,-1106.5675,261.1751
15329,511,dave,decline_dave,0.1000,181.7050,-694.0876,725.5136,-352.0262,227.4500,-38.3781,1590.6157,-1106.5675,261.4285
15330,511,dave,suggest_dave,0.6000,181.7050,-694.0876,725.5136,-352.0262,227.4500,-38.3781,1590.9018,-1106.8211,261.4285
15331,512,bob,help_bob,0.6391,181.7050,-694.2815,725.5851,-352.0262,227.4500,-38.3781,1590.9018,-1106.8211,261.4285
15332,512,bob,delay_bob,-0.2000,181.6338,-694.5465,725.5851,-352.0262,227.4500,-38.3781,1590.9018,-1106.8211,261.4285
15333,512,bob,decline_bob,0.1000,181.8276,-694.5465,725.8501,-352.0262,227.4500,-38.3781,1590.9018,-1106.8211,261.4285
15334,512,bob,decline_bob,0.1000,182.0215,-694.5465,726.1151,-352.0262,227.4500,-38.3781,1590.9018,-1106.8211,261.4285
15335,512,bob,delay_bob,0.6000,181.9501,-694.8117,726.1151,-352.0262,227.4500,-38.3781,1590.9018,-1106.8211,261.4285
15336,512,bob,decline_bob,0.1000,182.1440,-694.8117,726.3803,-352.0262,227.4500,-38.3781,1590.9018,-1106.8211,261.4285
15337,512,bob,decline_bob,0.1000,182.3378,-694.8117,726.6454,-352.0262,227.4500,-38.3781,1590.9018,-1106.8211,261.4285
15338,512,bob,decline_bob,0.1000,182.5317,-694.8117,726.9106,-352.0262,227.4500,-38.3781,1590.9018,-1106.8211,261.4285
15339,512,bob,delay_bob,0.6000,182.4602,-695.0769,726.9106,-352.0262,227.4500,-38.3781,1590.9018,-1106.8211,261.4285
15340,512,bob,delay_bob,-0.2000,182.3891,-695.3419,726.9106,-352.0262,227.4500,-38.3781,1590.9018,-1106.8211,261.4285
15341,512,carol,decline_alice,0.4000,182.3891,-695.3419,726.9106,-352.0264,227.4500,-38.3663,1590.9018,-1106.8211,261.4285
15342,512,carol,decline_alice,-0.2000,182.3891,-695.3419,726.9106,-352.0265,227.4500,-38.3543,1590.9018,-1106.8211,261.4285
15343,512,carol,teach_alice,0.6000,182.3891,-695.3419,726.9106,-352.0388,227.4378,-38.3543,1590.9018,-1106.8211,261.4285
15344,512,carol,decline_alice,0.4000,182.3891,-695.3419,726.9106,-352.0390,227.4378,-38.3422,1590.9018,-1106.8211,261.4285
15345,512,carol,teach_alice,0.6000,182.3891,-695.3419,726.9106,-352.0516,227.4254,-38.3422,1590.9018,-1106.8211,261.4285
15346,512,carol,teach_alice,0.6000,182.3891,-695.3419,726.9106,-352.0644,227.4127,-38.3422,1590.9018,-1106.8211,261.4285
15347,512,carol,decline_alice,0.4000,182.3891,-695.3419,726.9106,-352.0646,227.4127,-38.3296,1590.9018,-1106.8211,261.4285
15348,512,carol,decline_alice,-0.2000,182.3891,-695.3419,726.9106,-352.0647,227.4127,-38.3169,1590.9018,-1106.8211,261.4285
15349,512,carol,teach_alice,0.6000,182.3891,-695.3419,726.9106,-352.0778,227.3997,-38.3169,1590.9018,-1106.8211,261.4285
15350,512,carol,help_alice,0.5838,182.3891,-695.3419,726.9106,-352.0778,227.3994,-38.3043,1590.9018,-1106.8211,261.4285
15351,512,dave,suggest_dave,0.6000,182.3891,-695.3419,726.9106,-352.0778,227.3994,-38.3043,1591.1877,-1107.0748,261.4285
15352,512,dave,suggest_dave,0.6000,182.3891,-695.3419,726.9106,-352.0778,227.3994,-38.3043,1591.4736,-1107.3286,261.4285
15353,512,dave,decline_dave,0.1000,182.3891,-695.3419,726.9106,-352.0778,227.3994,-38.3043,1592.0132,-1107.3286,261.6824
15354,512,dave,decline_dave,0.1000,182.3891,-695.3419,726.9106,-352.0778,227.3994,-38.3043,1592.5528,-1107.3286,261.9362
15355,512,dave,suggest_dave,0.6000,182.3891,-695.3419,726.9106,-352.0778,227.3994,-38.3043,1592.8385,-1107.5826,261.9362
15356,512,dave,decline_dave,0.1000,182.3891,-695.3419,726.9106,-352.0778,227.3994,-38.3043,1593.3782,-1107.5826,262.1902
15357,512,dave,decline_dave,0.1000,182.3891,-695.3419,726.9106,-352.0778,227.3994,-38.3043,1593.9178,-1107.5826,262.4441
15358,512,dave,suggest_dave,0.6000,182.3891,-695.3419,726.9106,-352.0778,227.3994,-38.3043,1594.2034,-1107.8367,262.4441
15359,512,dave,suggest_dave,0.6000,182.3891,-695.3419,726.9106,-352.0778,227.3994,-38.3043,1594.4888,-1108.0909,262.4441
15360,512,dave,decline_dave,0.1000,182.3891,-695.3419,726.9106,-352.0778,227.3994,-38.3043,1595.0285,-1108.0909,262.6983
15361,513,bob,delay_bob,-0.2000,182.3182,-695.6066,726.9106,-352.0778,227.3994,-38.3043,1595.0285,-1108.0909,262.6983
15362,513,bob,delay_bob,0.6000,182.2472,-695.8715,726.9106,-352.0778,227.3994,-38.3043,1595.0285,-1108.0909,262.6983
15363,513,bob,delay_bob,-0.2000,182.1765,-696.1360,726.9106,-352.0778,227.3994,-38.3043,1595.0285,-1108.0909,262.6983
15364,513,bob,decline_bob,0.1000,182.3704,-696.1360,727.1752,-352.0778,227.3994,-38.3043,1595.0285,-1108.0909,262.6983
15365,513,bob,delay_bob,-0.2000,182.2999,-696.4003,727.1752,-352.0778,227.3994,-38.3043,1595.0285,-1108.0909,262.6983
15366,513,bob,delay_bob,0.6000,182.2294,-696.6647,727.1752,-352.0778,227.3994,-38.3043,1595.0285,-1108.0909,262.6983
15367,513,bob,decline_bob,0.1000,182.4232,-696.6647,727.4395,-352.0778,227.3994,-38.3043,1595.0285,-1108.0909,262.6983
15368,513,bob,delay_bob,0.6000,182.3525,-696.9292,727.4395,-352.0778,227.3994,-38.3043,1595.0285,-1108.0909,262.6983
15369,513,bob,delay_bob,0.6000,182.2817,-697.1938,727.4395,-352.0778,227.3994,-38.3043,1595.0285,-1108.0909,262.6983
15370,513,bob,delay_bob,-0.2000,182.2112,-697.4582,727.4395,-352.0778,227.3994,-38.3043,1595.0285,-1108.0909,262.6983
15371,513,carol,teach_alice,0.6000,182.2112,-697.4582,727.4395,-352.0906,227.3861,-38.3043,1595.0285,-1108.0909,262.6983
15372,513,carol,decline_alice,0.4000,182.2112,-697.4582,727.4395,-352.0903,227.3861,-38.2912,1595.0285,-1108.0909,262.6983
15373,513,carol,decline_alice,0.4000,182.2112,-697.4582,727.4395,-352.0900,227.3861,-38.2781,1595.0285,-1108.0909,262.6983
15374,513,carol,decline_alice,0.4000,182.2112,-697.4582,727.4395,-352.0898,227.3861,-38.2650,1595.0285,-1108.0909,262.6983
15375,513,carol,decline_alice,0.4000,182.2112,-697.4582,727.4395,-352.0897,227.3861,-38.2521,1595.0285,-1108.0909,262.6983
15376,513,carol,help_alice,0.5794,182.2112,-697.4582,727.4395,-352.0897,227.3855,-38.2397,1595.0285,-1108.0909,262.6983
15377,513,carol,decline_alice,-0.2040,182.2112,-697.4582,727.4395,-352.0889,227.3855,-38.2266,1595.0285,-1108.0909,262.6983
15378,513,carol,decline_alice,-0.2040,182.2112,-697.4582,727.4395,-352.0880,227.3855,-38.2134,1595.0285,-1108.0909,262.6983
15379,513,carol,teach_alice,0.0960,182.2112,-697.4582,727.4395,-352.1002,227.3724,-38.2134,1595.0285,-1108.0909,262.6983
15380,513,carol,decline_alice,0.3960,182.2112,-697.4582,727.4395,-352.0994,227.3724,-38.2002,1595.0285,-1108.0909,262.6983
15381,513,dave,suggest_dave,0.6000,182.2112,-697.4582,727.4395,-352.0994,227.3724,-38.2002,1595.3138,-1108.3452,262.6983
15382,513,dave,suggest_dave,0.6000,182.2112,-697.4582,727.4395,-352.0994,227.3724,-38.2002,1595.5990,-1108.5996,262.6983
15383,513,dave,help_dave,0.8175,182.2112,-697.4582,727.4395,-352.0994,227.3724,-38.2002,1595.5990,-1109.1394,262.4129
15384,513,dave,help_dave,0.8216,182.2112,-697.4582,727.4395,-352.0994,227.3724,-38.2002,1595.5990,-1109.6794,262.1274
15385,513,dave,suggest_dave,0.6000,182.2112,-697.4582,727.4395,-352.0994,227.3724,-38.2002,1595.8844,-1109.9340,262.1274
15386,513,dave,decline_dave,0.1000,182.2112,-697.4582,727.4395,-352.0994,227.3724,-38.2002,1596.4243,-1109.9340,262.3820
15387,513,dave,suggest_dave,0.6000,182.2112,-697.4582,727.4395,-352.0994,227.3724,-38.2002,1596.7096,-1110.1887,262.3820
15388,513,dave,suggest_dave,0.6000,182.2112,-697.4582,727.4395,-352.0994,227.3724,-38.2002,1596.9948,-1110.4435,262.3820
15389,513,dave,decline_dave,0.1000,182.2112,-697.4582,727.4395,-352.0994,227.3724,-38.2002,1597.5347,-1110.4435,262.6368
15390,513,dave,suggest_dave,-0.2000,182.2112,-697.4582,727.4395,-352.0994,227.3724,-38.2002,1597.8202,-1110.6980,262.6368
15391,514,bob,delay_bob,-0.2000,182.1410,-697.7223,727.4395,-352.0994,227.3724,-38.2002,1597.8202,-1110.6980,262.6368
15392,514,bob,delay_bob,-0.2000,182.0710,-697.9861,727.4395,-352.0994,227.3724,-38.2002,1597.8202,-1110.6980,262.6368
15393,514,bob,delay_bob,0.6000,182.0009,-698.2500,727.4395,-352.0994,227.3724,-38.2002,1597.8202,-1110.6980,262.6368
15394,514,bob,help_bob,-0.1606,182.0009,-698.4433,727.5102,-352.0994,227.3724,-38.2002,1597.8202,-1110.6980,262.6368
15395,514,bob,decline_bob,0.1000,182.1942,-698.4433,727.7741,-352.0994,227.3724,-38.2002,1597.8202,-1110.6980,262.6368
15396,514,bob,decline_bob,0.1000,182.3875,-698.4433,728.0380,-352.0994,227.3724,-38.2002,1597.8202,-1110.6980,262.6368
15397,514,bob,decline_bob,0.1000,182.5808,-698.4433,728.3019,-352.0994,227.3724,-38.2002,1597.8202,-1110.6980,262.6368
15398,514,bob,delay_bob,0.6000,182.5101,-698.7073,728.3019,-352.0994,227.3724,-38.2002,1597.8202,-1110.6980,262.6368
15399,514,bob,decline_bob,0.1000,182.7034,-698.7073,728.5659,-352.0994,227.3724,-38.2002,1597.8202,-1110.6980,262.6368
15400,514,bob,delay_bob,0.6000,182.6325,-698.9715,728.5659,-352.0994,227.3724,-38.2002,1597.8202,-1110.6980,262.6368
15401,514,carol,decline_alice,-0.2040,182.6325,-698.9715,728.5659,-352.0984,227.3724,-38.1870,1597.8202,-1110.6980,262.6368
15402,514,carol,decline_alice,-0.2040,182.6325,-698.9715,728.5659,-352.0973,227.3724,-38.1736,1597.8202,-1110.6980,262.6368
15403,514,carol,decline_alice,0.3960,182.6325,-698.9715,728.5659,-352.0962,227.3724,-38.1603,1597.8202,-1110.6980,262.6368
15404,514,carol,decline_alice,0.3960,182.6325,-698.9715,728.5659,-352.0952,227.3724,-38.1470,1597.8202,-1110.6980,262.6368
15405,514,carol,decline_alice,0.3960,182.6325,-698.9715,728.5659,-352.0942,227.3724,-38.1338,1597.8202,-1110.6980,262.6368
15406,514,carol,decline_alice,-0.2040,182.6325,-698.9715,728.5659,-352.0931,227.3724,-38.1204,1597.8202,-1110.6980,262.6368
15407,514,carol,decline_alice,0.3960,182.6325,-698.9715,728.5659,-352.0921,227.3724,-38.1071,1597.8202,-1110.6980,262.6368
15408,514,carol,help_alice,0.5838,182.6325,-698.9715,728.5659,-352.0921,227.3708,-38.0953,1597.8202,-1110.6980,262.6368
15409,514,carol,teach_alice,0.1000,182.6325,-698.9715,728.5659,-352.1038,227.3576,-38.0953,1597.8202,-1110.6980,262.6368
15410,514,carol,decline_alice,-0.2000,182.6325,-698.9715,728.5659,-352.1021,227.3576,-38.0820,1597.8202,-1110.6980,262.6368
15411,514,dave,suggest_dave,-0.2000,182.6325,-698.9715,728.5659,-352.1021,227.3576,-38.0820,1598.1059,-1110.9523,262.6368
15412,514,dave,suggest_dave,0.6000,182.6325,-698.9715,728.5659,-352.1021,227.3576,-38.0820,1598.3914,-1111.2067,262.6368
15413,514,dave,help_dave,0.8217,182.6325,-698.9715,728.5659,-352.1021,227.3576,-38.0820,1598.3914,-1111.7468,262.3511
15414,514,dave,decline_dave,0.1000,182.6325,-698.9715,728.5659,-352.1021,227.3576,-38.0820,1598.9316,-1111.7468,262.6055
15415,514,dave,decline_dave,0.1000,182.6325,-698.9715,728.5659,-352.1021,227.3576,-38.0820,1599.4717,-1111.7468,262.8598
15416,514,dave,decline_dave,0.1000,182.6325,-698.9715,728.5659,-352.1021,227.3576,-38.0820,1600.0118,-1111.7468,263.1142
15417,514,dave,decline_dave,0.1000,182.6325,-698.9715,728.5659,-352.1021,227.3576,-38.0820,1600.5520,-1111.7468,263.3686
15418,514,dave,suggest_dave,0.6000,182.6325,-698.9715,728.5659,-352.1021,227.3576,-38.0820,1600.8376,-1112.0013,263.3686
15419,514,dave,help_dave,0.8217,182.6325,-698.9715,728.5659,-352.1021,227.3576,-38.0820,1600.8376,-1112.5416,263.0828
15420,514,dave,suggest_dave,0.6000,182.6325,-698.9715,728.5659,-352.1021,227.3576,-38.0820,1601.1233,-1112.7962,263.0828
15421,515,bob,help_bob,0.6398,182.6325,-699.1652,728.6364,-352.1021,227.3576,-38.0820,1601.1233,-1112.7962,263.0828
15422,515,bob,decline_bob,0.1000,182.8262,-699.1652,728.9005,-352.1021,227.3576,-38.0820,1601.1233,-1112.7962,263.0828
15423,515,bob,delay_bob,0.6000,182.7556,-699.4294,728.9005,-352.1021,227.3576,-38.0820,1601.1233,-1112.7962,263.0828
15424,515,bob,decline_bob,0.1000,182.9493,-699.4294,729.1648,-352.1021,227.3576,-38.0820,1601.1233,-1112.7962,263.0828
15425,515,bob,decline_bob,0.1000,183.1431,-699.4294,729.4290,-352.1021,227.3576,-38.0820,1601.1233,-1112.7962,263.0828
15426,515,bob,help_bob,0.6401,183.1431,-699.6235,729.4992,-352.1021,227.3576,-38.0820,1601.1233,-1112.7962,263.0828
15427,515,bob,delay_bob,0.6000,183.0728,-699.8879,729.4992,-352.1021,227.3576,-38.0820,1601.1233,-1112.7962,263.0828
15428,515,bob,delay_bob,-0.2000,183.0028,-700.1520,729.4992,-352.1021,227.3576,-38.0820,1601.1233,-1112.7962,263.0828
15429,515,bob,delay_bob,-0.2000,182.9331,-700.4159,729.4992,-352.1021,227.3576,-38.0820,1601.1233,-1112.7962,263.0828
15430,515,bob,decline_bob,0.1000,183.1272,-700.4159,729.7630,-352.1021,227.3576,-38.0820,1601.1233,-1112.7962,263.0828
15431,515,carol,decline_alice,-0.2000,183.1272,-700.4159,729.7630,-352.1003,227.3576,-38.0685,1601.1233,-1112.7962,263.0828
15432,515,carol,decline_alice,-0.2000,183.1272,-700.4159,729.7630,-352.0983,227.3576,-38.0548,1601.1233,-1112.7962,263.0828
15433,515,carol,help_alice,0.0843,183.1272,-700.4159,729.7630,-352.0983,227.3559,-38.0430,1601.1233,-1112.7962,263.0828
15434,515,carol,help_alice,0.5847,183.1272,-700.4159,729.7630,-352.0983,227.3536,-38.0316,1601.1233,-1112.7962,263.0828
15435,515,carol,decline_alice,0.4000,183.1272,-700.4159,729.7630,-352.0962,227.3536,-38.0180,1601.1233,-1112.7962,263.0828
15436,515,carol,decline_alice,-0.2000,183.1272,-700.4159,729.7630,-352.0938,227.3536,-38.0043,1601.1233,-1112.7962,263.0828
15437,515,carol,teach_alice,0.1000,183.1272,-700.4159,729.7630,-352.1051,227.3400,-38.0043,1601.1233,-1112.7962,263.0828
15438,515,carol,decline_alice,-0.2000,183.1272,-700.4159,729.7630,-352.1026,227.3400,-37.9905,1601.1233,-1112.7962,263.0828
15439,515,carol,help_alice,0.5851,183.1272,-700.4159,729.7630,-352.1026,227.3370,-37.9797,1601.1233,-1112.7962,263.0828
15440,515,carol,teach_alice,0.1000,183.1272,-700.4159,729.7630,-352.1134,227.3233,-37.9797,1601.1233,-1112.7962,263.0828
15441,515,dave,decline_dave,0.1000,183.1272,-700.4159,729.7630,-352.1134,227.3233,-37.9797,1601.6636,-1112.7962,263.3374
15442,515,dave,decline_dave,0.1000,183.1272,-700.4159,729.7630,-352.1134,227.3233,-37.9797,1602.2039,-1112.7962,263.5921
15443,515,dave,suggest_dave,0.6000,183.1272,-700.4159,729.7630,-352.1134,227.3233,-37.9797,1602.4894,-1113.0510,263.5921
15444,515,dave,suggest_dave,0.6000,183.1272,-700.4159,729.7630,-352.1134,227.3233,-37.9797,1602.7748,-1113.3059,263.5921
15445,515,dave,decline_dave,0.1000,183.1272,-700.4159,729.7630,-352.1134,227.3233,-37.9797,1603.3151,-1113.3059,263.8470
15446,515,dave,suggest_dave,-0.2000,183.1272,-700.4159,729.7630,-352.1134,227.3233,-37.9797,1603.6008,-1113.5605,263.8470
15447,515,dave,suggest_dave,-0.2000,183.1272,-700.4159,729.7630,-352.1134,227.3233,-37.9797,1603.8868,-1113.8148,263.8470
15448,515,dave,help_dave,0.8218,183.1272,-700.4159,729.7630,-352.1134,227.3233,-37.9797,1603.8868,-1114.3553,263.5608
15449,515,dave,help_dave,0.8219,183.1272,-700.4159,729.7630,-352.1134,227.3233,-37.9797,1603.8868,-1114.8959,263.2745
15450,515,dave,help_dave,0.8220,183.1272,-700.4159,729.7630,-352.1134,227.3233,-37.9797,1603.8868,-1115.4367,262.9880
15451,516,bob,help_bob,0.6404,183.1272,-700.6104,729.8323,-352.1134,227.3233,-37.9797,1603.8868,-1115.4367,262.9880
15452,516,bob,delay_bob,-0.2000,183.0582,-700.8740,729.8323,-352.1134,227.3233,-37.9797,1603.8868,-1115.4367,262.9880
15453,516,bob,decline_bob,0.1000,183.2528,-700.8740,730.0958,-352.1134,227.3233,-37.9797,1603.8868,-1115.4367,262.9880
15454,516,bob,decline_bob,0.1000,183.4473,-700.8740,730.3594,-352.1134,227.3233,-37.9797,1603.8868,-1115.4367,262.9880
15455,516,bob,decline_bob,0.1000,183.6419,-700.8740,730.6229,-352.1134,227.3233,-37.9797,1603.8868,-1115.4367,262.9880
15456,516,bob,decline_bob,0.1000,183.8364,-700.8740,730.8865,-352.1134,227.3233,-37.9797,1603.8868,-1115.4367,262.9880
15457,516,bob,delay_bob,0.6000,183.7673,-701.1376,730.8865,-352.1134,227.3233,-37.9797,1603.8868,-1115.4367,262.9880
15458,516,bob,decline_bob,0.1000,183.9618,-701.1376,731.1501,-352.1134,227.3233,-37.9797,1603.8868,-1115.4367,262.9880
15459,516,bob,help_bob,-0.1640,183.9618,-701.3316,731.2198,-352.1134,227.3233,-37.9797,1603.8868,-1115.4367,262.9880
15460,516,bob,delay_bob,0.5960,183.8920,-701.5954,731.2198,-352.1134,227.3233,-37.9797,1603.8868,-1115.4367,262.9880
15461,516,carol,teach_alice,0.1000,183.8920,-701.5954,731.2198,-352.1240,227.3097,-37.9797,1603.8868,-1115.4367,262.9880
15462,516,carol,decline_alice,0.4000,183.8920,-701.5954,731.2198,-352.1211,227.3097,-37.9661,1603.8868,-1115.4367,262.9880
15463,516,carol,decline_alice,-0.2000,183.8920,-701.5954,731.2198,-352.1181,227.3097,-37.9524,1603.8868,-1115.4367,262.9880
15464,516,carol,help_alice,0.5855,183.8920,-701.5954,731.2198,-352.1181,227.3062,-37.9423,1603.8868,-1115.4367,262.9880
15465,516,carol,decline_alice,0.4000,183.8920,-701.5954,731.2198,-352.1146,227.3062,-37.9286,1603.8868,-1115.4367,262.9880
15466,516,carol,teach_alice,0.6000,183.8920,-701.5954,731.2198,-352.1251,227.2923,-37.9286,1603.8868,-1115.4367,262.9880
15467,516,carol,help_alice,0.5859,183.8920,-701.5954,731.2198,-352.1251,227.2884,-37.9187,1603.8868,-1115.4367,262.9880
15468,516,carol,decline_alice,0.4000,183.8920,-701.5954,731.2198,-352.1212,227.2884,-37.9049,1603.8868,-1115.4367,262.9880
15469,516,carol,decline_alice,0.4000,183.8920,-701.5954,731.2198,-352.1174,227.2884,-37.8911,1603.8868,-1115.4367,262.9880
15470,516,carol,decline_alice,0.4000,183.8920,-701.5954,731.2198,-352.1137,227.2884,-37.8774,1603.8868,-1115.4367,262.9880
15471,516,dave,suggest_dave,0.6000,183.8920,-701.5954,731.2198,-352.1137,227.2884,-37.8774,1604.1731,-1115.6911,262.9880
15472,516,dave,decline_dave,0.1000,183.8920,-701.5954,731.2198,-352.1137,227.2884,-37.8774,1604.7139,-1115.6911,263.2425
15473,516,dave,decline_dave,0.1000,183.8920,-701.5954,731.2198,-352.1137,227.2884,-37.8774,1605.2547,-1115.6911,263.4969
15474,516,dave,help_dave,0.8220,183.8920,-701.5954,731.2198,-352.1137,227.2884,-37.8774,1605.2547,-1116.2321,263.2104
15475,516,dave,suggest_dave,0.6000,183.8920,-701.5954,731.2198,-352.1137,227.2884,-37.8774,1605.5411,-1116.4866,263.2104
15476,516,dave,decline_dave,0.1000,183.8920,-701.5954,731.2198,-352.1137,227.2884,-37.8774,1606.0820,-1116.4866,263.4650
15477,516,dave,help_dave,0.8176,183.8920,-701.5954,731.2198,-352.1137,227.2884,-37.8774,1606.0820,-1117.0278,263.1785
15478,516,dave,decline_dave,0.0960,183.8920,-701.5954,731.2198,-352.1137,227.2884,-37.8774,1606.6232,-1117.0278,263.4330
15479,516,dave,help_dave,0.8216,183.8920,-701.5954,731.2198,-352.1137,227.2884,-37.8774,1606.6232,-1117.5690,263.1463
15480,516,dave,suggest_dave,0.6000,183.8920,-701.5954,731.2198,-352.1137,227.2884,-37.8774,1606.9097,-1117.8237,263.1463
15481,517,bob,decline_bob,0.0960,184.0860,-701.5954,731.4836,-352.1137,227.2884,-37.8774,1606.9097,-1117.8237,263.1463
15482,517,bob,decline_bob,0.0960,184.2800,-701.5954,731.7473,-352.1137,227.2884,-37.8774,1606.9097,-1117.8237,263.1463
15483,517,bob,decline_bob,0.0960,184.4740,-701.5954,732.0111,-352.1137,227.2884,-37.8774,1606.9097,-1117.8237,263.1463
15484,517,bob,decline_bob,0.0960,184.6680,-701.5954,732.2749,-352.1137,227.2884,-37.8774,1606.9097,-1117.8237,263.1463
15485,517,bob,decline_bob,0.0960,184.8620,-701.5954,732.5387,-352.1137,227.2884,-37.8774,1606.9097,-1117.8237,263.1463
15486,517,bob,help_bob,0.6403,184.8620,-701.7898,732.6080,-352.1137,227.2884,-37.8774,1606.9097,-1117.8237,263.1463
15487,517,bob,decline_bob,0.1000,185.0564,-701.7898,732.8718,-352.1137,227.2884,-37.8774,1606.9097,-1117.8237,263.1463
15488,517,bob,delay_bob,0.6000,184.9869,-702.0537,732.8718,-352.1137,227.2884,-37.8774,1606.9097,-1117.8237,263.1463
15489,517,bob,help_bob,0.6406,184.9869,-702.2485,732.9409,-352.1137,227.2884,-37.8774,1606.9097,-1117.8237,263.1463
15490,517,bob,decline_bob,0.1000,185.1817,-702.2485,733.2048,-352.1137,227.2884,-37.8774,1606.9097,-1117.8237,263.1463
15491,517,carol,teach_alice,0.1000,185.1817,-702.2485,733.2048,-352.1235,227.2748,-37.8774,1606.9097,-1117.8237,263.1463
15492,517,carol,help_alice,0.5815,185.1817,-702.2485,733.2048,-352.1235,227.2706,-37.8681,1606.9097,-1117.8237,263.1463
15493,517,carol,decline_alice,0.3960,185.1817,-702.2485,733.2048,-352.1194,227.2706,-37.8545,1606.9097,-1117.8237,263.1463
15494,517,carol,teach_alice,0.0960,185.1817,-702.2485,733.2048,-352.1287,227.2571,-37.8545,1606.9097,-1117.8237,263.1463
15495,517,carol,teach_alice,0.0960,185.1817,-702.2485,733.2048,-352.1379,227.2438,-37.8545,1606.9097,-1117.8237,263.1463
15496,517,carol,teach_alice,0.0960,185.1817,-702.2485,733.2048,-352.1470,227.2305,-37.8545,1606.9097,-1117.8237,263.1463
15497,517,carol,decline_alice,0.3960,185.1817,-702.2485,733.2048,-352.1429,227.2305,-37.8413,1606.9097,-1117.8237,263.1463
15498,517,carol,decline_alice,-0.2040,185.1817,-702.2485,733.2048,-352.1387,227.2305,-37.8280,1606.9097,-1117.8237,263.1463
15499,517,carol,teach_alice,0.5960,185.1817,-702.2485,733.2048,-352.1480,227.2169,-37.8280,1606.9097,-1117.8237,263.1463
15500,517,carol,decline_alice,0.3960,185.1817,-702.2485,733.2048,-352.1438,227.2169,-37.8145,1606.9097,-1117.8237,263.1463
15501,517,dave,decline_dave,0.1000,185.1817,-702.2485,733.2048,-352.1438,227.2169,-37.8145,1607.4510,-1117.8237,263.4010
15502,517,dave,suggest_dave,-0.2000,185.1817,-702.2485,733.2048,-352.1438,227.2169,-37.8145,1607.7379,-1118.0781,263.4010
15503,517,dave,suggest_dave,-0.2000,185.1817,-702.2485,733.2048,-352.1438,227.2169,-37.8145,1608.0250,-1118.3323,263.4010
15504,517,dave,decline_dave,0.1000,185.1817,-702.2485,733.2048,-352.1438,227.2169,-37.8145,1608.5663,-1118.3323,263.6551
15505,517,dave,suggest_dave,-0.2000,185.1817,-702.2485,733.2048,-352.1438,227.2169,-37.8145,1608.8537,-1118.5861,263.6551
15506,517,dave,decline_dave,0.1000,185.1817,-702.2485,733.2048,-352.1438,227.2169,-37.8145,1609.3950,-1118.5861,263.9090
15507,517,dave,suggest_dave,0.6000,185.1817,-702.2485,733.2048,-352.1438,227.2169,-37.8145,1609.6823,-1118.8401,263.9090
15508,517,dave,help_dave,0.8172,185.1817,-702.2485,733.2048,-352.1438,227.2169,-37.8145,1609.6823,-1119.3816,263.6216
15509,517,dave,decline_dave,0.0960,185.1817,-702.2485,733.2048,-352.1438,227.2169,-37.8145,1610.2237,-1119.3816,263.8755
15510,517,dave,suggest_dave,0.5960,185.1817,-702.2485,733.2048,-352.1438,227.2169,-37.8145,1610.5111,-1119.6357,263.8755
15511,518,bob,delay_bob,0.6000,185.1125,-702.5125,733.2048,-352.1438,227.2169,-37.8145,1610.5111,-1119.6357,263.8755
