iteration,episode,action,reward,carol_help_alice_regret,carol_decline_alice_regret,carol_reciprocate_alice_regret
1,1,carol_decline_alice,-0.3000,0.3000,0.0000,0.3000
2,1,carol_help_alice,0.2000,0.3000,-0.5000,0.1000
3,1,carol_help_alice,0.2000,0.3000,-1.0000,-0.1000
4,1,carol_reciprocate_alice,0.2000,0.3000,-1.5000,-0.1000
5,1,carol_decline_alice,0.1000,0.4000,-1.5000,-0.0000
6,1,carol_decline_alice,0.1000,0.5000,-1.5000,0.1000
7,1,carol_reciprocate_alice,0.5000,0.2000,-2.0333,0.1000
8,1,carol_help_alice,0.2000,0.2000,-2.2667,0.2500
9,1,carol_decline_alice,-0.3000,0.7000,-2.2667,0.9000
10,1,carol_decline_alice,0.1000,0.8000,-2.2667,1.1500
11,2,carol_decline_alice,-0.3000,1.3000,-2.2667,1.8000
12,2,carol_reciprocate_alice,0.5000,1.0000,-2.8667,1.8000
13,2,carol_reciprocate_alice,0.5000,0.7000,-3.4667,1.8000
14,2,carol_reciprocate_alice,0.5000,0.4000,-4.0667,1.8000
15,2,carol_help_alice,0.6000,0.4000,-4.7667,1.6400
16,2,carol_decline_alice,0.1000,0.6000,-4.7667,1.9800
17,2,carol_reciprocate_alice,0.5000,0.4000,-5.3381,1.9800
18,2,carol_decline_alice,0.1000,0.6000,-5.3381,2.3300
19,2,carol_help_alice,0.2000,0.6000,-5.5881,2.5800
20,2,carol_help_alice,0.2000,0.6000,-5.8381,2.8300
21,3,carol_help_alice,0.2000,0.6000,-6.0881,3.0800
22,3,carol_decline_alice,0.1000,0.7571,-6.0881,3.4300
23,3,carol_help_alice,0.2000,0.7571,-6.3214,3.6800
24,3,carol_decline_alice,0.1000,0.9071,-6.3214,4.0300
25,3,carol_reciprocate_alice,0.2000,0.9571,-6.5414,4.0300
26,3,carol_decline_alice,-0.3000,1.5071,-6.5414,4.7443
27,3,carol_reciprocate_alice,0.2000,1.5571,-6.7869,4.7443
28,3,carol_help_alice,0.2000,1.5571,-7.0323,4.9318
29,3,carol_reciprocate_alice,0.2000,1.6016,-7.2778,4.9318
30,3,carol_help_alice,0.6000,1.6016,-7.9232,4.6985
31,4,carol_reciprocate_alice,0.5000,1.3816,-8.4687,4.6985
32,4,carol_help_alice,0.2000,1.3816,-8.7142,4.8785
33,4,carol_decline_alice,0.1000,1.5543,-8.7142,5.1585
34,4,carol_reciprocate_alice,0.2000,1.6270,-8.9475,5.1585
35,4,carol_help_alice,0.2000,1.6270,-9.1808,5.3221
36,4,carol_help_alice,0.2000,1.6270,-9.4142,5.4857
37,4,carol_help_alice,0.2000,1.6270,-9.6475,5.6494
38,4,carol_decline_alice,0.1000,1.7842,-9.6475,5.9130
39,4,carol_help_alice,0.2000,1.7842,-9.8706,6.0766
40,4,carol_decline_alice,-0.3000,2.3375,-9.8706,6.7403
41,5,carol_help_alice,0.2000,2.3375,-10.1134,6.9039
42,5,carol_reciprocate_alice,0.2000,2.3875,-10.3563,6.9039
43,5,carol_help_alice,0.2000,2.3875,-10.5991,7.0539
44,5,carol_reciprocate_alice,0.2000,2.4346,-10.8420,7.0539
45,5,carol_help_alice,0.6000,2.4346,-11.4849,6.7924
46,5,carol_help_alice,0.6000,2.4346,-12.1277,6.5308
47,5,carol_reciprocate_alice,0.5000,2.2188,-12.6706,6.5308
48,5,carol_help_alice,0.2000,2.2188,-12.9134,6.6808
49,5,carol_help_alice,0.6000,2.2188,-13.5563,6.4308
50,5,carol_decline_alice,0.1000,2.4140,-13.5563,6.6808
51,6,carol_help_alice,0.2000,2.4140,-13.7896,6.8308
52,6,carol_decline_alice,0.1000,2.6049,-13.7896,7.0808
53,6,carol_decline_alice,0.1000,2.7958,-13.7896,7.3308
54,6,carol_decline_alice,0.1000,2.9868,-13.7896,7.5808
55,6,carol_help_alice,0.2000,2.9868,-14.0007,7.7308
56,6,carol_decline_alice,-0.3000,3.5737,-14.0007,8.3808
57,6,carol_reciprocate_alice,0.5000,3.3607,-14.5270,8.3808
58,6,carol_decline_alice,0.1000,3.5476,-14.5270,8.6408
59,6,carol_help_alice,0.2000,3.5476,-14.7470,8.8008
60,6,carol_decline_alice,0.1000,3.7310,-14.7470,9.0608
61,7,carol_reciprocate_alice,0.5000,3.5143,-15.2613,9.0608
62,7,carol_help_alice,0.2000,3.5143,-15.4756,9.2296
63,7,carol_decline_alice,-0.3000,4.0943,-15.4756,9.8983
64,7,carol_decline_alice,-0.3000,4.6743,-15.4756,10.5671
65,7,carol_reciprocate_alice,0.2000,4.7543,-15.7147,10.5671
66,7,carol_help_alice,0.2000,4.7543,-15.9539,10.7259
67,7,carol_decline_alice,0.1000,4.9312,-15.9539,10.9847
68,7,carol_reciprocate_alice,0.2000,5.0081,-16.1872,10.9847
69,7,carol_reciprocate_alice,0.5000,4.7851,-16.7205,10.9847
70,7,carol_reciprocate_alice,0.5000,4.5620,-17.2539,10.9847
71,8,carol_reciprocate_alice,0.5000,4.3389,-17.7872,10.9847
72,8,carol_reciprocate_alice,0.5000,4.1158,-18.3205,10.9847
73,8,carol_decline_alice,-0.3000,4.6928,-18.3205,11.6620
74,8,carol_decline_alice,0.1000,4.8697,-18.3205,11.9393
75,8,carol_decline_alice,0.1000,5.0466,-18.3205,12.2165
76,8,carol_decline_alice,0.1000,5.2235,-18.3205,12.4938
77,8,carol_help_alice,0.2000,5.2235,-18.5491,12.6711
78,8,carol_decline_alice,0.1000,5.3976,-18.5491,12.9484
79,8,carol_help_alice,0.2000,5.3976,-18.7732,13.1256
80,8,carol_reciprocate_alice,0.5000,5.1690,-19.2974,13.1256
81,9,carol_decline_alice,0.1000,5.3405,-19.2974,13.4082
82,9,carol_reciprocate_alice,0.5000,5.1119,-19.8174,13.4082
83,9,carol_help_alice,0.6000,5.1119,-20.4374,13.1957
84,9,carol_help_alice,0.6000,5.1119,-21.0574,12.9832
85,9,carol_help_alice,0.2000,5.1119,-21.2774,13.1707
86,9,carol_reciprocate_alice,0.5000,4.9022,-21.7974,13.1707
