iteration,episode,person,action,reward,alice_help_bob,alice_decline_bob,alice_delay_bob,alice_help_carol,alice_decline_carol,alice_teach_carol,alice_help_dave,alice_decline_dave,alice_suggest_dave
1,1,bob,alice_delay_bob,-0.3000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,1,bob,alice_help_bob,-0.6040,0.3000,0.9040,0.3040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,1,bob,alice_decline_bob,-0.0040,-0.3000,0.9040,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,1,bob,alice_decline_bob,0.2960,-1.0500,0.9040,-0.4380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,1,bob,alice_delay_bob,-0.3040,-1.3520,1.3520,-0.4380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,1,bob,alice_help_bob,0.1920,-1.3520,1.7040,-0.5340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,1,bob,alice_help_bob,-0.6120,-1.3520,2.1913,-0.4947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,1,bob,alice_delay_bob,0.4880,-1.6547,2.3760,-0.4947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9,1,bob,alice_help_bob,-0.6160,-1.6547,2.9320,-0.1233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,1,bob,alice_decline_bob,0.2840,-2.2567,2.9320,-0.3540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11,1,carol,alice_decline_carol,-0.3000,-2.2567,2.9320,-0.3540,0.3000,0.0000,0.3000,0.0000,0.0000,0.0000
12,1,carol,alice_teach_carol,0.0000,-2.2567,2.9320,-0.3540,0.3000,-0.3000,0.3000,0.0000,0.0000,0.0000
13,1,carol,alice_teach_carol,0.0000,-2.2567,2.9320,-0.3540,0.3000,-0.6000,0.3000,0.0000,0.0000,0.0000
14,1,carol,alice_help_carol,-0.3040,-2.2567,2.9320,-0.3540,0.3000,-0.5960,0.6040,0.0000,0.0000,0.0000
15,1,carol,alice_decline_carol,0.5960,-2.2567,2.9320,-0.3540,-0.1520,-0.5960,0.4560,0.0000,0.0000,0.0000
16,1,carol,alice_decline_carol,0.5960,-2.2567,2.9320,-0.3540,-0.7533,-0.5960,0.1587,0.0000,0.0000,0.0000
17,1,carol,alice_help_carol,0.5060,-2.2567,2.9320,-0.3540,-0.7533,-0.3997,0.0577,0.0000,0.0000,0.0000
18,1,carol,alice_teach_carol,0.0060,-2.2567,2.9320,-0.3540,-0.6543,-0.1043,0.0577,0.0000,0.0000,0.0000
19,1,carol,alice_decline_carol,-0.2940,-2.2567,2.9320,-0.3540,-0.7028,-0.1043,-0.0898,0.0000,0.0000,0.0000
20,1,carol,alice_decline_carol,0.3060,-2.2567,2.9320,-0.3540,-0.7826,-0.1043,-0.2686,0.0000,0.0000,0.0000
21,1,dave,alice_help_dave,0.8100,-2.2567,2.9320,-0.3540,-0.7826,-0.1043,-0.2686,0.0000,-0.8100,-0.8100
22,1,dave,alice_decline_dave,0.0100,-2.2567,2.9320,-0.3540,-0.7826,-0.1043,-0.2686,0.8000,-0.8100,-0.8200
23,1,dave,alice_suggest_dave,0.5100,-2.2567,2.9320,-0.3540,-0.7826,-0.1043,-0.2686,1.1000,-1.3100,-0.8200
24,1,dave,alice_help_dave,0.8200,-2.2567,2.9320,-0.3540,-0.7826,-0.1043,-0.2686,1.1000,-2.1150,-1.1250
25,1,dave,alice_help_dave,0.8300,-2.2567,2.9320,-0.3540,-0.7826,-0.1043,-0.2686,1.1000,-2.9250,-1.4350
26,1,dave,alice_help_dave,0.8400,-2.2567,2.9320,-0.3540,-0.7826,-0.1043,-0.2686,1.1000,-3.7400,-1.7500
27,1,dave,alice_decline_dave,0.0400,-2.2567,2.9320,-0.3540,-0.7826,-0.1043,-0.2686,1.9000,-3.7400,-1.2650
28,1,dave,alice_suggest_dave,-0.2600,-2.2567,2.9320,-0.3540,-0.7826,-0.1043,-0.2686,2.6000,-3.8400,-1.2650
29,1,dave,alice_decline_dave,0.0400,-2.2567,2.9320,-0.3540,-0.7826,-0.1043,-0.2686,3.3950,-3.8400,-1.1700
30,1,dave,alice_decline_dave,0.0400,-2.2567,2.9320,-0.3540,-0.7826,-0.1043,-0.2686,4.1875,-3.8400,-1.0775
